benchmark,method_id,subject_id,outer_fold,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,OUTER_TEST_USED,reference_method_id,reference_BA,delta_BA
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-1,0,0.915,0.915,0.9147420948368815,0.2858052316565216,0.08086244166931862,0.13111126649426297,False,B_HISTORY_FUSION_LDA,0.95,-0.03499999999999992
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-11,1,0.69,0.69,0.689875950380152,0.5545156329166232,0.19281219380423104,0.10366528841201217,False,B_HISTORY_FUSION_LDA,0.7150000000000001,-0.025000000000000133
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-12,4,0.73,0.73,0.7293233082706767,0.4659803853012379,0.15773310393344553,0.08249762093124446,False,B_HISTORY_FUSION_LDA,0.6950000000000001,0.03499999999999992
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-13,1,0.895,0.895,0.8947869435607105,0.2508026906567195,0.07747752392657421,0.05974956403602847,False,B_HISTORY_FUSION_LDA,0.895,0.0
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-14,4,0.585,0.585,0.5844910014768091,0.764400229584206,0.2590920011269237,0.13291445456445217,False,B_HISTORY_FUSION_LDA,0.615,-0.030000000000000027
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-16,0,0.525,0.525,0.5174603174603174,0.7934091156366924,0.2790085005451677,0.15231441039592022,False,B_HISTORY_FUSION_LDA,0.53,-0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-17,4,0.83,0.83,0.8299829982998299,0.3690215687525835,0.11664490357053445,0.07182827591081152,False,B_HISTORY_FUSION_LDA,0.825,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-18,1,0.66,0.66,0.65996599659966,0.6353649405339467,0.215685769299754,0.13692545946571044,False,B_HISTORY_FUSION_LDA,0.675,-0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-19,0,0.94,0.94,0.9399459513562206,0.16850969449941844,0.050067886677815955,0.04502180705749196,False,B_HISTORY_FUSION_LDA,0.94,0.0
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-2,1,0.755,0.755,0.7549938748468712,0.5345671673147884,0.1702493954246265,0.12057684849947692,False,B_HISTORY_FUSION_LDA,0.74,0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-21,0,0.835,0.835,0.8340666247642992,0.34503764946745163,0.1121385150042384,0.07773418087570463,False,B_HISTORY_FUSION_LDA,0.8500000000000001,-0.015000000000000124
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-22,2,0.73,0.73,0.7290244881573664,0.5637131119528478,0.18270115734998382,0.12383321252593306,False,B_HISTORY_FUSION_LDA,0.74,-0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-23,3,0.97,0.97,0.9699879951980792,0.07962173891976691,0.021506225592617934,0.051856378536322176,False,B_HISTORY_FUSION_LDA,0.965,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-24,3,0.9335542929292929,0.9333333333333333,0.9333333333333333,0.16606629944329818,0.05157638561396136,0.03669372290157927,False,B_HISTORY_FUSION_LDA,0.938604797979798,-0.005050505050505083
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-25,2,0.98,0.98,0.9799919967987194,0.043196283893085996,0.01156668966513411,0.029582123294530912,False,B_HISTORY_FUSION_LDA,0.97,0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-26,2,0.7250000000000001,0.725,0.7238331952499311,0.581160298440793,0.19414307665436478,0.10366384943947198,False,B_HISTORY_FUSION_LDA,0.6950000000000001,0.030000000000000027
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-27,1,0.625,0.625,0.6238621831038893,0.7142302816861366,0.24946361192002747,0.10156302162446082,False,B_HISTORY_FUSION_LDA,0.625,0.0
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-28,0,0.665,0.665,0.6649246080368083,0.5736187841895445,0.20323188902100178,0.15816048244945705,False,B_HISTORY_FUSION_LDA,0.7150000000000001,-0.050000000000000044
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-29,2,0.885,0.885,0.8849741191768148,0.2969050738238712,0.09253866104687272,0.06340596647118218,False,B_HISTORY_FUSION_LDA,0.87,0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-3,0,0.875,0.875,0.8748466871918099,0.32386123646668813,0.0978103332766878,0.09225798687431963,False,B_HISTORY_FUSION_LDA,0.865,0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-30,3,0.855,0.855,0.8548221571424997,0.3870943430868842,0.11171728995379655,0.08458908501313997,False,B_HISTORY_FUSION_LDA,0.8600000000000001,-0.0050000000000001155
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-31,3,0.5700000000000001,0.57,0.5693108974358975,0.7701906760896029,0.26214990742196215,0.16758683885447684,False,B_HISTORY_FUSION_LDA,0.5700000000000001,0.0
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-32,4,0.595,0.595,0.5937711577522005,0.7865975063084162,0.26117933652966974,0.16031826642923985,False,B_HISTORY_FUSION_LDA,0.6100000000000001,-0.015000000000000124
WBCIC_S1S2_to_S3_authorized_development,FT_FROZEN_EEGNET,sub-33,0,0.945,0.945,0.9449986249656241,0.1319095733482726,0.0372363063494176,0.06276177765335889,False,B_HISTORY_FUSION_LDA,0.95,-0.0050000000000000044
