outer_fold,subject_id,configuration,history_cv_BA,history_cv_NLL,history_cv_worst_delta_vs_anchor,selected_generic,selected_persist,anchor_history_cv_BA,selected_history_cv_BA,selected_history_cv_improvement,selected_history_cv_worst_delta,persist_accept,target_future_labels_used_for_fit,OUTER_TEST_USED
0,13,"{""C"": 0.0, ""alpha"": 0.0}",0.8300000000000001,0.422616420005551,0.0,True,True,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.001, ""alpha"": 0.25}",0.8300000000000001,0.43233941251877744,0.0,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.001, ""alpha"": 0.5}",0.8100000000000002,0.46111774572350467,-0.050000000000000044,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.001, ""alpha"": 0.75}",0.8,0.5180202833553047,-0.15000000000000002,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.001, ""alpha"": 1.0}",0.78,0.6139019188567534,-0.20000000000000007,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.01, ""alpha"": 0.25}",0.8100000000000002,0.4260463347340372,-0.050000000000000044,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.01, ""alpha"": 0.5}",0.8,0.4361734847044511,-0.09999999999999998,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.01, ""alpha"": 0.75}",0.77,0.4547577323011417,-0.20000000000000007,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.01, ""alpha"": 1.0}",0.78,0.4839024505114448,-0.20000000000000007,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.1, ""alpha"": 0.25}",0.8,0.42702164646662644,-0.09999999999999998,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.1, ""alpha"": 0.5}",0.7999999999999999,0.4408211056957053,-0.15000000000000002,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.1, ""alpha"": 0.75}",0.7899999999999999,0.46352700435951544,-0.15000000000000002,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 0.1, ""alpha"": 1.0}",0.76,0.49464130485879565,-0.15000000000000002,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 1.0, ""alpha"": 0.25}",0.8200000000000001,0.45537442092171865,-0.09999999999999998,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 1.0, ""alpha"": 0.5}",0.75,0.5404738119585148,-0.15000000000000002,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
0,13,"{""C"": 1.0, ""alpha"": 0.75}",0.72,0.6583694226033948,-0.20000000000000007,False,False,0.8300000000000001,0.8300000000000001,0.0,0.0,False,False,False
