outer_fold,subject_id,configuration,history_cv_BA,history_cv_NLL,history_cv_worst_delta_vs_anchor,selected_generic,selected_persist,anchor_history_cv_BA,selected_improvement,persist_accept,OUTER_TEST_USED
0,sub-1,"{""C"": 0.0, ""alpha"": 0.0}",0.9025000000000001,0.2683508238074293,0.0,False,True,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.001, ""alpha"": 0.25}",0.905,0.2884945373156298,0.0,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.001, ""alpha"": 0.5}",0.9025,0.32000976399688186,-0.0050000000000000044,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.001, ""alpha"": 0.75}",0.9025000000000001,0.36972364682953884,-0.010000000000000009,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.001, ""alpha"": 1.0}",0.89,0.44909286242657065,-0.03500000000000003,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.01, ""alpha"": 0.25}",0.9075,0.27392105595178184,0.0,True,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.01, ""alpha"": 0.5}",0.905,0.28118793834089095,-0.010000000000000009,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.01, ""alpha"": 0.75}",0.895,0.2904787629253676,-0.030000000000000027,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.01, ""alpha"": 1.0}",0.895,0.3022189975069588,-0.025000000000000022,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.1, ""alpha"": 0.25}",0.9025,0.2586815431550697,-0.0050000000000000044,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.1, ""alpha"": 0.5}",0.8925,0.25523133730241054,-0.03500000000000003,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.1, ""alpha"": 0.75}",0.885,0.25670321368821536,-0.039999999999999925,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 0.1, ""alpha"": 1.0}",0.88,0.2622948526555491,-0.04500000000000004,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 1.0, ""alpha"": 0.25}",0.8725,0.2597104059965936,-0.040000000000000036,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 1.0, ""alpha"": 0.5}",0.8674999999999999,0.2872442858950564,-0.05500000000000005,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 1.0, ""alpha"": 0.75}",0.8525,0.3362996451084718,-0.05500000000000005,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-1,"{""C"": 1.0, ""alpha"": 1.0}",0.8525,0.3983460467535839,-0.050000000000000044,False,False,0.9025000000000001,0.004999999999999893,False,False
0,sub-3,"{""C"": 0.0, ""alpha"": 0.0}",0.9450000000000001,0.17723597725353835,0.0,False,True,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.001, ""alpha"": 0.25}",0.9424999999999999,0.1809605562460973,-0.0050000000000001155,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.001, ""alpha"": 0.5}",0.9424999999999999,0.2017422797661921,-0.0050000000000001155,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.001, ""alpha"": 0.75}",0.9424999999999999,0.2581877712917385,-0.0050000000000001155,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.001, ""alpha"": 1.0}",0.9400000000000001,0.38921146317932864,-0.009999999999999898,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.01, ""alpha"": 0.25}",0.9450000000000001,0.17756298578238072,0.0,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.01, ""alpha"": 0.5}",0.9424999999999999,0.18285541300342278,-0.0050000000000001155,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.01, ""alpha"": 0.75}",0.94,0.19580226415775556,-0.0050000000000001155,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.01, ""alpha"": 1.0}",0.9375,0.22085950740898952,-0.010000000000000009,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.1, ""alpha"": 0.25}",0.9475,0.1744594614759311,0.0,True,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.1, ""alpha"": 0.5}",0.94,0.17667736377139354,-0.0050000000000001155,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.1, ""alpha"": 0.75}",0.935,0.18413131844623637,-0.010000000000000009,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 0.1, ""alpha"": 1.0}",0.935,0.19690393322872152,-0.010000000000000009,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 1.0, ""alpha"": 0.25}",0.945,0.17503771901052284,-0.0050000000000000044,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 1.0, ""alpha"": 0.5}",0.9425,0.19282853370874664,-0.0050000000000000044,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 1.0, ""alpha"": 0.75}",0.9375,0.22145194845051178,-0.009999999999999898,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-3,"{""C"": 1.0, ""alpha"": 1.0}",0.93,0.25681362343783676,-0.020000000000000018,False,False,0.9450000000000001,0.0024999999999999467,False,False
0,sub-5,"{""C"": 0.0, ""alpha"": 0.0}",0.905,0.23505073999100673,0.0,False,True,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.001, ""alpha"": 0.25}",0.905,0.24893241527605003,-0.0050000000000000044,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.001, ""alpha"": 0.5}",0.9025,0.275474370130227,-0.0050000000000001155,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.001, ""alpha"": 0.75}",0.8999999999999999,0.3271560515811859,-0.015000000000000013,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.001, ""alpha"": 1.0}",0.895,0.4289657181558109,-0.015000000000000013,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.01, ""alpha"": 0.25}",0.9025,0.23823257832920564,-0.0050000000000001155,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.01, ""alpha"": 0.5}",0.9025,0.24469595233611108,-0.010000000000000009,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.01, ""alpha"": 0.75}",0.9,0.25595355303564576,-0.014999999999999902,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.01, ""alpha"": 1.0}",0.9,0.27440385042197957,-0.014999999999999902,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.1, ""alpha"": 0.25}",0.9075,0.23023614669304251,0.0,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.1, ""alpha"": 0.5}",0.9099999999999999,0.23067727339391525,0.004999999999999893,True,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.1, ""alpha"": 0.75}",0.9025,0.2357982659747132,-0.0050000000000001155,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 0.1, ""alpha"": 1.0}",0.895,0.24521688068649136,-0.015000000000000013,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 1.0, ""alpha"": 0.25}",0.9025000000000001,0.22929727447375559,-0.0050000000000000044,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 1.0, ""alpha"": 0.5}",0.8875,0.24433817238508782,-0.020000000000000018,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 1.0, ""alpha"": 0.75}",0.8775,0.27226025739273807,-0.030000000000000027,False,False,0.905,0.004999999999999893,False,False
0,sub-5,"{""C"": 1.0, ""alpha"": 1.0}",0.8625,0.3092099933106123,-0.05500000000000005,False,False,0.905,0.004999999999999893,False,False
0,sub-16,"{""C"": 0.0, ""alpha"": 0.0}",0.5325,0.8830846370277629,0.0,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.001, ""alpha"": 0.25}",0.5325,0.8050841845681046,-0.0050000000000000044,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.001, ""alpha"": 0.5}",0.5325,0.7417168316682143,-0.010000000000000009,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.001, ""alpha"": 0.75}",0.555,0.6990596634360965,0.010000000000000009,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.001, ""alpha"": 1.0}",0.5675,0.6845284814651762,0.010000000000000009,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.01, ""alpha"": 0.25}",0.535,0.800852144340618,-0.0050000000000000044,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.01, ""alpha"": 0.5}",0.5549999999999999,0.7353621832702938,0.004999999999999893,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.01, ""alpha"": 0.75}",0.5599999999999999,0.6931994207022398,-0.015000000000000124,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.01, ""alpha"": 1.0}",0.5725,0.6810323856745293,0.039999999999999925,True,True,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.1, ""alpha"": 0.25}",0.545,0.8027627192538109,-0.0050000000000000044,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.1, ""alpha"": 0.5}",0.5525,0.7507009284557133,-0.015000000000000013,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.1, ""alpha"": 0.75}",0.5575000000000001,0.7348902223469851,0.0050000000000000044,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 0.1, ""alpha"": 1.0}",0.52,0.7570464235659036,-0.040000000000000036,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 1.0, ""alpha"": 0.25}",0.5475000000000001,0.827230800173992,-0.020000000000000018,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 1.0, ""alpha"": 0.5}",0.5349999999999999,0.8425699442056938,-0.03500000000000003,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 1.0, ""alpha"": 0.75}",0.4925,0.9257784438117125,-0.08000000000000007,False,False,0.5325,0.040000000000000036,True,False
0,sub-16,"{""C"": 1.0, ""alpha"": 1.0}",0.4925,1.0559310019662758,-0.09000000000000008,False,False,0.5325,0.040000000000000036,True,False
0,sub-19,"{""C"": 0.0, ""alpha"": 0.0}",0.7974999999999999,0.3564204952850503,0.0,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.001, ""alpha"": 0.25}",0.7974999999999999,0.3555831504990107,0.0,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.001, ""alpha"": 0.5}",0.8025,0.36610177703606017,0.0050000000000000044,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.001, ""alpha"": 0.75}",0.7999999999999999,0.4018075374055451,-0.010000000000000009,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.001, ""alpha"": 1.0}",0.7975,0.493516072650506,-0.0050000000000000044,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.01, ""alpha"": 0.25}",0.81,0.3581130772581691,0.010000000000000009,True,True,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.01, ""alpha"": 0.5}",0.8074999999999999,0.3646845045194943,0.0,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.01, ""alpha"": 0.75}",0.7975000000000001,0.3797440249815287,1.1102230246251565e-16,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.01, ""alpha"": 1.0}",0.7875,0.40987711072648003,-0.015000000000000013,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.1, ""alpha"": 0.25}",0.8025,0.36074703389572843,-0.009999999999999898,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.1, ""alpha"": 0.5}",0.7849999999999999,0.37247899483377117,-0.029999999999999916,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.1, ""alpha"": 0.75}",0.7625,0.3968061149863497,-0.04499999999999993,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 0.1, ""alpha"": 1.0}",0.7575000000000001,0.4411262206819734,-0.05999999999999994,False,False,0.7974999999999999,0.012500000000000178,True,False
0,sub-19,"{""C"": 1.0, ""alpha"": 0.25}",0.7775000000000001,0.37259953371670745,-0.039999999999999925,False,False,0.7974999999999999,0.012500000000000178,True,False
