benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
OpenBMI_MI_S1_to_S2,B_HISTORY_CALIBRATED,0,11,0.759090909090909,False,-0.0009090909090909098
OpenBMI_MI_S1_to_S2,B_HISTORY_CALIBRATED,1,11,0.8054545454545454,False,-0.009090909090909089
OpenBMI_MI_S1_to_S2,B_HISTORY_CALIBRATED,2,11,0.7081818181818181,False,-0.015454545454545448
OpenBMI_MI_S1_to_S2,B_HISTORY_CALIBRATED,3,11,0.7609090909090909,False,0.010909090909090898
OpenBMI_MI_S1_to_S2,B_HISTORY_CALIBRATED,4,10,0.795,False,0.010000000000000009
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LDA,0,11,0.7599999999999999,False,0.0
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LDA,1,11,0.8145454545454546,False,0.0
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LDA,2,11,0.7236363636363635,False,0.0
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LDA,3,11,0.7500000000000001,False,0.0
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LDA,4,10,0.7849999999999999,False,0.0
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LOGISTIC,0,11,0.7536363636363638,False,-0.0063636363636363595
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LOGISTIC,1,11,0.8127272727272726,False,-0.0018181818181818097
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LOGISTIC,2,11,0.7054545454545456,False,-0.0181818181818182
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LOGISTIC,3,11,0.7418181818181818,False,-0.0081818181818182
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LOGISTIC,4,10,0.78,False,-0.004999999999999993
OpenBMI_MI_S1_to_S2,B_POPULATION_LINEAR,0,11,0.7618181818181818,False,0.0018181818181818197
OpenBMI_MI_S1_to_S2,B_POPULATION_LINEAR,1,11,0.7918181818181819,False,-0.022727272727272717
OpenBMI_MI_S1_to_S2,B_POPULATION_LINEAR,2,11,0.6954545454545454,False,-0.028181818181818176
OpenBMI_MI_S1_to_S2,B_POPULATION_LINEAR,3,11,0.7372727272727272,False,-0.012727272727272749
OpenBMI_MI_S1_to_S2,B_POPULATION_LINEAR,4,10,0.781,False,-0.003999999999999992
OpenBMI_MI_S1_to_S2,B_SHRINKAGE_PROTO,0,11,0.7509090909090907,False,-0.009090909090909089
OpenBMI_MI_S1_to_S2,B_SHRINKAGE_PROTO,1,11,0.8018181818181819,False,-0.012727272727272719
OpenBMI_MI_S1_to_S2,B_SHRINKAGE_PROTO,2,11,0.7145454545454547,False,-0.009090909090909068
OpenBMI_MI_S1_to_S2,B_SHRINKAGE_PROTO,3,11,0.760909090909091,False,0.010909090909090908
OpenBMI_MI_S1_to_S2,B_SHRINKAGE_PROTO,4,10,0.7819999999999999,False,-0.003000000000000014
OpenBMI_MI_S1_to_S2,B_SUBJECT_LAST_LAYER,0,11,0.7527272727272728,False,-0.007272727272727269
OpenBMI_MI_S1_to_S2,B_SUBJECT_LAST_LAYER,1,11,0.81,False,-0.004545454545454539
OpenBMI_MI_S1_to_S2,B_SUBJECT_LAST_LAYER,2,11,0.7072727272727273,False,-0.016363636363636358
OpenBMI_MI_S1_to_S2,B_SUBJECT_LAST_LAYER,3,11,0.7345454545454545,False,-0.015454545454545478
OpenBMI_MI_S1_to_S2,B_SUBJECT_LAST_LAYER,4,10,0.7699999999999999,False,-0.015000000000000013
OpenBMI_MI_S1_to_S2,B_SUBJECT_SHRINKAGE_LDA,0,11,0.7554545454545455,False,-0.00454545454545453
OpenBMI_MI_S1_to_S2,B_SUBJECT_SHRINKAGE_LDA,1,11,0.8036363636363636,False,-0.010909090909090908
OpenBMI_MI_S1_to_S2,B_SUBJECT_SHRINKAGE_LDA,2,11,0.7145454545454545,False,-0.009090909090909068
OpenBMI_MI_S1_to_S2,B_SUBJECT_SHRINKAGE_LDA,3,11,0.7363636363636363,False,-0.013636363636363658
OpenBMI_MI_S1_to_S2,B_SUBJECT_SHRINKAGE_LDA,4,10,0.757,False,-0.028000000000000014
OpenBMI_MI_S1_to_S2,B_SUPERVISED_COSINE_PROTO,0,11,0.7563636363636363,False,-0.0036363636363636294
OpenBMI_MI_S1_to_S2,B_SUPERVISED_COSINE_PROTO,1,11,0.7945454545454544,False,-0.019999999999999987
OpenBMI_MI_S1_to_S2,B_SUPERVISED_COSINE_PROTO,2,11,0.6809090909090909,False,-0.04272727272727273
OpenBMI_MI_S1_to_S2,B_SUPERVISED_COSINE_PROTO,3,11,0.7254545454545454,False,-0.024545454545454568
OpenBMI_MI_S1_to_S2,B_SUPERVISED_COSINE_PROTO,4,10,0.764,False,-0.020999999999999998
