benchmark,outer_fold,method_id,configuration,protection,strength,mean_outcome_parameter_change,target_future_labels_used_for_fit,OUTER_TEST_USED,order,discovery_BA,discovery_NLL,mean_parameter_change
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 1e-05, ""strategy"": ""full""}",,,,False,False,10.0,0.8055555555555556,0.43206969234678483,0.0006847697594720456
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,11.0,0.8177777777777778,0.4294293142027325,0.002101395783635477
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",,,,False,False,12.0,0.8111111111111111,0.4230140844980876,0.006401216249085135
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,13.0,0.8300000000000001,0.4110216647386551,0.004843700418455733
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",uniform,0.1,,False,False,,0.8233333333333333,0.4159610950284534,0.004786090149233739
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",uniform,1.0,,False,False,,0.8244444444444444,0.4144980294836892,0.004851812108730276
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",uniform,10.0,,False,False,,0.82,0.4106128778722551,0.00477282736553914
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",uniform,100.0,,False,False,,0.8222222222222223,0.41995878517627716,0.004851705912086699
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",uniform,1000.0,,False,False,,0.8166666666666667,0.42085087133778465,0.004537212196737528
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",random_fisher,0.1,,False,False,,0.8166666666666667,0.4160267131196128,0.0048142563706884784
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",random_fisher,1.0,,False,False,,0.827777777777778,0.40958771606286365,0.00485588972353273
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",random_fisher,10.0,,False,False,,0.8244444444444443,0.41169680572218365,0.0048822153152690995
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",random_fisher,100.0,,False,False,,0.8211111111111111,0.4162328806188371,0.004937873868685629
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",random_fisher,1000.0,,False,False,,0.8200000000000001,0.42043446335527634,0.004838532638839549
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",fisher,0.1,,False,False,,0.8133333333333334,0.4210255924198363,0.0049881120471076835
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",fisher,1.0,,False,False,,0.8222222222222222,0.41537513501114315,0.004905184705017341
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",fisher,10.0,,False,False,,0.8211111111111111,0.41494223806593156,0.00487956334836781
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",fisher,100.0,,False,False,,0.8166666666666667,0.411531032787429,0.004750817651963896
OpenBMI_MI_S1_to_S2,3,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",fisher,1000.0,,False,False,,0.8166666666666668,0.422552486260732,0.004773649076620738
OpenBMI_MI_S1_to_S2,4,FT_FROZEN_EEGNET,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",none,0.0,0.0,False,False,,,,
OpenBMI_MI_S1_to_S2,4,FT_GENERIC_SELECTED,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",none,0.0,0.006412610737606883,False,False,,,,
OpenBMI_MI_S1_to_S2,4,FT_UNIFORM_L2_CONTROL,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",uniform,1000.0,0.005846942495554686,False,False,,,,
OpenBMI_MI_S1_to_S2,4,FT_RANDOM_FISHER_CONTROL,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",random_fisher,1.0,0.0066330027766525745,False,False,,,,
OpenBMI_MI_S1_to_S2,4,PERSIST_SA_FISHER_PROTECTED,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",fisher,1.0,0.006325892964377999,False,False,,,,
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",,,,False,False,0.0,0.7655555555555557,0.5023456513881683,0.0
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 1, ""lr"": 0.0, ""strategy"": ""adabn""}",,,,False,False,1.0,0.7777777777777777,0.4964287165138457,0.0
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.001, ""strategy"": ""head""}",,,,False,False,2.0,0.7788888888888889,0.44842227300008136,0.24265888333320618
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 30, ""lr"": 0.0003, ""strategy"": ""head""}",,,,False,False,3.0,0.7766666666666666,0.45470330284701455,0.20050523181756338
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,4.0,0.7677777777777777,0.49588213364283246,0.0063831076129443115
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0003, ""strategy"": ""tail""}",,,,False,False,5.0,0.77,0.471231597993109,0.015311311413016584
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,6.0,0.7733333333333332,0.48289250830809277,0.014105271341072189
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,7.0,0.7722222222222223,0.4994177569945653,0.002503287590419253
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",,,,False,False,8.0,0.8,0.45064861410193974,0.00678626535874274
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,9.0,0.7888888888888889,0.4684070265955395,0.005577318059901397
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 1e-05, ""strategy"": ""full""}",,,,False,False,10.0,0.7755555555555556,0.5123172336154513,0.0009090730842823783
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,11.0,0.7733333333333334,0.49093830916616654,0.0025675040669739246
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",,,,False,False,12.0,0.7899999999999999,0.45168808930450016,0.006893931474122737
OpenBMI_MI_S1_to_S2,4,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,13.0,0.7911111111111111,0.4667361941602495,0.005494637363072898
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",uniform,0.1,,False,False,,0.7944444444444445,0.4599318504333496,0.006847252241439289
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",uniform,1.0,,False,False,,0.7922222222222223,0.46121831900543636,0.006805631280359294
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",uniform,10.0,,False,False,,0.7933333333333334,0.4598514537016551,0.006832238752394915
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",uniform,100.0,,False,False,,0.7911111111111112,0.46017691161897445,0.006722078710380528
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",uniform,1000.0,,False,False,,0.7977777777777777,0.4562261684073342,0.0063311886559757925
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",random_fisher,0.1,,False,False,,0.7855555555555556,0.4628719919257694,0.006652817440529664
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",random_fisher,1.0,,False,False,,0.7966666666666666,0.460055078069369,0.006804838673108154
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",random_fisher,10.0,,False,False,,0.7811111111111111,0.4609417849116855,0.006930440043409665
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",random_fisher,100.0,,False,False,,0.7833333333333334,0.4612117244137658,0.006982092797342274
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",random_fisher,1000.0,,False,False,,0.7766666666666667,0.45832070377137923,0.006797265675332811
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",fisher,0.1,,False,False,,0.7933333333333334,0.45253153807587093,0.006882256052146356
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",fisher,1.0,,False,False,,0.7944444444444445,0.45742978321181404,0.007058232919209533
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",fisher,10.0,,False,False,,0.7866666666666666,0.456543419096205,0.00688076029635138
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",fisher,100.0,,False,False,,0.7833333333333333,0.46420052150885266,0.007134904619306326
OpenBMI_MI_S1_to_S2,4,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",fisher,1000.0,,False,False,,0.79,0.46796218388610417,0.006722093042400148
