benchmark,method_id,subject_id,outer_fold,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,OUTER_TEST_USED,reference_method_id,reference_BA,delta_BA
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-1,0,0.94,0.94,0.93999399939994,0.260313467978171,0.06840948601467979,0.11260718546807769,False,B_HISTORY_FUSION_LDA,0.95,-0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-11,1,0.665,0.665,0.6635786196680977,0.577851032488958,0.20301346125814035,0.12390096253715455,False,B_HISTORY_FUSION_LDA,0.7150000000000001,-0.050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-12,4,0.735,0.735,0.7346749768466372,0.46242695806184403,0.15520956683537418,0.10709771867841482,False,B_HISTORY_FUSION_LDA,0.6950000000000001,0.039999999999999925
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-13,1,0.9099999999999999,0.91,0.9097744360902256,0.32381613475374205,0.09571570048771509,0.14987827315926555,False,B_HISTORY_FUSION_LDA,0.895,0.014999999999999902
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-14,4,0.63,0.63,0.6262626262626263,0.688843402569444,0.24532831447195855,0.07049177054315806,False,B_HISTORY_FUSION_LDA,0.615,0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-16,0,0.54,0.54,0.5388471177944862,0.7526741632870181,0.2683182580843983,0.11635702036321165,False,B_HISTORY_FUSION_LDA,0.53,0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-17,4,0.85,0.85,0.8498648783905515,0.3772737725080381,0.11650386435483044,0.07565999519079925,False,B_HISTORY_FUSION_LDA,0.825,0.025000000000000022
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-18,1,0.635,0.635,0.6345523266000851,0.6193759502432848,0.2178092828584322,0.061776007115840914,False,B_HISTORY_FUSION_LDA,0.675,-0.040000000000000036
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-19,0,0.94,0.94,0.9399759903961584,0.19848258509733563,0.05194070062379946,0.07954437032341956,False,B_HISTORY_FUSION_LDA,0.94,0.0
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-2,1,0.755,0.755,0.7549938748468712,0.45857591402179565,0.15372217402318064,0.06523136547766627,False,B_HISTORY_FUSION_LDA,0.74,0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-21,0,0.87,0.87,0.8697916666666667,0.3247783418632265,0.09881669502709962,0.08967268377542496,False,B_HISTORY_FUSION_LDA,0.8500000000000001,0.019999999999999907
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-22,2,0.73,0.73,0.7293233082706767,0.5563265487853052,0.1828250084687737,0.10350417291745545,False,B_HISTORY_FUSION_LDA,0.74,-0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-23,3,0.97,0.97,0.97,0.18648675733828374,0.04081702694417121,0.12648761691312366,False,B_HISTORY_FUSION_LDA,0.965,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-24,3,0.9335542929292929,0.9333333333333333,0.9333333333333333,0.25787590056931253,0.06669513537845549,0.13946797398211233,False,B_HISTORY_FUSION_LDA,0.938604797979798,-0.005050505050505083
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-25,2,0.975,0.975,0.9749943737340903,0.05317770648362543,0.013536946572695925,0.041599903721362345,False,B_HISTORY_FUSION_LDA,0.97,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-26,2,0.6799999999999999,0.68,0.6760805749569794,0.6061816846360458,0.20513270747063536,0.11877182078547777,False,B_HISTORY_FUSION_LDA,0.6950000000000001,-0.015000000000000124
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-27,1,0.605,0.605,0.6045155315261195,0.6693626447881761,0.2385537476051504,0.07948258891701696,False,B_HISTORY_FUSION_LDA,0.625,-0.020000000000000018
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-28,0,0.73,0.73,0.7246022031823746,0.5559141001012753,0.18995193499275984,0.10249892331659796,False,B_HISTORY_FUSION_LDA,0.7150000000000001,0.014999999999999902
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-29,2,0.875,0.875,0.8746207277012964,0.39034651087337296,0.11872860993737323,0.13635308122262357,False,B_HISTORY_FUSION_LDA,0.87,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-3,0,0.865,0.865,0.8644272049408752,0.3503789407416423,0.10571821986504285,0.07575231064110995,False,B_HISTORY_FUSION_LDA,0.865,0.0
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-30,3,0.845,0.845,0.8449030644152595,0.3909757445373703,0.1183760875909795,0.10832691034403567,False,B_HISTORY_FUSION_LDA,0.8600000000000001,-0.015000000000000124
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-31,3,0.5800000000000001,0.58,0.5784825371336813,0.6708735784608908,0.2386703854394894,0.06693562415936327,False,B_HISTORY_FUSION_LDA,0.5700000000000001,0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-32,4,0.575,0.575,0.5747342088805503,0.6833236113573028,0.24063501948745333,0.10484879668802019,False,B_HISTORY_FUSION_LDA,0.6100000000000001,-0.03500000000000014
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-33,0,0.95,0.95,0.95,0.16093847371697897,0.03789695163623821,0.09017182018607854,False,B_HISTORY_FUSION_LDA,0.95,0.0
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-34,2,0.505,0.505,0.4832850544116496,0.6888302903356714,0.2487724746204192,0.08619349874556062,False,B_HISTORY_FUSION_LDA,0.52,-0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-35,2,0.935,0.935,0.934998374959374,0.16228067378902764,0.04931380585341134,0.03368310504127292,False,B_HISTORY_FUSION_LDA,0.935,0.0
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-36,1,0.985,0.985,0.9849996249906248,0.06604367326187308,0.014153748037056274,0.036842597741633655,False,B_HISTORY_FUSION_LDA,0.98,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-37,0,0.8600000000000001,0.86,0.8593106220480353,0.37116166257185385,0.11446373672728342,0.1036146355047822,False,B_HISTORY_FUSION_LDA,0.87,-0.009999999999999898
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-38,3,0.5,0.5,0.4967793880837359,0.6980941692149976,0.2528859398318335,0.08674479042447501,False,B_HISTORY_FUSION_LDA,0.515,-0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-41,3,0.845,0.845,0.8448098921178444,0.345417623499785,0.10267931768187316,0.11691884868527358,False,B_HISTORY_FUSION_LDA,0.855,-0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-42,3,0.71,0.71,0.7099709970997099,0.5453048081489608,0.18502493922519858,0.10478379020574889,False,B_HISTORY_FUSION_LDA,0.715,-0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-44,1,0.815,0.815,0.8149953748843721,0.41261513942293576,0.13365429876243953,0.09088828452862799,False,B_HISTORY_FUSION_LDA,0.8400000000000001,-0.025000000000000133
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-45,1,0.955,0.955,0.9549898727213624,0.17784398434407286,0.0473765557523225,0.06505210214294492,False,B_HISTORY_FUSION_LDA,0.94,0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-47,4,0.945,0.945,0.9449986249656241,0.2260919411927451,0.058292156499499564,0.09155738782137633,False,B_HISTORY_FUSION_LDA,0.95,-0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-48,4,0.8049999999999999,0.805,0.8049561151259033,0.40716268534069866,0.1301550924779443,0.0600265792943537,False,B_HISTORY_FUSION_LDA,0.81,-0.0050000000000001155
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-49,2,0.92,0.92,0.91999199919992,0.22196841606689857,0.061688132567866955,0.06565861073322593,False,B_HISTORY_FUSION_LDA,0.92,0.0
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-5,0,0.745,0.745,0.744993624840621,0.4589523736535861,0.15463446031807168,0.1260506921634078,False,B_HISTORY_FUSION_LDA,0.775,-0.030000000000000027
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-50,4,0.965,0.965,0.9649991249781245,0.13340155875313903,0.03109334635402897,0.06052385393530129,False,B_HISTORY_FUSION_LDA,0.955,0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-6,3,0.915,0.915,0.9149468417761101,0.2882149391517256,0.0789151287467038,0.13603986927372747,False,B_HISTORY_FUSION_LDA,0.92,-0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,sub-7,4,0.7949999999999999,0.795,0.794584032666149,0.40293430137210623,0.131567234378483,0.08079616447910667,False,B_HISTORY_FUSION_LDA,0.81,-0.015000000000000124
