benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,0,9,0.8455555555555556,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,1,8,0.8112499999999999,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,2,8,0.803125,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,3,8,0.821133207070707,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,4,8,0.8043750000000001,False,
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_FROZEN,0,9,0.826111111111111,False,-0.019444444444444473
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_FROZEN,1,8,0.4975,False,-0.31375
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_FROZEN,2,8,0.786875,False,-0.016249999999999973
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_FROZEN,3,8,0.7878985164141414,False,-0.03323469065656565
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_FROZEN,4,8,0.6112500000000001,False,-0.193125
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_TARGET_ADAPTED,0,9,0.826111111111111,False,-0.019444444444444473
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_TARGET_ADAPTED,1,8,0.795625,False,-0.015624999999999972
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_TARGET_ADAPTED,2,8,0.786875,False,-0.016249999999999973
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_TARGET_ADAPTED,3,8,0.7547798295454545,False,-0.06635337752525251
WBCIC_S1S2_to_S3_authorized_development,WBCIC_LARGE_EEGNET_TARGET_ADAPTED,4,8,0.80375,False,-0.0006250000000000006
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_FROZEN,0,9,0.8505555555555555,False,0.004999999999999943
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_FROZEN,1,8,0.8025,False,-0.00874999999999998
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_FROZEN,2,8,0.805625,False,0.002500000000000016
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_FROZEN,3,8,0.8066674558080807,False,-0.01446575126262626
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_FROZEN,4,8,0.799375,False,-0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_FROZEN,0,9,0.8411111111111111,False,-0.004444444444444485
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_FROZEN,1,8,0.8075000000000001,False,-0.0037499999999999617
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_FROZEN,2,8,0.814375,False,0.01125000000000001
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_FROZEN,3,8,0.8079955808080808,False,-0.013137626262626274
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_FROZEN,4,8,0.788125,False,-0.016250000000000014
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,0,9,0.8505555555555555,False,0.004999999999999943
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,1,8,0.8099999999999999,False,-0.0012499999999999872
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,2,8,0.805625,False,0.002500000000000016
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,3,8,0.814213226010101,False,-0.0069199810606060536
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,4,8,0.81875,False,0.014374999999999985
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,0,9,0.8411111111111111,False,-0.004444444444444485
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,1,8,0.81,False,-0.0012499999999999734
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,2,8,0.814375,False,0.01125000000000001
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,3,8,0.8092455808080808,False,-0.011887626262626266
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__WBCIC_LARGE_EEGNET_TARGET_ADAPTED,4,8,0.8150000000000001,False,0.01062500000000001
