outer_fold,best_epoch,history,refit_history,adaptation_candidates,selected_adaptation,checkpoint,OUTER_TEST_USED
0,15,"[{""epoch"": 1, ""train_loss"": 0.556499828006517, ""validation_mean_subject_BA"": 0.7537499999999999}, {""epoch"": 2, ""train_loss"": 0.46848350236691044, ""validation_mean_subject_BA"": 0.7649999999999999}, {""epoch"": 3, ""train_loss"": 0.44296607023299045, ""validation_mean_subject_BA"": 0.776875}, {""epoch"": 4, ""train_loss"": 0.42965034241018946, ""validation_mean_subject_BA"": 0.7675000000000001}, {""epoch"": 5, ""train_loss"": 0.41070543863793063, ""validation_mean_subject_BA"": 0.7875000000000001}, {""epoch"": 6, ""train_loss"": 0.4029738813396392, ""validation_mean_subject_BA"": 0.7675000000000001}, {""epoch"": 7, ""train_loss"": 0.3985355917648331, ""validation_mean_subject_BA"": 0.78125}, {""epoch"": 8, ""train_loss"": 0.39009226661569735, ""validation_mean_subject_BA"": 0.54375}, {""epoch"": 9, ""train_loss"": 0.38508693036099684, ""validation_mean_subject_BA"": 0.499375}, {""epoch"": 10, ""train_loss"": 0.3782033396246832, ""validation_mean_subject_BA"": 0.7875000000000001}, {""epoch"": 11, ""train_loss"": 0.37311313181885686, ""validation_mean_subject_BA"": 0.786875}, {""epoch"": 12, ""train_loss"": 0.36999578010745166, ""validation_mean_subject_BA"": 0.776875}, {""epoch"": 13, ""train_loss"": 0.3638327404660982, ""validation_mean_subject_BA"": 0.683125}, {""epoch"": 14, ""train_loss"": 0.3604445965429565, ""validation_mean_subject_BA"": 0.7843749999999999}, {""epoch"": 15, ""train_loss"": 0.35422689588453776, ""validation_mean_subject_BA"": 0.80375}, {""epoch"": 16, ""train_loss"": 0.3505505982163335, ""validation_mean_subject_BA"": 0.779375}, {""epoch"": 17, ""train_loss"": 0.34558897888086376, ""validation_mean_subject_BA"": 0.62625}, {""epoch"": 18, ""train_loss"": 0.3454925412681417, ""validation_mean_subject_BA"": 0.794375}, {""epoch"": 19, ""train_loss"": 0.34169708773960755, ""validation_mean_subject_BA"": 0.766875}, {""epoch"": 20, ""train_loss"": 0.3384718780665523, ""validation_mean_subject_BA"": 0.7906249999999999}, {""epoch"": 21, ""train_loss"": 0.33645580780737244, ""validation_mean_subject_BA"": 0.7875}, {""epoch"": 22, ""train_loss"": 0.33242077771456474, ""validation_mean_subject_BA"": 0.784375}, {""epoch"": 23, ""train_loss"": 0.32445160536916484, ""validation_mean_subject_BA"": 0.499375}, {""epoch"": 24, ""train_loss"": 0.325566834010058, ""validation_mean_subject_BA"": 0.706875}, {""epoch"": 25, ""train_loss"": 0.32511186682774534, ""validation_mean_subject_BA"": 0.77625}]","[{""epoch"": 1, ""train_loss"": 0.5553008579212706}, {""epoch"": 2, ""train_loss"": 0.46801565178090015}, {""epoch"": 3, ""train_loss"": 0.44206821407883434}, {""epoch"": 4, ""train_loss"": 0.4334897121066977}, {""epoch"": 5, ""train_loss"": 0.42061918037038715}, {""epoch"": 6, ""train_loss"": 0.4122790160742418}, {""epoch"": 7, ""train_loss"": 0.41100264185229424}, {""epoch"": 8, ""train_loss"": 0.40673243016630395}, {""epoch"": 9, ""train_loss"": 0.3990747821125416}, {""epoch"": 10, ""train_loss"": 0.3995684071483138}, {""epoch"": 11, ""train_loss"": 0.38796010746217174}, {""epoch"": 12, ""train_loss"": 0.390676175209066}, {""epoch"": 13, ""train_loss"": 0.3826101373097453}, {""epoch"": 14, ""train_loss"": 0.3841150174834905}, {""epoch"": 15, ""train_loss"": 0.3739158671331234}]","[{""order"": 0, ""configuration"": {""strategy"": ""frozen"", ""lr"": 0.0, ""epochs"": 0, ""augment"": false}, ""discovery_BA"": 0.80375, ""discovery_NLL"": 0.4132961593568325}, {""order"": 1, ""configuration"": {""strategy"": ""head"", ""lr"": 0.0003, ""epochs"": 24, ""augment"": false}, ""discovery_BA"": 0.79, ""discovery_NLL"": 0.4028924200683832}, {""order"": 2, ""configuration"": {""strategy"": ""tail"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.79375, ""discovery_NLL"": 0.4095739289186895}, {""order"": 3, ""configuration"": {""strategy"": ""full"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.7975, ""discovery_NLL"": 0.39117128122597933}]","{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",D:\nips-temp\TotalP\P1\CRCICLR_V6_PERSIST_SA\experiments\persist_eeg_final_model_v6\outputs\cache\WBCIC_LARGE_EEGNET_FOLD_0.pt,False
1,19,"[{""epoch"": 1, ""train_loss"": 0.5423709584147597, ""validation_mean_subject_BA"": 0.745625}, {""epoch"": 2, ""train_loss"": 0.44629033945158936, ""validation_mean_subject_BA"": 0.76}, {""epoch"": 3, ""train_loss"": 0.4258054913108097, ""validation_mean_subject_BA"": 0.766875}, {""epoch"": 4, ""train_loss"": 0.4096968704824641, ""validation_mean_subject_BA"": 0.7575000000000001}, {""epoch"": 5, ""train_loss"": 0.3969514407813867, ""validation_mean_subject_BA"": 0.79125}, {""epoch"": 6, ""train_loss"": 0.3869116079845449, ""validation_mean_subject_BA"": 0.778125}, {""epoch"": 7, ""train_loss"": 0.3809371922352016, ""validation_mean_subject_BA"": 0.759375}, {""epoch"": 8, ""train_loss"": 0.3774992225009833, ""validation_mean_subject_BA"": 0.776875}, {""epoch"": 9, ""train_loss"": 0.37129010023149633, ""validation_mean_subject_BA"": 0.78125}, {""epoch"": 10, ""train_loss"": 0.36290541726980546, ""validation_mean_subject_BA"": 0.7825}, {""epoch"": 11, ""train_loss"": 0.35802753032716894, ""validation_mean_subject_BA"": 0.7875000000000001}, {""epoch"": 12, ""train_loss"": 0.3553261435019168, ""validation_mean_subject_BA"": 0.7737499999999999}, {""epoch"": 13, ""train_loss"": 0.3528349198552053, ""validation_mean_subject_BA"": 0.790625}, {""epoch"": 14, ""train_loss"": 0.3453757565074949, ""validation_mean_subject_BA"": 0.78}, {""epoch"": 15, ""train_loss"": 0.3449734874316188, ""validation_mean_subject_BA"": 0.6743750000000001}, {""epoch"": 16, ""train_loss"": 0.3400858218444704, ""validation_mean_subject_BA"": 0.78625}, {""epoch"": 17, ""train_loss"": 0.3355889974307098, ""validation_mean_subject_BA"": 0.783125}, {""epoch"": 18, ""train_loss"": 0.33511685281832926, ""validation_mean_subject_BA"": 0.75375}, {""epoch"": 19, ""train_loss"": 0.3327098446823617, ""validation_mean_subject_BA"": 0.7975000000000001}, {""epoch"": 20, ""train_loss"": 0.32709779683401136, ""validation_mean_subject_BA"": 0.790625}, {""epoch"": 21, ""train_loss"": 0.32164364455222066, ""validation_mean_subject_BA"": 0.7693749999999999}, {""epoch"": 22, ""train_loss"": 0.3165934149776223, ""validation_mean_subject_BA"": 0.791875}, {""epoch"": 23, ""train_loss"": 0.31473801179273153, ""validation_mean_subject_BA"": 0.79}, {""epoch"": 24, ""train_loss"": 0.3077288492639393, ""validation_mean_subject_BA"": 0.7875}, {""epoch"": 25, ""train_loss"": 0.3060270925723374, ""validation_mean_subject_BA"": 0.763125}, {""epoch"": 26, ""train_loss"": 0.3035687502700211, ""validation_mean_subject_BA"": 0.79375}, {""epoch"": 27, ""train_loss"": 0.3026309344468274, ""validation_mean_subject_BA"": 0.79}, {""epoch"": 28, ""train_loss"": 0.29606515671680167, ""validation_mean_subject_BA"": 0.7775}, {""epoch"": 29, ""train_loss"": 0.2970488712016648, ""validation_mean_subject_BA"": 0.779375}]","[{""epoch"": 1, ""train_loss"": 0.5671924980164634}, {""epoch"": 2, ""train_loss"": 0.4597001887263479}, {""epoch"": 3, ""train_loss"": 0.4289653687565415}, {""epoch"": 4, ""train_loss"": 0.4140318639805701}, {""epoch"": 5, ""train_loss"": 0.4010816434350577}, {""epoch"": 6, ""train_loss"": 0.38615831687348495}, {""epoch"": 7, ""train_loss"": 0.38168154837514034}, {""epoch"": 8, ""train_loss"": 0.37340528672349005}, {""epoch"": 9, ""train_loss"": 0.36765153295954894}, {""epoch"": 10, ""train_loss"": 0.36392778147496313}, {""epoch"": 11, ""train_loss"": 0.35935982864147353}, {""epoch"": 12, ""train_loss"": 0.3521479695341187}, {""epoch"": 13, ""train_loss"": 0.354079842891955}, {""epoch"": 14, ""train_loss"": 0.3429752662254617}, {""epoch"": 15, ""train_loss"": 0.3422922283135455}, {""epoch"": 16, ""train_loss"": 0.33852928276794697}, {""epoch"": 17, ""train_loss"": 0.3365354147631899}, {""epoch"": 18, ""train_loss"": 0.3349510243886357}, {""epoch"": 19, ""train_loss"": 0.32962753400368444}]","[{""order"": 0, ""configuration"": {""strategy"": ""frozen"", ""lr"": 0.0, ""epochs"": 0, ""augment"": false}, ""discovery_BA"": 0.7975000000000001, ""discovery_NLL"": 0.41989626782014966}, {""order"": 1, ""configuration"": {""strategy"": ""head"", ""lr"": 0.0003, ""epochs"": 24, ""augment"": false}, ""discovery_BA"": 0.78375, ""discovery_NLL"": 0.39919084729626775}, {""order"": 2, ""configuration"": {""strategy"": ""tail"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.7862499999999999, ""discovery_NLL"": 0.3967307759448886}, {""order"": 3, ""configuration"": {""strategy"": ""full"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.805625, ""discovery_NLL"": 0.35671892389655113}]","{""augment"": false, ""epochs"": 8, ""lr"": 0.0001, ""strategy"": ""full""}",D:\nips-temp\TotalP\P1\CRCICLR_V6_PERSIST_SA\experiments\persist_eeg_final_model_v6\outputs\cache\WBCIC_LARGE_EEGNET_FOLD_1.pt,False
2,17,"[{""epoch"": 1, ""train_loss"": 0.5702972505019342, ""validation_mean_subject_BA"": 0.7641879734848485}, {""epoch"": 2, ""train_loss"": 0.4761139574674966, ""validation_mean_subject_BA"": 0.7679056186868687}, {""epoch"": 3, ""train_loss"": 0.45404502687450093, ""validation_mean_subject_BA"": 0.7747482638888888}, {""epoch"": 4, ""train_loss"": 0.43731560314827833, ""validation_mean_subject_BA"": 0.7828922032828283}, {""epoch"": 5, ""train_loss"": 0.42818334990759294, ""validation_mean_subject_BA"": 0.7922861426767677}, {""epoch"": 6, ""train_loss"": 0.41530306531283145, ""validation_mean_subject_BA"": 0.7885621843434343}, {""epoch"": 7, ""train_loss"": 0.4124753746050772, ""validation_mean_subject_BA"": 0.7898058712121212}, {""epoch"": 8, ""train_loss"": 0.4031891202368699, ""validation_mean_subject_BA"": 0.7753787878787879}, {""epoch"": 9, ""train_loss"": 0.4015366776012263, ""validation_mean_subject_BA"": 0.7885424558080808}, {""epoch"": 10, ""train_loss"": 0.3945101897524503, ""validation_mean_subject_BA"": 0.7810755997474748}, {""epoch"": 11, ""train_loss"": 0.390745119473419, ""validation_mean_subject_BA"": 0.7948192866161616}, {""epoch"": 12, ""train_loss"": 0.38570362602093117, ""validation_mean_subject_BA"": 0.796635101010101}, {""epoch"": 13, ""train_loss"": 0.38855355492599236, ""validation_mean_subject_BA"": 0.7892005997474747}, {""epoch"": 14, ""train_loss"": 0.38136454594080443, ""validation_mean_subject_BA"": 0.7841556186868687}, {""epoch"": 15, ""train_loss"": 0.37154708879098425, ""validation_mean_subject_BA"": 0.793588226010101}, {""epoch"": 16, ""train_loss"": 0.37667297002585526, ""validation_mean_subject_BA"": 0.7859580176767677}, {""epoch"": 17, ""train_loss"": 0.3679690350879549, ""validation_mean_subject_BA"": 0.7978464330808082}, {""epoch"": 18, ""train_loss"": 0.3652327362994638, ""validation_mean_subject_BA"": 0.786668244949495}, {""epoch"": 19, ""train_loss"": 0.3619225587624058, ""validation_mean_subject_BA"": 0.7872277462121212}, {""epoch"": 20, ""train_loss"": 0.3554670388491617, ""validation_mean_subject_BA"": 0.7935037878787878}, {""epoch"": 21, ""train_loss"": 0.3537344395442759, ""validation_mean_subject_BA"": 0.7866745580808081}, {""epoch"": 22, ""train_loss"": 0.3492992181199035, ""validation_mean_subject_BA"": 0.7866682449494949}, {""epoch"": 23, ""train_loss"": 0.3477682794314304, ""validation_mean_subject_BA"": 0.7859840593434343}, {""epoch"": 24, ""train_loss"": 0.34131165665541896, ""validation_mean_subject_BA"": 0.7797735164141413}, {""epoch"": 25, ""train_loss"": 0.3383092898529, ""validation_mean_subject_BA"": 0.7834382891414141}, {""epoch"": 26, ""train_loss"": 0.3346401672874644, ""validation_mean_subject_BA"": 0.7822672032828282}, {""epoch"": 27, ""train_loss"": 0.32570483526139826, ""validation_mean_subject_BA"": 0.7784643308080808}]","[{""epoch"": 1, ""train_loss"": 0.5511542330032987}, {""epoch"": 2, ""train_loss"": 0.45357690302228965}, {""epoch"": 3, ""train_loss"": 0.4305301830473694}, {""epoch"": 4, ""train_loss"": 0.41604473273794595}, {""epoch"": 5, ""train_loss"": 0.4084508989786273}, {""epoch"": 6, ""train_loss"": 0.4040973491984794}, {""epoch"": 7, ""train_loss"": 0.39781218675614943}, {""epoch"": 8, ""train_loss"": 0.3944905821893518}, {""epoch"": 9, ""train_loss"": 0.39142320559886357}, {""epoch"": 10, ""train_loss"": 0.38606059413912225}, {""epoch"": 11, ""train_loss"": 0.38347489301871174}, {""epoch"": 12, ""train_loss"": 0.37806424067303745}, {""epoch"": 13, ""train_loss"": 0.3721663679629444}, {""epoch"": 14, ""train_loss"": 0.3724853767438964}, {""epoch"": 15, ""train_loss"": 0.36590891050155255}, {""epoch"": 16, ""train_loss"": 0.3672757990531798}, {""epoch"": 17, ""train_loss"": 0.35980385267262316}]","[{""order"": 0, ""configuration"": {""strategy"": ""frozen"", ""lr"": 0.0, ""epochs"": 0, ""augment"": false}, ""discovery_BA"": 0.7978464330808082, ""discovery_NLL"": 0.4104382237419486}, {""order"": 1, ""configuration"": {""strategy"": ""head"", ""lr"": 0.0003, ""epochs"": 24, ""augment"": false}, ""discovery_BA"": 0.7604048295454545, ""discovery_NLL"": 0.41626644134521484}, {""order"": 2, ""configuration"": {""strategy"": ""tail"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.7528724747474748, ""discovery_NLL"": 0.4207850871607661}, {""order"": 3, ""configuration"": {""strategy"": ""full"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.7560819128787879, ""discovery_NLL"": 0.40610298700630665}]","{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",D:\nips-temp\TotalP\P1\CRCICLR_V6_PERSIST_SA\experiments\persist_eeg_final_model_v6\outputs\cache\WBCIC_LARGE_EEGNET_FOLD_2.pt,False
3,27,"[{""epoch"": 1, ""train_loss"": 0.5781686085666432, ""validation_mean_subject_BA"": 0.72875}, {""epoch"": 2, ""train_loss"": 0.4839526951567349, ""validation_mean_subject_BA"": 0.7575000000000001}, {""epoch"": 3, ""train_loss"": 0.4493426410974968, ""validation_mean_subject_BA"": 0.7637499999999999}, {""epoch"": 4, ""train_loss"": 0.432605580897226, ""validation_mean_subject_BA"": 0.774375}, {""epoch"": 5, ""train_loss"": 0.4179071122522759, ""validation_mean_subject_BA"": 0.7718750000000001}, {""epoch"": 6, ""train_loss"": 0.4061195466015941, ""validation_mean_subject_BA"": 0.778125}, {""epoch"": 7, ""train_loss"": 0.3989093950672367, ""validation_mean_subject_BA"": 0.784375}, {""epoch"": 8, ""train_loss"": 0.3876177277737629, ""validation_mean_subject_BA"": 0.78375}, {""epoch"": 9, ""train_loss"": 0.3870392410534526, ""validation_mean_subject_BA"": 0.7718750000000001}, {""epoch"": 10, ""train_loss"": 0.37841360267301155, ""validation_mean_subject_BA"": 0.774375}, {""epoch"": 11, ""train_loss"": 0.37502569326186735, ""validation_mean_subject_BA"": 0.7837500000000001}, {""epoch"": 12, ""train_loss"": 0.3735789778161203, ""validation_mean_subject_BA"": 0.78375}, {""epoch"": 13, ""train_loss"": 0.36691109765664015, ""validation_mean_subject_BA"": 0.78375}, {""epoch"": 14, ""train_loss"": 0.364972511111311, ""validation_mean_subject_BA"": 0.785625}, {""epoch"": 15, ""train_loss"": 0.3591526076152918, ""validation_mean_subject_BA"": 0.791875}, {""epoch"": 16, ""train_loss"": 0.3532551040875291, ""validation_mean_subject_BA"": 0.7875000000000001}, {""epoch"": 17, ""train_loss"": 0.34800290429550007, ""validation_mean_subject_BA"": 0.788125}, {""epoch"": 18, ""train_loss"": 0.3480118307239, ""validation_mean_subject_BA"": 0.784375}, {""epoch"": 19, ""train_loss"": 0.3462940359605981, ""validation_mean_subject_BA"": 0.790625}, {""epoch"": 20, ""train_loss"": 0.33824156422330204, ""validation_mean_subject_BA"": 0.7825}, {""epoch"": 21, ""train_loss"": 0.3390644297149787, ""validation_mean_subject_BA"": 0.790625}, {""epoch"": 22, ""train_loss"": 0.33225451457205596, ""validation_mean_subject_BA"": 0.7893749999999999}, {""epoch"": 23, ""train_loss"": 0.3304593586525891, ""validation_mean_subject_BA"": 0.7931250000000001}, {""epoch"": 24, ""train_loss"": 0.3282898173657121, ""validation_mean_subject_BA"": 0.7925}, {""epoch"": 25, ""train_loss"": 0.31922644474512896, ""validation_mean_subject_BA"": 0.765625}, {""epoch"": 26, ""train_loss"": 0.3215731768415279, ""validation_mean_subject_BA"": 0.8006249999999999}, {""epoch"": 27, ""train_loss"": 0.32326437486705084, ""validation_mean_subject_BA"": 0.805}, {""epoch"": 28, ""train_loss"": 0.3113519660281582, ""validation_mean_subject_BA"": 0.8006249999999999}, {""epoch"": 29, ""train_loss"": 0.306075562408856, ""validation_mean_subject_BA"": 0.7949999999999999}, {""epoch"": 30, ""train_loss"": 0.3033988337736065, ""validation_mean_subject_BA"": 0.759375}, {""epoch"": 31, ""train_loss"": 0.30123689161101075, ""validation_mean_subject_BA"": 0.8}, {""epoch"": 32, ""train_loss"": 0.2960268221097641, ""validation_mean_subject_BA"": 0.800625}, {""epoch"": 33, ""train_loss"": 0.28948786600215154, ""validation_mean_subject_BA"": 0.8018750000000001}, {""epoch"": 34, ""train_loss"": 0.2896891731642923, ""validation_mean_subject_BA"": 0.795}, {""epoch"": 35, ""train_loss"": 0.2870942806393252, ""validation_mean_subject_BA"": 0.799375}, {""epoch"": 36, ""train_loss"": 0.2777569813504681, ""validation_mean_subject_BA"": 0.7925}, {""epoch"": 37, ""train_loss"": 0.28198019774629796, ""validation_mean_subject_BA"": 0.775625}]","[{""epoch"": 1, ""train_loss"": 0.5653798504843472}, {""epoch"": 2, ""train_loss"": 0.46878146757645034}, {""epoch"": 3, ""train_loss"": 0.44206816688705325}, {""epoch"": 4, ""train_loss"": 0.4291625042156278}, {""epoch"": 5, ""train_loss"": 0.41847258724339237}, {""epoch"": 6, ""train_loss"": 0.41196490837920974}, {""epoch"": 7, ""train_loss"": 0.40440981005620374}, {""epoch"": 8, ""train_loss"": 0.4009254293581948}, {""epoch"": 9, ""train_loss"": 0.3984940132266019}, {""epoch"": 10, ""train_loss"": 0.3916493053297308}, {""epoch"": 11, ""train_loss"": 0.38692654175088315}, {""epoch"": 12, ""train_loss"": 0.3863533779230608}, {""epoch"": 13, ""train_loss"": 0.37812230467844493}, {""epoch"": 14, ""train_loss"": 0.37439519657379616}, {""epoch"": 15, ""train_loss"": 0.3720542066313303}, {""epoch"": 16, ""train_loss"": 0.3684043163951689}, {""epoch"": 17, ""train_loss"": 0.3614236811264944}, {""epoch"": 18, ""train_loss"": 0.36260791923291924}, {""epoch"": 19, ""train_loss"": 0.35597067011921246}, {""epoch"": 20, ""train_loss"": 0.3537845400119986}, {""epoch"": 21, ""train_loss"": 0.34868715835202885}, {""epoch"": 22, ""train_loss"": 0.3485202881281683}, {""epoch"": 23, ""train_loss"": 0.34223873188175546}, {""epoch"": 24, ""train_loss"": 0.34322269232131725}, {""epoch"": 25, ""train_loss"": 0.3404016373030814}, {""epoch"": 26, ""train_loss"": 0.33329614670857816}, {""epoch"": 27, ""train_loss"": 0.3304344999924466}]","[{""order"": 0, ""configuration"": {""strategy"": ""frozen"", ""lr"": 0.0, ""epochs"": 0, ""augment"": false}, ""discovery_BA"": 0.805, ""discovery_NLL"": 0.42058820836246014}, {""order"": 1, ""configuration"": {""strategy"": ""head"", ""lr"": 0.0003, ""epochs"": 24, ""augment"": false}, ""discovery_BA"": 0.798125, ""discovery_NLL"": 0.39121406339108944}, {""order"": 2, ""configuration"": {""strategy"": ""tail"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.80625, ""discovery_NLL"": 0.4105003550648689}, {""order"": 3, ""configuration"": {""strategy"": ""full"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.8075, ""discovery_NLL"": 0.3994566034525633}]","{""augment"": false, ""epochs"": 8, ""lr"": 0.0001, ""strategy"": ""full""}",D:\nips-temp\TotalP\P1\CRCICLR_V6_PERSIST_SA\experiments\persist_eeg_final_model_v6\outputs\cache\WBCIC_LARGE_EEGNET_FOLD_3.pt,False
4,17,"[{""epoch"": 1, ""train_loss"": 0.5550339436650342, ""validation_mean_subject_BA"": 0.7766666666666667}, {""epoch"": 2, ""train_loss"": 0.4650066809034003, ""validation_mean_subject_BA"": 0.7866666666666666}, {""epoch"": 3, ""train_loss"": 0.441949130015747, ""validation_mean_subject_BA"": 0.8055555555555555}, {""epoch"": 4, ""train_loss"": 0.4264143782897152, ""validation_mean_subject_BA"": 0.7722222222222221}, {""epoch"": 5, ""train_loss"": 0.418068804646148, ""validation_mean_subject_BA"": 0.8033333333333333}, {""epoch"": 6, ""train_loss"": 0.4076447801301054, ""validation_mean_subject_BA"": 0.8172222222222223}, {""epoch"": 7, ""train_loss"": 0.40678153197390293, ""validation_mean_subject_BA"": 0.8161111111111111}, {""epoch"": 8, ""train_loss"": 0.39898208603718466, ""validation_mean_subject_BA"": 0.8183333333333332}, {""epoch"": 9, ""train_loss"": 0.39366266056853844, ""validation_mean_subject_BA"": 0.8305555555555555}, {""epoch"": 10, ""train_loss"": 0.3884097161625676, ""validation_mean_subject_BA"": 0.7872222222222223}, {""epoch"": 11, ""train_loss"": 0.3820646765034619, ""validation_mean_subject_BA"": 0.8194444444444443}, {""epoch"": 12, ""train_loss"": 0.3812428372081218, ""validation_mean_subject_BA"": 0.8177777777777778}, {""epoch"": 13, ""train_loss"": 0.374656700587657, ""validation_mean_subject_BA"": 0.6333333333333333}, {""epoch"": 14, ""train_loss"": 0.3743751374067632, ""validation_mean_subject_BA"": 0.5772222222222223}, {""epoch"": 15, ""train_loss"": 0.36888708789657393, ""validation_mean_subject_BA"": 0.8188888888888889}, {""epoch"": 16, ""train_loss"": 0.3624030402827886, ""validation_mean_subject_BA"": 0.8155555555555556}, {""epoch"": 17, ""train_loss"": 0.36325914224298084, ""validation_mean_subject_BA"": 0.8316666666666667}, {""epoch"": 18, ""train_loss"": 0.3576673993705179, ""validation_mean_subject_BA"": 0.6966666666666667}, {""epoch"": 19, ""train_loss"": 0.35836112176199103, ""validation_mean_subject_BA"": 0.7944444444444445}, {""epoch"": 20, ""train_loss"": 0.3576140403250577, ""validation_mean_subject_BA"": 0.8116666666666666}, {""epoch"": 21, ""train_loss"": 0.34823780846039143, ""validation_mean_subject_BA"": 0.8311111111111111}, {""epoch"": 22, ""train_loss"": 0.3471632736997514, ""validation_mean_subject_BA"": 0.6627777777777778}, {""epoch"": 23, ""train_loss"": 0.3469243370008972, ""validation_mean_subject_BA"": 0.8022222222222221}, {""epoch"": 24, ""train_loss"": 0.3401567414278716, ""validation_mean_subject_BA"": 0.8183333333333334}, {""epoch"": 25, ""train_loss"": 0.34005204711177733, ""validation_mean_subject_BA"": 0.8027777777777777}, {""epoch"": 26, ""train_loss"": 0.339407354609843, ""validation_mean_subject_BA"": 0.7638888888888888}, {""epoch"": 27, ""train_loss"": 0.33304100923898683, ""validation_mean_subject_BA"": 0.8227777777777778}]","[{""epoch"": 1, ""train_loss"": 0.5304989767537159}, {""epoch"": 2, ""train_loss"": 0.4445204316196465}, {""epoch"": 3, ""train_loss"": 0.42250671296131254}, {""epoch"": 4, ""train_loss"": 0.4119007676333888}, {""epoch"": 5, ""train_loss"": 0.39857476614807147}, {""epoch"": 6, ""train_loss"": 0.3945693904195183}, {""epoch"": 7, ""train_loss"": 0.38541821211504185}, {""epoch"": 8, ""train_loss"": 0.38386158138007626}, {""epoch"": 9, ""train_loss"": 0.37936315923423275}, {""epoch"": 10, ""train_loss"": 0.37110822701415613}, {""epoch"": 11, ""train_loss"": 0.36910337436170276}, {""epoch"": 12, ""train_loss"": 0.3647887209970911}, {""epoch"": 13, ""train_loss"": 0.36279412215047047}, {""epoch"": 14, ""train_loss"": 0.35562651164125025}, {""epoch"": 15, ""train_loss"": 0.35420690726250914}, {""epoch"": 16, ""train_loss"": 0.34839632174808743}, {""epoch"": 17, ""train_loss"": 0.3499639875578514}]","[{""order"": 0, ""configuration"": {""strategy"": ""frozen"", ""lr"": 0.0, ""epochs"": 0, ""augment"": false}, ""discovery_BA"": 0.8316666666666667, ""discovery_NLL"": 0.3666532163818677}, {""order"": 1, ""configuration"": {""strategy"": ""head"", ""lr"": 0.0003, ""epochs"": 24, ""augment"": false}, ""discovery_BA"": 0.8061111111111112, ""discovery_NLL"": 0.37400635083516437}, {""order"": 2, ""configuration"": {""strategy"": ""tail"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.8216666666666667, ""discovery_NLL"": 0.3713740615381135}, {""order"": 3, ""configuration"": {""strategy"": ""full"", ""lr"": 0.0001, ""epochs"": 8, ""augment"": false}, ""discovery_BA"": 0.8394444444444444, ""discovery_NLL"": 0.34039878265725243}]","{""augment"": false, ""epochs"": 8, ""lr"": 0.0001, ""strategy"": ""full""}",D:\nips-temp\TotalP\P1\CRCICLR_V6_PERSIST_SA\experiments\persist_eeg_final_model_v6\outputs\cache\WBCIC_LARGE_EEGNET_FOLD_4.pt,False
