fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
1,0,mi,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00010865281941156466,"[-0.00046490277468893643, 0.00023633816169168573]",0.272,-0.004529173035783894,"[-0.005103931025490106, -0.0039628607707929715]",0.0,-0.0005935968137254903,-0.008034237132352942,"{'mean': -0.00010865281941156466, 'ci95': [-0.00046490277468893643, 0.00023633816169168573], 'sign_probability': 0.272, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.004529173035783894, 'ci95': [-0.005103931025490106, -0.0039628607707929715], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,1,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00033601862281534324,"[-0.0013615526975799994, 0.0006996816139507257]",0.2661,-0.009473210989180341,"[-0.01172591788429023, -0.007505875379970362]",0.0,-0.0012637867647058824,-0.014560546875000002,"{'mean': -0.00033601862281534324, 'ci95': [-0.0013615526975799994, 0.0006996816139507257], 'sign_probability': 0.2661, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.009473210989180341, 'ci95': [-0.01172591788429023, -0.007505875379970362], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0006899925502754403,"[-0.00251868832880191, 0.0011708676967019964]",0.2315,-0.010951896502841488,"[-0.012503552892431994, -0.009377478732429697]",0.0,-0.0010723039215686271,-0.016937423406862745,"{'mean': -0.0006899925502754403, 'ci95': [-0.00251868832880191, 0.0011708676967019964], 'sign_probability': 0.2315, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.010951896502841488, 'ci95': [-0.012503552892431994, -0.009377478732429697], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,3,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0029851754676235003,"[0.0008072199701056928, 0.005252716306602162]",0.9967,-0.019065220468090366,"[-0.022642691122901595, -0.015481512584400253]",0.0,-0.010474111519607844,-0.03366517310049019,"{'mean': 0.0029851754676235003, 'ci95': [0.0008072199701056928, 0.005252716306602162], 'sign_probability': 0.9967, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.019065220468090366, 'ci95': [-0.022642691122901595, -0.015481512584400253], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,4,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.045766299305106534,"[0.03067206889609515, 0.06259224068944914]",1.0,0.033981697688082624,"[0.018350323814013077, 0.051012792755907546]",1.0,-0.06876148897058823,-0.019844515931372552,"{'mean': 0.045766299305106534, 'ci95': [0.03067206889609515, 0.06259224068944914], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.033981697688082624, 'ci95': [0.018350323814013077, 0.051012792755907546], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,5,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0189835171562725,"[0.014626549429469072, 0.023394167221267248]",1.0,0.0004965106225544485,"[-0.003918927369528796, 0.004972172308489075]",0.5806,-0.043198529411764705,-0.02782207414215686,"{'mean': 0.0189835171562725, 'ci95': [0.014626549429469072, 0.023394167221267248], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.0004965106225544485, 'ci95': [-0.003918927369528796, 0.004972172308489075], 'sign_probability': 0.5806, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,6,3,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.027266733179232377,"[0.020021779679761775, 0.03513537156459116]",1.0,0.017646853826100133,"[0.00835705444217176, 0.02737362860852238]",0.9998,-0.03475413602941176,-0.01675283394607843,"{'mean': 0.027266733179232377, 'ci95': [0.020021779679761775, 0.03513537156459116], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.017646853826100133, 'ci95': [0.00835705444217176, 0.02737362860852238], 'sign_probability': 0.9998, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0003566621963719549,"[-0.0004941047208054936, 0.0012036016021568497]",0.7923,-0.002273153871254231,"[-0.0032256130220212997, -0.0013741060067533708]",0.0,0.0011297487745098038,-0.0059357766544117655,"{'mean': 0.0003566621963719549, 'ci95': [-0.0004941047208054936, 0.0012036016021568497], 'sign_probability': 0.7923, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.002273153871254231, 'ci95': [-0.0032256130220212997, -0.0013741060067533708], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,1,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0004860699961224918,"[-0.0012880306621966433, 0.0002582115432300541]",0.1007,-0.005218255163026232,"[-0.006306262061618495, -0.004174363439595535]",0.0,-0.001397824754901961,-0.010033318014705882,"{'mean': -0.0004860699961224918, 'ci95': [-0.0012880306621966433, 0.0002582115432300541], 'sign_probability': 0.1007, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.005218255163026232, 'ci95': [-0.006306262061618495, -0.004174363439595535], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.000512357139309558,"[-0.00010666540481169122, 0.001134660733495527]",0.946,-0.005199149174982016,"[-0.006190520416395154, -0.004203994757671246]",0.0,-0.0009191176470588235,-0.011888978247549017,"{'mean': 0.000512357139309558, 'ci95': [-0.00010666540481169122, 0.001134660733495527], 'sign_probability': 0.946, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.005199149174982016, 'ci95': [-0.006190520416395154, -0.004203994757671246], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,3,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0010129913942237842,"[-1.816245221502531e-05, 0.002068347182421324]",0.973,-0.010635275737825276,"[-0.012414270153806223, -0.008958427013641149]",0.0,-0.006510416666666667,-0.022556678921568627,"{'mean': 0.0010129913942237842, 'ci95': [-1.816245221502531e-05, 0.002068347182421324], 'sign_probability': 0.973, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.010635275737825276, 'ci95': [-0.012414270153806223, -0.008958427013641149], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,4,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0016944282752587277,"[0.0006095502758604449, 0.0027444442905189136]",0.999,-0.010046080660185771,"[-0.011712948466112587, -0.008363189064130173]",0.0,-0.003925398284313726,-0.02280330882352941,"{'mean': 0.0016944282752587277, 'ci95': [0.0006095502758604449, 0.0027444442905189136], 'sign_probability': 0.999, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.010046080660185771, 'ci95': [-0.011712948466112587, -0.008363189064130173], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,5,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.02614419896991923,"[0.022124100341337098, 0.030081408872778218]",1.0,0.019879935120699382,"[0.015781889140657812, 0.023969353982462267]",1.0,-0.04436657475490196,-0.012788373161764706,"{'mean': 0.02614419896991923, 'ci95': [0.022124100341337098, 0.030081408872778218], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.019879935120699382, 'ci95': [0.015781889140657812, 0.023969353982462267], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100
