epoch,loss,macro_f1,balanced_accuracy
1,1.241686995251704,0.4719141719966948,0.5071829427041463
2,1.1554713739176927,0.5201497283253482,0.5806833983409373
3,1.118230449446177,0.5463804087079362,0.5964227097272778
4,1.0648521369291564,0.4715376608613832,0.5484508692739046
5,1.0593016955180694,0.5437374169403262,0.5745235406344111
6,0.9868831248101542,0.5488585970527144,0.6002828696994724
7,1.026385289380106,0.5620215871654703,0.602658701732101
8,0.9822401409432039,0.533814944003333,0.5884005669262757
9,0.9702354184651779,0.5717285458210204,0.6026039149945629
10,0.9462604690658845,0.6044080151199458,0.633346947577053
11,0.9235740948026463,0.5849550054260921,0.6158358904502226
12,0.9602273121728735,0.598854371636017,0.6255914175892945
