task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_ERP,4,S1,PCA_POSITIVE_ONLY_ROUTING,0.18115898966789246,0.154561385512352,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,SHUFFLED_UTILITY_ROUTING,0.1647971272468567,0.14113947749137878,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,PCA_SIGNED_UTILITY_ROUTING,0.18115898966789246,0.154561385512352,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,RANDOM_BASIS_0,0.018358545377850533,0.01476125419139862,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,RANDOM_BASIS_1,0.0157766155898571,0.012782522477209568,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,RANDOM_BASIS_2,0.017354357987642288,0.014028656296432018,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,RANDOM_BASIS_3,0.017677074298262596,0.014407283626496792,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S1,RANDOM_BASIS_4,0.019169876351952553,0.01569654606282711,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,PCA_POSITIVE_ONLY_ROUTING,0.18027907609939575,0.15547120571136475,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,SHUFFLED_UTILITY_ROUTING,0.16652381420135498,0.1429014503955841,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,PCA_SIGNED_UTILITY_ROUTING,0.18027907609939575,0.15547120571136475,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,RANDOM_BASIS_0,0.017497971653938293,0.014391820877790451,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,RANDOM_BASIS_1,0.015376814641058445,0.012489965185523033,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,RANDOM_BASIS_2,0.017077405005693436,0.013746293261647224,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,RANDOM_BASIS_3,0.017525924369692802,0.01432332769036293,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,4,S2,RANDOM_BASIS_4,0.018603965640068054,0.015477624721825123,3.814697265625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
