fold,subject,method,draw,Frozen_BA,BA,delta_BA_vs_Frozen,delta_BA_vs_Generic
0.0,sub-21,PCAGuard,0,0.5700000000000001,0.7949999999999999,0.22499999999999987,-1.1102230246251565e-16
0.0,sub-21,PERSISTGuard,0,0.5700000000000001,0.8,0.22999999999999998,0.0050000000000000044
0.0,sub-21,PersistenceGuard,0,0.5700000000000001,0.7949999999999999,0.22499999999999987,-1.1102230246251565e-16
0.0,sub-21,RandomGuard,mean,0.5700000000000001,0.7966666666666667,0.2266666666666666,0.0016666666666667052
0.0,sub-28,Frozen,0,0.525,0.525,0.0,-0.15000000000000002
0.0,sub-28,Generic,0,0.525,0.675,0.15000000000000002,0.0
0.0,sub-28,IdentityGuard,0,0.525,0.68,0.15500000000000003,0.0050000000000000044
0.0,sub-28,PCAGuard,0,0.525,0.675,0.15000000000000002,0.0
0.0,sub-28,PERSISTGuard,0,0.525,0.685,0.16000000000000003,0.010000000000000009
0.0,sub-28,PersistenceGuard,0,0.525,0.6699999999999999,0.1449999999999999,-0.0050000000000001155
0.0,sub-28,RandomGuard,mean,0.525,0.6783333333333333,0.1533333333333333,0.0033333333333332993
0.0,sub-3,Frozen,0,0.595,0.595,0.0,-0.14500000000000002
0.0,sub-3,Generic,0,0.595,0.74,0.14500000000000002,0.0
0.0,sub-3,IdentityGuard,0,0.595,0.745,0.15000000000000002,0.0050000000000000044
0.0,sub-3,PCAGuard,0,0.595,0.755,0.16000000000000003,0.015000000000000013
0.0,sub-3,PERSISTGuard,0,0.595,0.755,0.16000000000000003,0.015000000000000013
0.0,sub-3,PersistenceGuard,0,0.595,0.75,0.15500000000000003,0.010000000000000009
0.0,sub-3,RandomGuard,mean,0.595,0.7433333333333333,0.14833333333333334,0.0033333333333332993
0.0,sub-33,Frozen,0,0.6799999999999999,0.6799999999999999,0.0,-0.2550000000000001
0.0,sub-33,Generic,0,0.6799999999999999,0.935,0.2550000000000001,0.0
0.0,sub-33,IdentityGuard,0,0.6799999999999999,0.935,0.2550000000000001,0.0
0.0,sub-33,PCAGuard,0,0.6799999999999999,0.925,0.2450000000000001,-0.010000000000000009
0.0,sub-33,PERSISTGuard,0,0.6799999999999999,0.9299999999999999,0.25,-0.0050000000000001155
0.0,sub-33,PersistenceGuard,0,0.6799999999999999,0.94,0.26,0.004999999999999893
0.0,sub-33,RandomGuard,mean,0.68,0.9349999999999999,0.25500000000000006,-1.1102230246251565e-16
0.0,sub-37,Frozen,0,0.605,0.605,0.0,-0.26
0.0,sub-37,Generic,0,0.605,0.865,0.26,0.0
0.0,sub-37,IdentityGuard,0,0.605,0.875,0.27,0.010000000000000009
0.0,sub-37,PCAGuard,0,0.605,0.875,0.27,0.010000000000000009
0.0,sub-37,PERSISTGuard,0,0.605,0.875,0.27,0.010000000000000009
0.0,sub-37,PersistenceGuard,0,0.605,0.88,0.275,0.015000000000000013
0.0,sub-37,RandomGuard,mean,0.605,0.8733333333333334,0.26833333333333337,0.008333333333333415
0.0,sub-5,Frozen,0,0.635,0.635,0.0,-0.09499999999999997
0.0,sub-5,Generic,0,0.635,0.73,0.09499999999999997,0.0
0.0,sub-5,IdentityGuard,0,0.635,0.705,0.06999999999999995,-0.025000000000000022
0.0,sub-5,PCAGuard,0,0.635,0.715,0.07999999999999996,-0.015000000000000013
0.0,sub-5,PERSISTGuard,0,0.635,0.72,0.08499999999999996,-0.010000000000000009
0.0,sub-5,PersistenceGuard,0,0.635,0.71,0.07499999999999996,-0.020000000000000018
0.0,sub-5,RandomGuard,mean,0.635,0.7233333333333333,0.0883333333333333,-0.00666666666666671
1.0,sub-11,Frozen,0,0.645,0.645,0.0,-0.09999999999999998
1.0,sub-11,Generic,0,0.645,0.745,0.09999999999999998,0.0
1.0,sub-11,IdentityGuard,0,0.645,0.74,0.09499999999999997,-0.0050000000000000044
1.0,sub-11,PCAGuard,0,0.645,0.74,0.09499999999999997,-0.0050000000000000044
1.0,sub-11,PERSISTGuard,0,0.645,0.745,0.09999999999999998,0.0
1.0,sub-11,PersistenceGuard,0,0.645,0.74,0.09499999999999997,-0.0050000000000000044
1.0,sub-11,RandomGuard,mean,0.645,0.745,0.09999999999999998,0.0
1.0,sub-13,Frozen,0,0.64,0.64,0.0,-0.18000000000000005
1.0,sub-13,Generic,0,0.64,0.8200000000000001,0.18000000000000005,0.0
1.0,sub-13,IdentityGuard,0,0.64,0.825,0.18499999999999994,0.004999999999999893
1.0,sub-13,PCAGuard,0,0.64,0.825,0.18499999999999994,0.004999999999999893
1.0,sub-13,PERSISTGuard,0,0.64,0.825,0.18499999999999994,0.004999999999999893
1.0,sub-13,PersistenceGuard,0,0.64,0.815,0.17499999999999993,-0.0050000000000001155
1.0,sub-13,RandomGuard,mean,0.64,0.8116666666666666,0.17166666666666666,-0.008333333333333415
1.0,sub-18,Frozen,0,0.545,0.545,0.0,-0.08999999999999997
1.0,sub-18,Generic,0,0.545,0.635,0.08999999999999997,0.0
1.0,sub-18,IdentityGuard,0,0.545,0.64,0.09499999999999997,0.0050000000000000044
1.0,sub-18,PCAGuard,0,0.545,0.65,0.10499999999999998,0.015000000000000013
1.0,sub-18,PERSISTGuard,0,0.545,0.64,0.09499999999999997,0.0050000000000000044
1.0,sub-18,PersistenceGuard,0,0.545,0.63,0.08499999999999996,-0.0050000000000000044
1.0,sub-18,RandomGuard,mean,0.545,0.6316666666666667,0.08666666666666663,-0.0033333333333332993
1.0,sub-2,Frozen,0,0.62,0.62,0.0,-0.16000000000000003
1.0,sub-2,Generic,0,0.62,0.78,0.16000000000000003,0.0
1.0,sub-2,IdentityGuard,0,0.62,0.785,0.16500000000000004,0.0050000000000000044
1.0,sub-2,PCAGuard,0,0.62,0.79,0.17000000000000004,0.010000000000000009
1.0,sub-2,PERSISTGuard,0,0.62,0.785,0.16500000000000004,0.0050000000000000044
1.0,sub-2,PersistenceGuard,0,0.62,0.78,0.16000000000000003,0.0
1.0,sub-2,RandomGuard,mean,0.62,0.7766666666666667,0.1566666666666667,-0.0033333333333332993
1.0,sub-27,Frozen,0,0.51,0.51,0.0,-0.11499999999999999
1.0,sub-27,Generic,0,0.51,0.625,0.11499999999999999,0.0
1.0,sub-27,IdentityGuard,0,0.51,0.615,0.10499999999999998,-0.010000000000000009
1.0,sub-27,PCAGuard,0,0.51,0.605,0.09499999999999997,-0.020000000000000018
1.0,sub-27,PERSISTGuard,0,0.51,0.62,0.10999999999999999,-0.0050000000000000044
1.0,sub-27,PersistenceGuard,0,0.51,0.625,0.11499999999999999,0.0
1.0,sub-27,RandomGuard,mean,0.51,0.62,0.10999999999999999,-0.0050000000000000044
1.0,sub-36,Frozen,0,0.87,0.87,0.0,-0.09999999999999998
1.0,sub-36,Generic,0,0.87,0.97,0.09999999999999998,0.0
1.0,sub-36,IdentityGuard,0,0.87,0.97,0.09999999999999998,0.0
1.0,sub-36,PCAGuard,0,0.87,0.97,0.09999999999999998,0.0
1.0,sub-36,PERSISTGuard,0,0.87,0.97,0.09999999999999998,0.0
1.0,sub-36,PersistenceGuard,0,0.87,0.965,0.09499999999999997,-0.0050000000000000044
1.0,sub-36,RandomGuard,mean,0.87,0.9716666666666667,0.10166666666666664,0.0016666666666667052
1.0,sub-44,Frozen,0,0.6799999999999999,0.6799999999999999,0.0,-0.1100000000000001
1.0,sub-44,Generic,0,0.6799999999999999,0.79,0.1100000000000001,0.0
1.0,sub-44,IdentityGuard,0,0.6799999999999999,0.79,0.1100000000000001,0.0
1.0,sub-44,PCAGuard,0,0.6799999999999999,0.79,0.1100000000000001,0.0
1.0,sub-44,PERSISTGuard,0,0.6799999999999999,0.79,0.1100000000000001,0.0
1.0,sub-44,PersistenceGuard,0,0.6799999999999999,0.79,0.1100000000000001,0.0
1.0,sub-44,RandomGuard,mean,0.68,0.7866666666666666,0.10666666666666669,-0.0033333333333334103
1.0,sub-45,Frozen,0,0.81,0.81,0.0,-0.11499999999999999
1.0,sub-45,Generic,0,0.81,0.925,0.11499999999999999,0.0
1.0,sub-45,IdentityGuard,0,0.81,0.9199999999999999,0.10999999999999988,-0.0050000000000001155
1.0,sub-45,PCAGuard,0,0.81,0.925,0.11499999999999999,0.0
1.0,sub-45,PERSISTGuard,0,0.81,0.9199999999999999,0.10999999999999988,-0.0050000000000001155
1.0,sub-45,PersistenceGuard,0,0.81,0.9199999999999999,0.10999999999999988,-0.0050000000000001155
1.0,sub-45,RandomGuard,mean,0.81,0.9233333333333333,0.11333333333333329,-0.0016666666666667052
2.0,sub-22,Frozen,0,0.65,0.65,0.0,-0.009999999999999898
2.0,sub-22,Generic,0,0.65,0.6599999999999999,0.009999999999999898,0.0
2.0,sub-22,IdentityGuard,0,0.65,0.665,0.015000000000000013,0.0050000000000001155
2.0,sub-22,PCAGuard,0,0.65,0.6699999999999999,0.019999999999999907,0.010000000000000009
2.0,sub-22,PERSISTGuard,0,0.65,0.6699999999999999,0.019999999999999907,0.010000000000000009
2.0,sub-22,PersistenceGuard,0,0.65,0.6699999999999999,0.019999999999999907,0.010000000000000009
2.0,sub-22,RandomGuard,mean,0.65,0.6633333333333333,0.013333333333333308,0.0033333333333334103
2.0,sub-25,Frozen,0,0.975,0.975,0.0,0.0
2.0,sub-25,Generic,0,0.975,0.975,0.0,0.0
2.0,sub-25,IdentityGuard,0,0.975,0.975,0.0,0.0
2.0,sub-25,PCAGuard,0,0.975,0.975,0.0,0.0
2.0,sub-25,PERSISTGuard,0,0.975,0.98,0.0050000000000000044,0.0050000000000000044
2.0,sub-25,PersistenceGuard,0,0.975,0.98,0.0050000000000000044,0.0050000000000000044
2.0,sub-25,RandomGuard,mean,0.975,0.9766666666666667,0.001666666666666668,0.0016666666666667052
2.0,sub-26,Frozen,0,0.665,0.665,0.0,0.010000000000000009
2.0,sub-26,Generic,0,0.665,0.655,-0.010000000000000009,0.0
2.0,sub-26,IdentityGuard,0,0.665,0.6599999999999999,-0.0050000000000001155,0.004999999999999893
2.0,sub-26,PCAGuard,0,0.665,0.6699999999999999,0.004999999999999893,0.014999999999999902
2.0,sub-26,PERSISTGuard,0,0.665,0.655,-0.010000000000000009,0.0
2.0,sub-26,PersistenceGuard,0,0.665,0.655,-0.010000000000000009,0.0
2.0,sub-26,RandomGuard,mean,0.665,0.6516666666666667,-0.013333333333333345,-0.0033333333333332993
2.0,sub-29,Frozen,0,0.715,0.715,0.0,-0.020000000000000018
2.0,sub-29,Generic,0,0.715,0.735,0.020000000000000018,0.0
2.0,sub-29,IdentityGuard,0,0.715,0.74,0.025000000000000022,0.0050000000000000044
2.0,sub-29,PCAGuard,0,0.715,0.745,0.030000000000000027,0.010000000000000009
2.0,sub-29,PERSISTGuard,0,0.715,0.74,0.025000000000000022,0.0050000000000000044
2.0,sub-29,PersistenceGuard,0,0.715,0.735,0.020000000000000018,0.0
2.0,sub-29,RandomGuard,mean,0.715,0.7416666666666667,0.02666666666666669,0.00666666666666671
2.0,sub-34,Frozen,0,0.56,0.56,0.0,0.010000000000000009
2.0,sub-34,Generic,0,0.56,0.55,-0.010000000000000009,0.0
2.0,sub-34,IdentityGuard,0,0.56,0.5549999999999999,-0.0050000000000001155,0.004999999999999893
2.0,sub-34,PCAGuard,0,0.56,0.5549999999999999,-0.0050000000000001155,0.004999999999999893
2.0,sub-34,PERSISTGuard,0,0.56,0.55,-0.010000000000000009,0.0
2.0,sub-34,PersistenceGuard,0,0.56,0.545,-0.015000000000000013,-0.0050000000000000044
2.0,sub-34,RandomGuard,mean,0.56,0.5516666666666666,-0.00833333333333334,0.0016666666666665941
2.0,sub-35,Frozen,0,0.915,0.915,0.0,-0.020000000000000018
2.0,sub-35,Generic,0,0.915,0.935,0.020000000000000018,0.0
2.0,sub-35,IdentityGuard,0,0.915,0.92,0.0050000000000000044,-0.015000000000000013
2.0,sub-35,PCAGuard,0,0.915,0.915,0.0,-0.020000000000000018
2.0,sub-35,PERSISTGuard,0,0.915,0.925,0.010000000000000009,-0.010000000000000009
2.0,sub-35,PersistenceGuard,0,0.915,0.925,0.010000000000000009,-0.010000000000000009
2.0,sub-35,RandomGuard,mean,0.915,0.9233333333333335,0.00833333333333334,-0.011666666666666603
2.0,sub-49,Frozen,0,0.915,0.915,0.0,-0.015000000000000013
2.0,sub-49,Generic,0,0.915,0.93,0.015000000000000013,0.0
2.0,sub-49,IdentityGuard,0,0.915,0.935,0.020000000000000018,0.0050000000000000044
2.0,sub-49,PCAGuard,0,0.915,0.93,0.015000000000000013,0.0
2.0,sub-49,PERSISTGuard,0,0.915,0.935,0.020000000000000018,0.0050000000000000044
2.0,sub-49,PersistenceGuard,0,0.915,0.935,0.020000000000000018,0.0050000000000000044
2.0,sub-49,RandomGuard,mean,0.915,0.9333333333333335,0.01833333333333335,0.0033333333333334103
2.0,sub-9,Frozen,0,0.595,0.595,0.0,-0.025000000000000022
2.0,sub-9,Generic,0,0.595,0.62,0.025000000000000022,0.0
2.0,sub-9,IdentityGuard,0,0.595,0.625,0.030000000000000027,0.0050000000000000044
2.0,sub-9,PCAGuard,0,0.595,0.635,0.040000000000000036,0.015000000000000013
2.0,sub-9,PERSISTGuard,0,0.595,0.635,0.040000000000000036,0.015000000000000013
2.0,sub-9,PersistenceGuard,0,0.595,0.62,0.025000000000000022,0.0
2.0,sub-9,RandomGuard,mean,0.595,0.6333333333333333,0.038333333333333365,0.013333333333333308
3.0,sub-23,Frozen,0,0.9450000000000001,0.9450000000000001,0.0,0.0050000000000001155
3.0,sub-23,Generic,0,0.9450000000000001,0.94,-0.0050000000000001155,0.0
3.0,sub-23,IdentityGuard,0,0.9450000000000001,0.94,-0.0050000000000001155,0.0
3.0,sub-23,PCAGuard,0,0.9450000000000001,0.94,-0.0050000000000001155,0.0
3.0,sub-23,PERSISTGuard,0,0.9450000000000001,0.94,-0.0050000000000001155,0.0
3.0,sub-23,PersistenceGuard,0,0.9450000000000001,0.94,-0.0050000000000001155,0.0
3.0,sub-23,RandomGuard,mean,0.945,0.94,-0.0050000000000001155,0.0
3.0,sub-24,Frozen,0,0.9075126262626263,0.9075126262626263,0.0,-0.00015782828282828731
3.0,sub-24,Generic,0,0.9075126262626263,0.9076704545454546,0.00015782828282828731,0.0
3.0,sub-24,IdentityGuard,0,0.9075126262626263,0.9026199494949495,-0.004892676767676796,-0.005050505050505083
3.0,sub-24,PCAGuard,0,0.9075126262626263,0.9024621212121212,-0.005050505050505083,-0.00520833333333337
3.0,sub-24,PERSISTGuard,0,0.9075126262626263,0.9026199494949495,-0.004892676767676796,-0.005050505050505083
3.0,sub-24,PersistenceGuard,0,0.9075126262626263,0.9026199494949495,-0.004892676767676796,-0.005050505050505083
3.0,sub-24,RandomGuard,mean,0.9075126262626263,0.9043034511784511,-0.0032091750841751012,-0.0033670033670034627
3.0,sub-30,Frozen,0,0.845,0.845,0.0,-0.025000000000000022
3.0,sub-30,Generic,0,0.845,0.87,0.025000000000000022,0.0
3.0,sub-30,IdentityGuard,0,0.845,0.865,0.020000000000000018,-0.0050000000000000044
3.0,sub-30,PCAGuard,0,0.845,0.865,0.020000000000000018,-0.0050000000000000044
3.0,sub-30,PERSISTGuard,0,0.845,0.87,0.025000000000000022,0.0
3.0,sub-30,PersistenceGuard,0,0.845,0.87,0.025000000000000022,0.0
3.0,sub-30,RandomGuard,mean,0.8450000000000001,0.8733333333333334,0.02833333333333336,0.0033333333333334103
3.0,sub-31,Frozen,0,0.5650000000000001,0.5650000000000001,0.0,-0.009999999999999898
3.0,sub-31,Generic,0,0.5650000000000001,0.575,0.009999999999999898,0.0
3.0,sub-31,IdentityGuard,0,0.5650000000000001,0.5700000000000001,0.0050000000000000044,-0.004999999999999893
3.0,sub-31,PCAGuard,0,0.5650000000000001,0.5700000000000001,0.0050000000000000044,-0.004999999999999893
3.0,sub-31,PERSISTGuard,0,0.5650000000000001,0.5700000000000001,0.0050000000000000044,-0.004999999999999893
3.0,sub-31,PersistenceGuard,0,0.5650000000000001,0.585,0.019999999999999907,0.010000000000000009
3.0,sub-31,RandomGuard,mean,0.5650000000000001,0.5783333333333334,0.013333333333333308,0.0033333333333334103
3.0,sub-38,Frozen,0,0.54,0.54,0.0,0.010000000000000009
3.0,sub-38,Generic,0,0.54,0.53,-0.010000000000000009,0.0
3.0,sub-38,IdentityGuard,0,0.54,0.54,0.0,0.010000000000000009
3.0,sub-38,PCAGuard,0,0.54,0.54,0.0,0.010000000000000009
3.0,sub-38,PERSISTGuard,0,0.54,0.535,-0.0050000000000000044,0.0050000000000000044
3.0,sub-38,PersistenceGuard,0,0.54,0.535,-0.0050000000000000044,0.0050000000000000044
3.0,sub-38,RandomGuard,mean,0.54,0.535,-0.0050000000000000044,0.0050000000000000044
3.0,sub-41,Frozen,0,0.79,0.79,0.0,-0.010000000000000009
3.0,sub-41,Generic,0,0.79,0.8,0.010000000000000009,0.0
3.0,sub-41,IdentityGuard,0,0.79,0.7949999999999999,0.004999999999999893,-0.0050000000000001155
3.0,sub-41,PCAGuard,0,0.79,0.79,0.0,-0.010000000000000009
3.0,sub-41,PERSISTGuard,0,0.79,0.7949999999999999,0.004999999999999893,-0.0050000000000001155
3.0,sub-41,PersistenceGuard,0,0.79,0.7949999999999999,0.004999999999999893,-0.0050000000000001155
3.0,sub-41,RandomGuard,mean,0.79,0.7983333333333332,0.00833333333333323,-0.0016666666666668162
3.0,sub-42,Frozen,0,0.655,0.655,0.0,0.0
3.0,sub-42,Generic,0,0.655,0.655,0.0,0.0
3.0,sub-42,IdentityGuard,0,0.655,0.655,0.0,0.0
3.0,sub-42,PCAGuard,0,0.655,0.6599999999999999,0.004999999999999893,0.004999999999999893
3.0,sub-42,PERSISTGuard,0,0.655,0.65,-0.0050000000000000044,-0.0050000000000000044
3.0,sub-42,PersistenceGuard,0,0.655,0.655,0.0,0.0
3.0,sub-42,RandomGuard,mean,0.655,0.6566666666666667,0.001666666666666668,0.0016666666666667052
3.0,sub-6,Frozen,0,0.895,0.895,0.0,0.0
3.0,sub-6,Generic,0,0.895,0.895,0.0,0.0
3.0,sub-6,IdentityGuard,0,0.895,0.8999999999999999,0.004999999999999893,0.004999999999999893
3.0,sub-6,PCAGuard,0,0.895,0.8999999999999999,0.004999999999999893,0.004999999999999893
3.0,sub-6,PERSISTGuard,0,0.895,0.8999999999999999,0.004999999999999893,0.004999999999999893
3.0,sub-6,PersistenceGuard,0,0.895,0.8999999999999999,0.004999999999999893,0.004999999999999893
3.0,sub-6,RandomGuard,mean,0.895,0.9033333333333333,0.008333333333333304,0.008333333333333304
4.0,sub-12,Frozen,0,0.6950000000000001,0.6950000000000001,0.0,-0.02499999999999991
4.0,sub-12,Generic,0,0.6950000000000001,0.72,0.02499999999999991,0.0
4.0,sub-12,IdentityGuard,0,0.6950000000000001,0.72,0.02499999999999991,0.0
4.0,sub-12,PCAGuard,0,0.6950000000000001,0.7250000000000001,0.030000000000000027,0.0050000000000001155
4.0,sub-12,PERSISTGuard,0,0.6950000000000001,0.7250000000000001,0.030000000000000027,0.0050000000000001155
4.0,sub-12,PersistenceGuard,0,0.6950000000000001,0.7050000000000001,0.010000000000000009,-0.014999999999999902
4.0,sub-12,RandomGuard,mean,0.695,0.7083333333333334,0.013333333333333272,-0.011666666666666603
4.0,sub-14,Frozen,0,0.5800000000000001,0.5800000000000001,0.0,-0.019999999999999907
4.0,sub-14,Generic,0,0.5800000000000001,0.6,0.019999999999999907,0.0
4.0,sub-14,IdentityGuard,0,0.5800000000000001,0.605,0.02499999999999991,0.0050000000000000044
4.0,sub-14,PCAGuard,0,0.5800000000000001,0.62,0.039999999999999925,0.020000000000000018
4.0,sub-14,PERSISTGuard,0,0.5800000000000001,0.61,0.029999999999999916,0.010000000000000009
4.0,sub-14,PersistenceGuard,0,0.5800000000000001,0.6,0.019999999999999907,0.0
4.0,sub-14,RandomGuard,mean,0.5800000000000001,0.5916666666666667,0.011666666666666567,-0.008333333333333304
4.0,sub-17,Frozen,0,0.8,0.8,0.0,0.010000000000000009
4.0,sub-17,Generic,0,0.8,0.79,-0.010000000000000009,0.0
4.0,sub-17,IdentityGuard,0,0.8,0.7949999999999999,-0.0050000000000001155,0.004999999999999893
4.0,sub-17,PCAGuard,0,0.8,0.79,-0.010000000000000009,0.0
4.0,sub-17,PERSISTGuard,0,0.8,0.8,0.0,0.010000000000000009
4.0,sub-17,PersistenceGuard,0,0.8,0.79,-0.010000000000000009,0.0
4.0,sub-17,RandomGuard,mean,0.8000000000000002,0.79,-0.010000000000000045,0.0
4.0,sub-32,Frozen,0,0.56,0.56,0.0,-0.010000000000000009
4.0,sub-32,Generic,0,0.56,0.5700000000000001,0.010000000000000009,0.0
4.0,sub-32,IdentityGuard,0,0.56,0.565,0.004999999999999893,-0.0050000000000001155
4.0,sub-32,PCAGuard,0,0.56,0.565,0.004999999999999893,-0.0050000000000001155
4.0,sub-32,PERSISTGuard,0,0.56,0.565,0.004999999999999893,-0.0050000000000001155
4.0,sub-32,PersistenceGuard,0,0.56,0.5700000000000001,0.010000000000000009,0.0
4.0,sub-32,RandomGuard,mean,0.56,0.5716666666666667,0.01166666666666664,0.0016666666666665941
4.0,sub-47,Frozen,0,0.905,0.905,0.0,-0.014999999999999902
4.0,sub-47,Generic,0,0.905,0.9199999999999999,0.014999999999999902,0.0
4.0,sub-47,IdentityGuard,0,0.905,0.915,0.010000000000000009,-0.004999999999999893
4.0,sub-47,PCAGuard,0,0.905,0.915,0.010000000000000009,-0.004999999999999893
4.0,sub-47,PERSISTGuard,0,0.905,0.9199999999999999,0.014999999999999902,0.0
4.0,sub-47,PersistenceGuard,0,0.905,0.9299999999999999,0.02499999999999991,0.010000000000000009
4.0,sub-47,RandomGuard,mean,0.9049999999999999,0.9233333333333332,0.018333333333333274,0.0033333333333332993
4.0,sub-48,Frozen,0,0.73,0.73,0.0,-0.020000000000000018
4.0,sub-48,Generic,0,0.73,0.75,0.020000000000000018,0.0
4.0,sub-48,IdentityGuard,0,0.73,0.75,0.020000000000000018,0.0
4.0,sub-48,PCAGuard,0,0.73,0.745,0.015000000000000013,-0.0050000000000000044
4.0,sub-48,PERSISTGuard,0,0.73,0.755,0.025000000000000022,0.0050000000000000044
4.0,sub-48,PersistenceGuard,0,0.73,0.755,0.025000000000000022,0.0050000000000000044
4.0,sub-48,RandomGuard,mean,0.73,0.7533333333333333,0.023333333333333355,0.0033333333333332993
4.0,sub-50,Frozen,0,0.9099999999999999,0.9099999999999999,0.0,-0.015000000000000124
4.0,sub-50,Generic,0,0.9099999999999999,0.925,0.015000000000000124,0.0
4.0,sub-50,IdentityGuard,0,0.9099999999999999,0.9299999999999999,0.020000000000000018,0.004999999999999893
4.0,sub-50,PCAGuard,0,0.9099999999999999,0.925,0.015000000000000124,0.0
4.0,sub-50,PERSISTGuard,0,0.9099999999999999,0.925,0.015000000000000124,0.0
4.0,sub-50,PersistenceGuard,0,0.9099999999999999,0.9199999999999999,0.010000000000000009,-0.0050000000000001155
4.0,sub-50,RandomGuard,mean,0.9099999999999998,0.9249999999999999,0.01500000000000005,-1.1102230246251565e-16
4.0,sub-7,Frozen,0,0.7949999999999999,0.7949999999999999,0.0,0.010000000000000009
4.0,sub-7,Generic,0,0.7949999999999999,0.7849999999999999,-0.010000000000000009,0.0
4.0,sub-7,IdentityGuard,0,0.7949999999999999,0.77,-0.02499999999999991,-0.014999999999999902
4.0,sub-7,PCAGuard,0,0.7949999999999999,0.77,-0.02499999999999991,-0.014999999999999902
4.0,sub-7,PERSISTGuard,0,0.7949999999999999,0.7649999999999999,-0.030000000000000027,-0.020000000000000018
4.0,sub-7,PersistenceGuard,0,0.7949999999999999,0.77,-0.02499999999999991,-0.014999999999999902
4.0,sub-7,RandomGuard,mean,0.7949999999999999,0.7716666666666665,-0.023333333333333355,-0.01333333333333342
