scope,task,dataset,fold,seed,subject_id,model,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,12,B0,0.7,0.6875,0.7,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,12,W0R0,0.7,0.6899545266639107,0.7,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,13,B0,0.6799999999999999,0.6794871794871795,0.68,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,13,W0R0,0.71,0.7076318177235609,0.71,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,17,B0,0.65,0.6457131288591963,0.65,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,17,W0R0,0.6599999999999999,0.6594551282051282,0.66,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,18,B0,0.6399999999999999,0.6386993175431553,0.64,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,18,W0R0,0.67,0.6643271284711627,0.67,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,24,B0,0.55,0.5248653785239151,0.55,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,24,W0R0,0.5800000000000001,0.525101763907734,0.58,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,25,B0,0.96,0.9599358974358975,0.96,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,25,W0R0,0.99,0.9899989998999901,0.99,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,29,B0,0.65,0.64996499649965,0.65,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,29,W0R0,0.6699999999999999,0.6683750376846548,0.67,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,36,B0,0.9099999999999999,0.9097744360902256,0.91,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,36,W0R0,0.9299999999999999,0.9299369432489241,0.93,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,37,B0,0.72,0.7126436781609196,0.72,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,37,W0R0,0.79,0.7894736842105263,0.79,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,39,B0,0.76,0.7596153846153846,0.76,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,39,W0R0,0.73,0.7286704853783539,0.73,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,4,B0,0.8,0.797077922077922,0.8,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,4,W0R0,0.8400000000000001,0.8389694041867954,0.84,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,42,B0,0.69,0.6892230576441103,0.69,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,42,W0R0,0.7,0.6921182266009853,0.7,100,ae6d6893ed491843a16b0a99e5d78ec7b4b2b10d4fd5d30f649d4663914bf721,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,OpenBMI,0,0,51,B0,0.7,0.6921182266009853,0.7,100,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
