task,fold,target_direction,source_direction,target_r,source_r,basis_sha256,derangement
OpenBMI_MI,0,0,9,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,1,10,1.0644999742507935,1.0644999742507935,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,2,5,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,3,2,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,4,13,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,5,11,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,6,12,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,7,3,1.0540943145751953,1.0540943145751953,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,8,6,1.2667800188064575,1.2667800188064575,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,9,7,1.0955065488815308,1.0955065488815308,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,10,15,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,11,8,1.5,1.5,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,12,14,1.0,1.0,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,13,0,0.9557911157608032,0.9557911157608032,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,14,1,1.157557725906372,1.157557725906372,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,0,15,4,1.0408939123153687,1.0408939123153687,952923267f11d83444e313d85eb1c840ac34e65efb516e8dac7478edd7423091,True
OpenBMI_MI,1,0,10,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,1,0,1.152137041091919,1.152137041091919,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,2,14,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,3,5,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,4,8,1.4032529592514038,1.4032529592514038,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,5,9,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,6,4,1.5,1.5,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,7,15,0.9256656169891357,0.9256656169891357,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,8,6,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,9,13,1.1881294250488281,1.1881294250488281,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,10,2,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,11,3,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,12,1,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,13,12,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,14,11,1.1058640480041504,1.1058640480041504,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,1,15,7,1.0,1.0,52a3a60f7de52f00548a070eca8d87b4592ead2b4273e58edf3c39a4256c6c28,True
OpenBMI_MI,2,0,13,1.1183669567108154,1.1183669567108154,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,1,6,1.0,1.0,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,2,8,1.3084688186645508,1.3084688186645508,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,3,4,1.0,1.0,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,4,3,1.3548367023468018,1.3548367023468018,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,5,7,1.0,1.0,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,6,12,1.5,1.5,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,7,10,1.0,1.0,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,8,14,1.4786615371704102,1.4786615371704102,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,9,1,1.4861420392990112,1.4861420392990112,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,10,9,1.0,1.0,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,11,5,0.8993532061576843,0.8993532061576843,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,12,0,0.9341650605201721,0.9341650605201721,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,13,15,1.0,1.0,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
OpenBMI_MI,2,14,2,1.2858823537826538,1.2858823537826538,14b73fa40de467db45cc2fedd218fda43230147bc03b6997a79796bf36d52ddc,True
