task,fold,direction,U_P_subject_equal_mean,CI95_lower,CI95_upper,biological_subjects,bootstrap_draws,bootstrap_seed,class,PCA_explained_variance_fraction,primary_r,positive_only_r,utility_scale_S
OpenBMI_MI,1,5,-0.00027773557561090457,-0.0017751349369063973,0.0011273263953626156,40,20000,811912443,C_ZERO,0.012613771483302116,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,6,0.0005605214841125416,-0.000321868370519951,0.0014368162956088781,40,20000,811912443,C_ZERO,0.011471308767795563,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,7,0.0010828925134774181,-0.0006195351015776396,0.002753147855401039,40,20000,811912443,C_ZERO,0.011102991178631783,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,8,0.014956580297803158,0.010062523186206818,0.02001000940799713,40,20000,811912443,C_PLUS,0.010298235341906548,1.4032529592514038,1.4032529592514038,0.018544909999036463
OpenBMI_MI,1,9,0.0013795311173680602,-0.0020783860236406326,0.005013105925172567,40,20000,811912443,C_ZERO,0.010088046081364155,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,10,-0.0012686387850408209,-0.00469558360055089,0.002055677818134427,40,20000,811912443,C_ZERO,0.01002708449959755,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,11,0.0039264784620172575,0.00036850993637926877,0.007412711624056101,40,20000,811912443,C_PLUS,0.009029467590153217,1.1058640480041504,1.1058640480041504,0.018544909999036463
OpenBMI_MI,1,12,-0.0009134380536124809,-0.0020685659255832434,0.0001368110388284549,40,20000,811912443,C_ZERO,0.008802879601716995,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,13,0.00697768482259562,0.005224617663770914,0.008717126213014126,40,20000,811912443,C_PLUS,0.008478169329464436,1.1881294250488281,1.1881294250488281,0.018544909999036463
OpenBMI_MI,1,14,0.002665057572085061,-0.001052737352438271,0.006745593156665564,40,20000,811912443,C_ZERO,0.00840653944760561,1.0,1.0,0.018544909999036463
OpenBMI_MI,1,15,-0.002757048839384879,-0.004164892714470625,-0.0013350012013688684,40,20000,811912443,C_MINUS,0.007975662127137184,0.9256656169891357,1.0,0.018544909999036463
OpenBMI_MI,2,0,-0.002008072623698354,-0.003371485974639654,-0.0008140613790601492,40,20000,3244859003,C_MINUS,0.02658732794225216,0.9341650605201721,1.0,0.015250809250483143
OpenBMI_MI,2,1,0.014828118808327417,0.008577017113566399,0.02138121984899044,40,20000,3244859003,C_PLUS,0.02054266817867756,1.4861420392990112,1.4861420392990112,0.015250809250483143
OpenBMI_MI,2,2,0.008719873108202592,0.005148352589458227,0.012473023496568203,40,20000,3244859003,C_PLUS,0.018478041514754295,1.2858823537826538,1.2858823537826538,0.015250809250483143
OpenBMI_MI,2,3,0.010823092537884804,0.006281736306846142,0.015684621408581734,40,20000,3244859003,C_PLUS,0.016130909323692322,1.3548367023468018,1.3548367023468018,0.015250809250483143
OpenBMI_MI,2,4,0.0028418545774911764,-0.0008841141825541854,0.0066152275539934635,40,20000,3244859003,C_ZERO,0.014876123517751694,1.0,1.0,0.015250809250483143
OpenBMI_MI,2,5,-0.0030698903936809073,-0.005415251012891531,-0.0007335548289120197,40,20000,3244859003,C_MINUS,0.013323317281901836,0.8993532061576843,1.0,0.015250809250483143
OpenBMI_MI,2,6,4.4100734157836997e-07,-0.001971256686374545,0.001905380398966372,40,20000,3244859003,C_ZERO,0.01256923470646143,1.0,1.0,0.015250809250483143
OpenBMI_MI,2,7,-3.3653972423053346e-06,-0.001341753639280796,0.0013697692193090916,40,20000,3244859003,C_ZERO,0.01217582542449236,1.0,1.0,0.015250809250483143
OpenBMI_MI,2,8,0.00940879650952411,0.006299190688878298,0.012653394602239132,40,20000,3244859003,C_PLUS,0.011724499985575676,1.3084688186645508,1.3084688186645508,0.015250809250483143
OpenBMI_MI,2,9,-0.0001992133823250697,-0.0008731926209293306,0.0004444234073162079,40,20000,3244859003,C_ZERO,0.010521129705011845,1.0,1.0,0.015250809250483143
OpenBMI_MI,2,10,0.002397193865817826,-0.0003187317051924765,0.004932773765176535,40,20000,3244859003,C_ZERO,0.010231206193566322,1.0,1.0,0.015250809250483143
OpenBMI_MI,2,11,0.0018981588975179875,-0.0015163696371018887,0.005291216541081667,40,20000,3244859003,C_ZERO,0.009978017769753933,1.0,1.0,0.015250809250483143
OpenBMI_MI,2,12,0.015250809250483143,0.008990888483822346,0.021710330620408058,40,20000,3244859003,C_PLUS,0.009756989777088165,1.5,1.5,0.015250809250483143
OpenBMI_MI,2,13,0.003610384363719277,0.0005876863142475486,0.00654496718198061,40,20000,3244859003,C_PLUS,0.009198538959026337,1.1183669567108154,1.1183669567108154,0.015250809250483143
OpenBMI_MI,2,14,0.014599953269498655,0.009859812445938587,0.019404258579015732,40,20000,3244859003,C_PLUS,0.008669024333357811,1.4786615371704102,1.4786615371704102,0.015250809250483143
OpenBMI_MI,2,15,-0.00020537381937231204,-0.0009223580127581954,0.0004411663394421339,40,20000,3244859003,C_ZERO,0.008541052229702473,1.0,1.0,0.015250809250483143
OpenBMI_MI,3,0,0.0038097495991223696,0.0017691708635538816,0.00577270332723856,40,20000,2925146480,C_PLUS,0.029400398954749107,1.1118438243865967,1.1118438243865967,0.017031551167860925
OpenBMI_MI,3,1,0.017031551167860925,0.01166429091244936,0.022525448352098465,40,20000,2925146480,C_PLUS,0.018597548827528954,1.5,1.5,0.017031551167860925
OpenBMI_MI,3,2,0.01087475925232866,0.006051741540431976,0.016172757372260094,40,20000,2925146480,C_PLUS,0.017187578603625298,1.3192533254623413,1.3192533254623413,0.017031551167860925
OpenBMI_MI,3,3,0.0013369826793059759,8.022208930924535e-05,0.0025232364423573017,40,20000,2925146480,C_PLUS,0.01629217155277729,1.039250135421753,1.039250135421753,0.017031551167860925
OpenBMI_MI,3,4,-0.0006787195698109372,-0.0018612422281876206,0.00039919259143061936,40,20000,2925146480,C_ZERO,0.014227140694856644,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,5,0.007745499517750431,0.0023493594489991665,0.01311531849205494,40,20000,2925146480,C_PLUS,0.013430945575237274,1.2273868322372437,1.2273868322372437,0.017031551167860925
OpenBMI_MI,3,6,0.014996935471936012,0.010769357904791832,0.019388897344470024,40,20000,2925146480,C_PLUS,0.012467305175960064,1.4402692317962646,1.4402692317962646,0.017031551167860925
OpenBMI_MI,3,7,-0.0011896697908696297,-0.003006093204021454,0.000546756898984313,40,20000,2925146480,C_ZERO,0.012157621793448925,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,8,0.0010261529776471434,-0.0014941998524591327,0.0035681412555277348,40,20000,2925146480,C_ZERO,0.011400682851672173,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,9,0.003112603728186514,0.001277001341804862,0.005031574983149767,40,20000,2925146480,C_PLUS,0.010504625737667084,1.09137761592865,1.09137761592865,0.017031551167860925
OpenBMI_MI,3,10,-0.0002920088314795066,-0.0011101795826107264,0.00048236199654638767,40,20000,2925146480,C_ZERO,0.010135290212929249,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,11,-0.0013001764231376002,-0.003769467817619443,0.0011026737047359347,40,20000,2925146480,C_ZERO,0.009502998553216457,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,12,0.003772250942711253,0.001143488334491849,0.006384590175002813,40,20000,2925146480,C_PLUS,0.008753207512199879,1.1107430458068848,1.1107430458068848,0.017031551167860925
OpenBMI_MI,3,13,-0.0002520209908425386,-0.0005749455303885043,4.938546408084221e-05,40,20000,2925146480,C_ZERO,0.008371000178158283,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,14,0.00020551034158415858,-0.000539155793376267,0.0010007116943597794,40,20000,2925146480,C_ZERO,0.008233271539211273,1.0,1.0,0.017031551167860925
OpenBMI_MI,3,15,0.0003867467912641587,-0.0011757062748074532,0.001969250850379467,40,20000,2925146480,C_ZERO,0.007730616256594658,1.0,1.0,0.017031551167860925
OpenBMI_MI,4,0,-0.0009273288788790524,-0.0024554349947720766,0.0005129238124936819,40,20000,3994162450,C_ZERO,0.030176203697919846,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,1,0.017777346340881194,0.011797245591878891,0.023990634828805923,40,20000,3994162450,C_PLUS,0.020154545083642006,1.225129246711731,1.225129246711731,0.039482544122438415
OpenBMI_MI,4,2,-0.001614374376140404,-0.00294636283069849,-0.0003022814926225692,40,20000,3994162450,C_MINUS,0.0185075830668211,0.9795558452606201,1.0,0.039482544122438415
OpenBMI_MI,4,3,-0.0010134591801147508,-0.00232143048197031,0.00025022189947776496,40,20000,3994162450,C_ZERO,0.017464803531765938,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,4,0.001229875276430903,-0.00010469766857568175,0.002527538686990738,40,20000,3994162450,C_ZERO,0.01560553815215826,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,5,-0.00035058661165976446,-0.0009252182790078223,0.0002498043468222022,40,20000,3994162450,C_ZERO,0.01470392569899559,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,6,0.004393922047529486,0.0026239282451570034,0.006188833154737949,40,20000,3994162450,C_PLUS,0.012898779474198818,1.055643916130066,1.055643916130066,0.039482544122438415
OpenBMI_MI,4,7,0.002632157134439694,-0.0003880709409713745,0.0055958484299480915,40,20000,3994162450,C_ZERO,0.011643110774457455,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,8,0.039482544122438415,0.03025052510201931,0.04905446618795395,40,20000,3994162450,C_PLUS,0.01144885178655386,1.5,1.5,0.039482544122438415
OpenBMI_MI,4,9,0.0001985449718631571,-0.0018302856478840113,0.0021246112883090973,40,20000,3994162450,C_ZERO,0.011055911891162395,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,10,0.0003851019973808434,-0.0038475568871945143,0.004799828864634037,40,20000,3994162450,C_ZERO,0.010136487893760204,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,11,0.0069013602318591435,0.0010329497745260596,0.01298520714044571,40,20000,3994162450,C_PLUS,0.009971248917281628,1.087397575378418,1.087397575378418,0.039482544122438415
OpenBMI_MI,4,12,-0.003576156137962272,-0.005295081529766321,-0.0019318241393193603,40,20000,3994162450,C_MINUS,0.009251345880329609,0.9547122120857239,1.0,0.039482544122438415
OpenBMI_MI,4,13,0.0006062282023776788,-0.0012687566922977567,0.0024844782892614603,40,20000,3994162450,C_ZERO,0.009025759994983673,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,14,-0.002591562637530842,-0.005415184888988733,0.00019039785547647625,40,20000,3994162450,C_ZERO,0.008216424845159054,1.0,1.0,0.039482544122438415
OpenBMI_MI,4,15,0.0043496378066720355,0.0016001644544303417,0.006939845159649849,40,20000,3994162450,C_PLUS,0.008161491714417934,1.0550830364227295,1.0550830364227295,0.039482544122438415
OpenBMI_ERP,0,0,0.015647877371338836,0.006191167049109936,0.02436838112771511,40,20000,488788097,C_PLUS,0.0873560756444931,1.0628944635391235,1.0628944635391235,0.12439777594991028
OpenBMI_ERP,0,1,0.0032390488086093683,0.0020614159293472767,0.004314424004405737,40,20000,488788097,C_PLUS,0.05457751452922821,1.0130189657211304,1.0130189657211304,0.12439777594991028
OpenBMI_ERP,0,2,0.006874925375450402,0.004119765479117632,0.009713561274111271,40,20000,488788097,C_PLUS,0.02766341157257557,1.0276328325271606,1.0276328325271606,0.12439777594991028
OpenBMI_ERP,0,3,0.0330835208947974,0.026125380769371986,0.03991010785102844,40,20000,488788097,C_PLUS,0.020170781761407852,1.1329747438430786,1.1329747438430786,0.12439777594991028
OpenBMI_ERP,0,4,0.0315138056223077,0.02466764487326145,0.03868480026721954,40,20000,488788097,C_PLUS,0.019028859212994576,1.126665472984314,1.126665472984314,0.12439777594991028
OpenBMI_ERP,0,5,0.07190068101335782,0.05651140958070755,0.08738645166158676,40,20000,488788097,C_PLUS,0.017309041693806648,1.2889950275421143,1.2889950275421143,0.12439777594991028
OpenBMI_ERP,0,6,0.04701412338472437,0.037108488380908966,0.05702080950140953,40,20000,488788097,C_PLUS,0.016890348866581917,1.1889668703079224,1.1889668703079224,0.12439777594991028
OpenBMI_ERP,0,7,0.12439777594991028,0.10906150192022324,0.13978323340415955,40,20000,488788097,C_PLUS,0.015972357243299484,1.5,1.5,0.12439777594991028
OpenBMI_ERP,0,8,0.054385246035235466,0.044138066470623016,0.06494104117155075,40,20000,488788097,C_PLUS,0.014782097190618515,1.2185940742492676,1.2185940742492676,0.12439777594991028
OpenBMI_ERP,0,9,0.06368426621193066,0.05686265975236893,0.07149209082126617,40,20000,488788097,C_PLUS,0.013904551975429058,1.2559702396392822,1.2559702396392822,0.12439777594991028
OpenBMI_ERP,0,10,0.009008154502953402,-0.0015333772171288729,0.020532667636871338,40,20000,488788097,C_ZERO,0.013357098214328289,1.0,1.0,0.12439777594991028
OpenBMI_ERP,0,11,0.0424837495200336,0.03819083422422409,0.04700615629553795,40,20000,488788097,C_PLUS,0.012976355850696564,1.1707576513290405,1.1707576513290405,0.12439777594991028
OpenBMI_ERP,0,12,0.022608465953840095,0.016160815954208374,0.028968065977096558,40,20000,488788097,C_PLUS,0.012592129409313202,1.0908716917037964,1.0908716917037964,0.12439777594991028
OpenBMI_ERP,0,13,0.03752676608564798,0.026491336524486542,0.04935018718242645,40,20000,488788097,C_PLUS,0.012218436226248741,1.1508337259292603,1.1508337259292603,0.12439777594991028
OpenBMI_ERP,0,14,0.08647857382893562,0.0762706845998764,0.09734854847192764,40,20000,488788097,C_PLUS,0.011644931510090828,1.3475888967514038,1.3475888967514038,0.12439777594991028
OpenBMI_ERP,0,15,0.002823270296903502,-0.0026935520581901073,0.008101334795355797,40,20000,488788097,C_ZERO,0.011429116129875183,1.0,1.0,0.12439777594991028
OpenBMI_ERP,1,0,0.08772760883439332,0.059795670211315155,0.1156977042555809,40,20000,3178189428,C_PLUS,0.05780235677957535,1.5,1.5,0.08772760883439332
OpenBMI_ERP,1,1,0.007866864402149076,0.006047455128282309,0.009813657961785793,40,20000,3178189428,C_PLUS,0.03756380453705788,1.0448368787765503,1.0448368787765503,0.08772760883439332
OpenBMI_ERP,1,2,0.012525676569521239,0.009821414947509766,0.015311308205127716,40,20000,3178189428,C_PLUS,0.02766120620071888,1.0713895559310913,1.0713895559310913,0.08772760883439332
OpenBMI_ERP,1,3,0.018651856955693803,0.015733106061816216,0.02157958596944809,40,20000,3178189428,C_PLUS,0.024925891309976578,1.106305480003357,1.106305480003357,0.08772760883439332
OpenBMI_ERP,1,4,0.04013808273448376,0.03276786208152771,0.046974338591098785,40,20000,3178189428,C_PLUS,0.021969815716147423,1.2287653684616089,1.2287653684616089,0.08772760883439332
OpenBMI_ERP,1,5,0.07128024960111361,0.06243085861206055,0.08039766550064087,40,20000,3178189428,C_PLUS,0.019173910841345787,1.4062589406967163,1.4062589406967163,0.08772760883439332
OpenBMI_ERP,1,6,-0.006942617923596117,-0.013821285218000412,-0.0002675757568795234,40,20000,3178189428,C_MINUS,0.018591269850730896,0.9604308009147644,1.0,0.08772760883439332
OpenBMI_ERP,1,7,0.029676631265101606,0.024832196533679962,0.034724682569503784,40,20000,3178189428,C_PLUS,0.017479876056313515,1.1691408157348633,1.1691408157348633,0.08772760883439332
OpenBMI_ERP,1,8,0.03107785900210729,0.026924606412649155,0.035143572837114334,40,20000,3178189428,C_PLUS,0.016831180080771446,1.1771270036697388,1.1771270036697388,0.08772760883439332
OpenBMI_ERP,1,9,0.03153403755422914,0.024688858538866043,0.03857913613319397,40,20000,3178189428,C_PLUS,0.015328203327953815,1.1797269582748413,1.1797269582748413,0.08772760883439332
OpenBMI_ERP,1,10,0.06846030072774738,0.060745712369680405,0.0771571695804596,40,20000,3178189428,C_PLUS,0.015116562135517597,1.3901867866516113,1.3901867866516113,0.08772760883439332
OpenBMI_ERP,1,11,0.027674141421448438,0.023625724017620087,0.031888511031866074,40,20000,3178189428,C_PLUS,0.014048976823687553,1.1577277183532715,1.1577277183532715,0.08772760883439332
OpenBMI_ERP,1,12,0.019559261030371998,0.015335842035710812,0.024035034701228142,40,20000,3178189428,C_PLUS,0.01358503382652998,1.111477255821228,1.111477255821228,0.08772760883439332
OpenBMI_ERP,1,13,0.008902120469065267,0.0077569144777953625,0.010082061402499676,40,20000,3178189428,C_PLUS,0.012887896038591862,1.0507372617721558,1.0507372617721558,0.08772760883439332
OpenBMI_ERP,1,14,-0.004027252436799245,-0.006249711383134127,-0.0018115543061867356,40,20000,3178189428,C_MINUS,0.012512026354670525,0.9770468473434448,1.0,0.08772760883439332
OpenBMI_ERP,1,15,0.010685060897594667,0.008598106913268566,0.012793390080332756,40,20000,3178189428,C_PLUS,0.011996740475296974,1.060899019241333,1.060899019241333,0.08772760883439332
OpenBMI_ERP,2,0,0.043316093152679966,0.027580471709370613,0.05938277393579483,40,20000,419901851,C_PLUS,0.05996336042881012,1.1533076763153076,1.1533076763153076,0.1412717610131949
OpenBMI_ERP,2,1,0.008929140402688062,0.007540860213339329,0.01036272943019867,40,20000,419901851,C_PLUS,0.040592774748802185,1.0316027402877808,1.0316027402877808,0.1412717610131949
OpenBMI_ERP,2,2,0.013524996514024678,-0.005396849010139704,0.032588064670562744,40,20000,419901851,C_ZERO,0.025638867169618607,1.0,1.0,0.1412717610131949
OpenBMI_ERP,2,3,0.06822601166786627,0.06123284623026848,0.07551677525043488,40,20000,419901851,C_PLUS,0.01941523142158985,1.2414708137512207,1.2414708137512207,0.1412717610131949
OpenBMI_ERP,2,4,0.045193281966203355,0.03514939546585083,0.05503822863101959,40,20000,419901851,C_PLUS,0.018311260268092155,1.1599515676498413,1.1599515676498413,0.1412717610131949
OpenBMI_ERP,2,5,0.07941204170347191,0.06843584030866623,0.09096352010965347,40,20000,419901851,C_PLUS,0.01730438321828842,1.2810612916946411,1.2810612916946411,0.1412717610131949
OpenBMI_ERP,2,6,0.021461119309242348,0.01320602186024189,0.030091341584920883,40,20000,419901851,C_PLUS,0.015762360766530037,1.0759568214416504,1.0759568214416504,0.1412717610131949
OpenBMI_ERP,2,7,0.1412717610131949,0.12872713804244995,0.15418188273906708,40,20000,419901851,C_PLUS,0.0150109538808465,1.5,1.5,0.1412717610131949
OpenBMI_ERP,2,8,0.07033169804490172,0.05959559604525566,0.08081166446208954,40,20000,419901851,C_PLUS,0.014621667563915253,1.248923420906067,1.248923420906067,0.1412717610131949
OpenBMI_ERP,2,9,-0.007663459361720015,-0.014970988035202026,0.00010131682211067528,40,20000,419901851,C_ZERO,0.013984590768814087,1.0,1.0,0.1412717610131949
OpenBMI_ERP,2,10,0.03205727646127343,0.026884308084845543,0.03776147961616516,40,20000,419901851,C_PLUS,0.01363155897706747,1.113459587097168,1.113459587097168,0.1412717610131949
OpenBMI_ERP,2,11,0.012544799827446695,0.009873698465526104,0.015188466757535934,40,20000,419901851,C_PLUS,0.01309229340404272,1.0443994998931885,1.0443994998931885,0.1412717610131949
OpenBMI_ERP,2,12,0.013871809423289961,0.008579429239034653,0.01942887157201767,40,20000,419901851,C_PLUS,0.012652412056922913,1.0490962266921997,1.0490962266921997,0.1412717610131949
OpenBMI_ERP,2,13,0.0237817897756031,0.017211755737662315,0.030460715293884277,40,20000,419901851,C_PLUS,0.012451141141355038,1.0841703414916992,1.0841703414916992,0.1412717610131949
OpenBMI_ERP,2,14,0.03566863765445305,0.031856074929237366,0.039838213473558426,40,20000,419901851,C_PLUS,0.011538289487361908,1.1262412071228027,1.1262412071228027,0.1412717610131949
OpenBMI_ERP,2,15,0.005607828446591157,0.004043176304548979,0.007197793573141098,40,20000,419901851,C_PLUS,0.011064480058848858,1.0198476314544678,1.0198476314544678,0.1412717610131949
OpenBMI_ERP,3,0,0.024091038004553412,0.01504018995910883,0.032864369451999664,40,20000,53835139,C_PLUS,0.07523061335086823,1.1472395658493042,1.1472395658493042,0.08180897943675518
OpenBMI_ERP,3,1,0.010336637200089172,0.008703078143298626,0.012032788246870041,40,20000,53835139,C_PLUS,0.05039651319384575,1.0631754398345947,1.0631754398345947,0.08180897943675518
OpenBMI_ERP,3,2,0.0029631536540478008,8.819763024803251e-05,0.00607692776247859,40,20000,53835139,C_PLUS,0.028002729639410973,1.0181101560592651,1.0181101560592651,0.08180897943675518
OpenBMI_ERP,3,3,-0.005054790704707557,-0.008221779949963093,-0.0018879668787121773,40,20000,53835139,C_MINUS,0.01990901306271553,0.969106137752533,1.0,0.08180897943675518
OpenBMI_ERP,3,4,0.02404100943094818,0.01711113192141056,0.03098808042705059,40,20000,53835139,C_PLUS,0.01904486119747162,1.1469337940216064,1.1469337940216064,0.08180897943675518
OpenBMI_ERP,3,5,0.014676634511488373,0.011975468136370182,0.017347564920783043,40,20000,53835139,C_PLUS,0.01700717583298683,1.0897005796432495,1.0897005796432495,0.08180897943675518
OpenBMI_ERP,3,6,0.024155250139301643,0.015326802618801594,0.03317418321967125,40,20000,53835139,C_PLUS,0.016676316037774086,1.1476320028305054,1.1476320028305054,0.08180897943675518
OpenBMI_ERP,3,7,0.07804607980651782,0.06851290911436081,0.08763936161994934,40,20000,53835139,C_PLUS,0.015222596004605293,1.4770019054412842,1.4770019054412842,0.08180897943675518
OpenBMI_ERP,3,8,0.08180897943675518,0.07286931574344635,0.09091455489397049,40,20000,53835139,C_PLUS,0.014492928981781006,1.5,1.5,0.08180897943675518
OpenBMI_ERP,3,9,0.014940538027985895,0.011429183185100555,0.01872207410633564,40,20000,53835139,C_PLUS,0.013675540685653687,1.0913136005401611,1.0913136005401611,0.08180897943675518
OpenBMI_ERP,3,10,0.011704464508511592,0.007508690468966961,0.016328750178217888,40,20000,53835139,C_PLUS,0.013118362985551357,1.071535348892212,1.071535348892212,0.08180897943675518
OpenBMI_ERP,3,11,0.016537910911756624,0.013031448237597942,0.02003365382552147,40,20000,53835139,C_PLUS,0.012610013596713543,1.101076364517212,1.101076364517212,0.08180897943675518
OpenBMI_ERP,3,12,0.005165538147593907,0.003310126019641757,0.006993137300014496,40,20000,53835139,C_PLUS,0.01233486644923687,1.0315706729888916,1.0315706729888916,0.08180897943675518
OpenBMI_ERP,3,13,0.01646547502659814,0.012065083719789982,0.021155700087547302,40,20000,53835139,C_PLUS,0.011990191414952278,1.1006336212158203,1.1006336212158203,0.08180897943675518
OpenBMI_ERP,3,14,0.020668836008553626,0.01715748943388462,0.02416040375828743,40,20000,53835139,C_PLUS,0.011600624769926071,1.1263238191604614,1.1263238191604614,0.08180897943675518
OpenBMI_ERP,3,15,0.01199755015932169,0.0056494977325201035,0.018627457320690155,40,20000,53835139,C_PLUS,0.011211811564862728,1.073326587677002,1.073326587677002,0.08180897943675518
OpenBMI_ERP,4,0,0.04071504604507936,0.028496064245700836,0.053508881479501724,40,20000,1594477421,C_PLUS,0.06896352022886276,1.4655752182006836,1.4655752182006836,0.043725531079689975
OpenBMI_ERP,4,1,-4.1199397969649e-05,-0.0012100988533347845,0.0012337480438873172,40,20000,1594477421,C_ZERO,0.046403270214796066,1.0,1.0,0.043725531079689975
OpenBMI_ERP,4,2,0.015234565444552572,0.009439636953175068,0.021167635917663574,40,20000,1594477421,C_PLUS,0.027196289971470833,1.1742067337036133,1.1742067337036133,0.043725531079689975
OpenBMI_ERP,4,3,0.02460150192500805,0.017402008175849915,0.03157234936952591,40,20000,1594477421,C_PLUS,0.01928974688053131,1.2813173532485962,1.2813173532485962,0.043725531079689975
OpenBMI_ERP,4,4,0.010939462736132555,0.008416634984314442,0.013729050755500793,40,20000,1594477421,C_PLUS,0.018020525574684143,1.1250923871994019,1.1250923871994019,0.043725531079689975
OpenBMI_ERP,4,5,0.02275745657098014,0.018581287935376167,0.026872731745243073,40,20000,1594477421,C_PLUS,0.017665496096014977,1.2602307796478271,1.2602307796478271,0.043725531079689975
OpenBMI_ERP,4,6,0.04259780661086552,0.03753304481506348,0.047359295189380646,40,20000,1594477421,C_PLUS,0.016003884375095367,1.4871045351028442,1.4871045351028442,0.043725531079689975
