task,fold,draw,basis_sha256,rank,deviation_l2,basis_seed,permutation_seed,direction,coefficient_source_direction,r,deviation,same_primary_deviation_multiset,orthogonality_error,protected_overlap_error
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,0,8,1.5,0.5,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,1,1,1.157557725906372,0.15755772590637207,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,2,15,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,3,0,0.9557911157608032,-0.04420888423919678,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,4,14,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,5,6,1.2667800188064575,0.2667800188064575,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,6,11,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,7,10,1.0644999742507935,0.06449997425079346,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,8,12,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,9,7,1.0955065488815308,0.09550654888153076,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,10,5,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,11,2,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,12,9,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,13,3,1.0540943145751953,0.05409431457519531,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,14,13,1.0,0.0,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,0,6d3cbbde3f3531f8d0fa34e2556cc08fce6e619fcfdfdf6ac8e822ae6b1aeb0d,16,0.6048393845558167,4273292086,2435550830,15,4,1.0408939123153687,0.04089391231536865,True,1.7881393432617188e-07,1.0011717677116394e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,0,12,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,1,15,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,2,6,1.2667800188064575,0.2667800188064575,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,3,11,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,4,14,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,5,1,1.157557725906372,0.15755772590637207,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,6,5,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,7,4,1.0408939123153687,0.04089391231536865,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,8,0,0.9557911157608032,-0.04420888423919678,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,9,7,1.0955065488815308,0.09550654888153076,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,10,9,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,11,8,1.5,0.5,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,12,10,1.0644999742507935,0.06449997425079346,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,13,3,1.0540943145751953,0.05409431457519531,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,14,13,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,1,2e62892cf1e132755e21279898c049d6ccdf0cdae0d0f62aa25fff61cad00073,16,0.6048393845558167,3099971032,2443080843,15,2,1.0,0.0,True,1.7881393432617188e-07,1.3271346688270569e-08
OpenBMI_MI,0,2,0ef288c776b8b71cbfff3ab090db683eb99090f2b75b66f97e9113ee2383b215,16,0.6048393845558167,4024849528,662284165,0,9,1.0,0.0,True,2.384185791015625e-07,1.0710209608078003e-08
OpenBMI_MI,0,2,0ef288c776b8b71cbfff3ab090db683eb99090f2b75b66f97e9113ee2383b215,16,0.6048393845558167,4024849528,662284165,1,13,1.0,0.0,True,2.384185791015625e-07,1.0710209608078003e-08
OpenBMI_MI,0,2,0ef288c776b8b71cbfff3ab090db683eb99090f2b75b66f97e9113ee2383b215,16,0.6048393845558167,4024849528,662284165,2,6,1.2667800188064575,0.2667800188064575,True,2.384185791015625e-07,1.0710209608078003e-08
OpenBMI_MI,0,2,0ef288c776b8b71cbfff3ab090db683eb99090f2b75b66f97e9113ee2383b215,16,0.6048393845558167,4024849528,662284165,3,4,1.0408939123153687,0.04089391231536865,True,2.384185791015625e-07,1.0710209608078003e-08
OpenBMI_MI,0,2,0ef288c776b8b71cbfff3ab090db683eb99090f2b75b66f97e9113ee2383b215,16,0.6048393845558167,4024849528,662284165,4,11,1.0,0.0,True,2.384185791015625e-07,1.0710209608078003e-08
OpenBMI_MI,0,2,0ef288c776b8b71cbfff3ab090db683eb99090f2b75b66f97e9113ee2383b215,16,0.6048393845558167,4024849528,662284165,5,5,1.0,0.0,True,2.384185791015625e-07,1.0710209608078003e-08
