task,fold,direction,class,U_P,primary_r,positive_only_r,shuffle_source_direction,shuffled_r,variance_fraction
OpenBMI_SSVEP,3,10,C_PLUS,0.002651456856256118,1.0024585723876953,1.0024585723876953,12,1.0057309865951538,0.009942934848368168
OpenBMI_SSVEP,3,11,C_ZERO,0.00020875686532235705,1.0,1.0,4,1.0121092796325684,0.008874843828380108
OpenBMI_SSVEP,3,12,C_PLUS,0.006180721920281939,1.0057309865951538,1.0057309865951538,15,1.010966420173645,0.008426317945122719
OpenBMI_SSVEP,3,13,C_ZERO,0.005492199742730008,1.0,1.0,11,1.0,0.008187269791960716
OpenBMI_SSVEP,3,14,C_ZERO,0.013040326956979698,1.0,1.0,0,1.098480224609375,0.007801832631230354
OpenBMI_SSVEP,3,15,C_PLUS,0.011826948634552536,1.010966420173645,1.010966420173645,14,1.0,0.007163432892411947
OpenBMI_SSVEP,4,0,C_PLUS,0.007281925112329191,1.0111039876937866,1.0111039876937866,6,1.1173044443130493,0.048112932592630386
OpenBMI_SSVEP,4,1,C_PLUS,0.08354273057266255,1.1273913383483887,1.1273913383483887,13,1.0,0.03852494806051254
OpenBMI_SSVEP,4,2,C_PLUS,0.21204593719448894,1.3233414888381958,1.3233414888381958,0,1.0111039876937866,0.03535229340195656
OpenBMI_SSVEP,4,3,C_PLUS,0.32789787161163986,1.5,1.5,4,1.0023387670516968,0.024589894339442253
OpenBMI_SSVEP,4,4,C_PLUS,0.0015337568267849377,1.0023387670516968,1.0023387670516968,11,1.0,0.02160862646996975
OpenBMI_SSVEP,4,5,C_ZERO,-0.0004796377497427784,1.0,1.0,2,1.3233414888381958,0.015816405415534973
OpenBMI_SSVEP,4,6,C_PLUS,0.07692776475596474,1.1173044443130493,1.1173044443130493,12,1.0,0.013940289616584778
OpenBMI_SSVEP,4,7,C_PLUS,0.039707991568138826,1.0605493783950806,1.0605493783950806,14,1.0138360261917114,0.013797478750348091
OpenBMI_SSVEP,4,8,C_PLUS,0.005087757629371481,1.0077581405639648,1.0077581405639648,15,1.0,0.012805795297026634
OpenBMI_SSVEP,4,9,C_PLUS,0.014903319325458141,1.0227255821228027,1.0227255821228027,5,1.0,0.011910421773791313
OpenBMI_SSVEP,4,10,C_PLUS,0.009275009952216352,1.0141431093215942,1.0141431093215942,7,1.0605493783950806,0.011496340855956078
OpenBMI_SSVEP,4,11,C_ZERO,0.0008353308175287566,1.0,1.0,8,1.0077581405639648,0.010986543260514736
OpenBMI_SSVEP,4,12,C_ZERO,0.0007122783484760475,1.0,1.0,3,1.5,0.009808128699660301
OpenBMI_SSVEP,4,13,C_ZERO,-0.00016270747905196005,1.0,1.0,1,1.1273913383483887,0.008089859038591385
OpenBMI_SSVEP,4,14,C_PLUS,0.009073604800778411,1.0138360261917114,1.0138360261917114,10,1.0141431093215942,0.007585110608488321
OpenBMI_SSVEP,4,15,C_ZERO,0.004076632443320705,1.0,1.0,9,1.0227255821228027,0.007017419207841158
WBCIC_MI,0,0,C_PLUS,0.00015085545289356784,1.019835114479065,1.019835114479065,5,0.998958945274353,0.9791514277458191
WBCIC_MI,0,1,C_ZERO,3.1822228543914727e-06,1.0,1.0,8,1.0010743141174316,0.005966394208371639
WBCIC_MI,0,2,C_ZERO,3.7590378110141305e-05,1.0,1.0,14,1.0151150226593018,0.002754192566499114
WBCIC_MI,0,3,C_ZERO,1.0279808339942314e-05,1.0,1.0,1,1.0,0.00263893511146307
WBCIC_MI,0,4,C_ZERO,-4.179100386330882e-06,1.0,1.0,11,1.0,0.0005544842570088804
WBCIC_MI,0,5,C_MINUS,-7.917699959182667e-06,0.998958945274353,1.0,15,1.0055489540100098,0.00045418404624797404
WBCIC_MI,0,6,C_ZERO,7.558885595097956e-06,1.0,1.0,10,1.0,0.00036713609006255865
WBCIC_MI,0,7,C_ZERO,8.666670778585549e-05,1.0,1.0,6,1.0,0.0002780660579446703
WBCIC_MI,0,8,C_PLUS,8.171094639274382e-06,1.0010743141174316,1.0010743141174316,12,1.5,0.00018773421470541507
WBCIC_MI,0,9,C_ZERO,9.954585380917762e-06,1.0,1.0,0,1.019835114479065,0.00015496906416956335
WBCIC_MI,0,10,C_ZERO,2.5545345594889203e-05,1.0,1.0,7,1.0,0.0001147900111391209
WBCIC_MI,0,11,C_ZERO,-2.72592680532217e-05,1.0,1.0,13,1.0036126375198364,0.00011117920075776055
WBCIC_MI,0,12,C_PLUS,0.0038027368143527277,1.5,1.5,2,1.0,9.081489406526089e-05
WBCIC_MI,0,13,C_PLUS,2.747550497215392e-05,1.0036126375198364,1.0036126375198364,3,1.0,8.667838119436055e-05
WBCIC_MI,0,14,C_PLUS,0.00011495657015676707,1.0151150226593018,1.0151150226593018,4,1.0,8.104448352241889e-05
WBCIC_MI,0,15,C_PLUS,4.22028714456613e-05,1.0055489540100098,1.0055489540100098,9,1.0,7.938436465337873e-05
WBCIC_MI,1,0,C_PLUS,0.00033925201488292715,1.5,1.5,8,1.016344428062439,0.9809496402740479
WBCIC_MI,1,1,C_ZERO,1.159374124056505e-05,1.0,1.0,15,1.0,0.0036909545306116343
WBCIC_MI,1,2,C_ZERO,-3.0927140180763235e-05,1.0,1.0,10,1.0,0.0016905074007809162
WBCIC_MI,1,3,C_ZERO,7.457952652310522e-06,1.0,1.0,9,1.0,0.0011323223588988185
WBCIC_MI,1,4,C_MINUS,-1.792873634011353e-05,0.9735760688781738,1.0,7,1.24971342086792,0.0007827262161299586
WBCIC_MI,1,5,C_PLUS,1.1291466186106338e-05,1.0166417360305786,1.0166417360305786,14,1.097525954246521,0.0006035809637978673
WBCIC_MI,1,6,C_ZERO,-4.813360173485587e-07,1.0,1.0,12,1.0,0.0005387129494920373
WBCIC_MI,1,7,C_PLUS,0.00016943152968818342,1.24971342086792,1.24971342086792,5,1.0166417360305786,0.0004631929623428732
WBCIC_MI,1,8,C_PLUS,1.108978519750376e-05,1.016344428062439,1.016344428062439,3,1.0,0.0003425308386795223
WBCIC_MI,1,9,C_ZERO,3.64785330353326e-06,1.0,1.0,2,1.0,0.00025066413218155503
WBCIC_MI,1,10,C_ZERO,1.654953259413141e-06,1.0,1.0,6,1.0,0.00021040630235802382
WBCIC_MI,1,11,C_PLUS,0.00033016893601069884,1.4866130352020264,1.4866130352020264,0,1.5,0.00014058391388971359
WBCIC_MI,1,12,C_ZERO,-8.439739910196902e-06,1.0,1.0,11,1.4866130352020264,0.00012663312372751534
WBCIC_MI,1,13,C_ZERO,3.074343724972178e-07,1.0,1.0,4,0.9735760688781738,0.0001189008034998551
WBCIC_MI,1,14,C_PLUS,6.617174784162093e-05,1.097525954246521,1.097525954246521,13,1.0,0.00010782753815874457
WBCIC_MI,1,15,C_ZERO,5.579714093715343e-06,1.0,1.0,1,1.0,0.00010075406316900626
WBCIC_MI,2,0,C_MINUS,-0.0009652403044725283,0.9677780270576477,1.0,9,0.8282693028450012,0.9877153038978577
WBCIC_MI,2,1,C_MINUS,-0.004503765082488591,0.8496537804603577,1.0,7,1.0,0.0030917064286768436
WBCIC_MI,2,2,C_MINUS,-0.0011744825809513204,0.9607930183410645,1.0,14,0.8294034004211426,0.0017963036661967635
WBCIC_MI,2,3,C_MINUS,-0.001745198556431137,0.9417411684989929,1.0,6,1.0323415994644165,0.0011231439420953393
WBCIC_MI,2,4,C_PLUS,0.0030307959560530204,1.10117506980896,1.10117506980896,5,1.0350658893585205,0.00040453762630932033
WBCIC_MI,2,5,C_PLUS,0.0010504308285074144,1.0350658893585205,1.0350658893585205,2,0.9607930183410645,0.00032257463317364454
WBCIC_MI,2,6,C_PLUS,0.0009688246815150257,1.0323415994644165,1.0323415994644165,10,0.9566158056259155,0.00030210817931219935
WBCIC_MI,2,7,C_ZERO,0.0007237967277247387,1.0,1.0,8,1.0049902200698853,0.00025090016424655914
WBCIC_MI,2,8,C_PLUS,0.00014948593737119982,1.0049902200698853,1.0049902200698853,1,0.8496537804603577,0.00023629990755580366
WBCIC_MI,2,9,C_MINUS,-0.005144356752963928,0.8282693028450012,1.0,12,1.2568403482437134,0.00012602975766640157
WBCIC_MI,2,10,C_MINUS,-0.00129961572931416,0.9566158056259155,1.0,3,0.9417411684989929,0.00011544954031705856
WBCIC_MI,2,11,C_PLUS,0.014977976994311078,1.5,1.5,4,1.10117506980896,6.897772254887968e-05
WBCIC_MI,2,12,C_PLUS,0.007693897274332822,1.2568403482437134,1.2568403482437134,0,0.9677780270576477,6.721489626215771e-05
WBCIC_MI,2,13,C_MINUS,-0.0038178133722257014,0.8725524544715881,1.0,11,1.5,5.7701872719917446e-05
WBCIC_MI,2,14,C_MINUS,-0.0051103843510137146,0.8294034004211426,1.0,15,1.0,5.215831697569229e-05
WBCIC_MI,2,15,C_ZERO,0.0005017091830023841,1.0,1.0,13,0.8725524544715881,4.96420543640852e-05
WBCIC_MI,3,0,C_ZERO,2.0244992164383116e-06,1.0,1.0,1,1.0,0.9608992338180542
WBCIC_MI,3,1,C_ZERO,-1.9887047152988597e-05,1.0,1.0,2,1.0,0.012829089537262917
WBCIC_MI,3,2,C_ZERO,-3.231586347011161e-05,1.0,1.0,11,0.9062126874923706,0.00678494106978178
WBCIC_MI,3,3,C_ZERO,7.857693451300564e-06,1.0,1.0,8,1.0,0.003314535366371274
WBCIC_MI,3,4,C_PLUS,3.982229232648141e-05,1.0284007787704468,1.0284007787704468,13,1.0,0.0017278528539463878
WBCIC_MI,3,5,C_ZERO,-1.3849715869138828e-05,1.0,1.0,7,1.0,0.0009264422114938498
WBCIC_MI,3,6,C_ZERO,-2.010488039084972e-06,1.0,1.0,12,1.5,0.0008646887727081776
WBCIC_MI,3,7,C_ZERO,9.579416141281234e-06,1.0,1.0,15,0.9565484523773193,0.0005774253513664007
WBCIC_MI,3,8,C_ZERO,5.6185253655986425e-05,1.0,1.0,4,1.0284007787704468,0.0004920621286146343
WBCIC_MI,3,9,C_ZERO,4.598819466708094e-05,1.0,1.0,14,1.0875859260559082,0.00036475074011832476
WBCIC_MI,3,10,C_ZERO,-7.821001612113517e-06,1.0,1.0,3,1.0,0.00024215271696448326
WBCIC_MI,3,11,C_MINUS,-0.0001315044728960524,0.9062126874923706,1.0,9,1.0,0.00014205028128344566
WBCIC_MI,3,12,C_PLUS,0.0007010780125280582,1.5,1.5,6,1.0,0.0001322295720456168
WBCIC_MI,3,13,C_ZERO,2.8046596420980317e-05,1.0,1.0,0,1.0,0.00012034237443003803
WBCIC_MI,3,14,C_PLUS,0.00012280919718837287,1.0875859260559082,1.0875859260559082,5,1.0,0.00011907856242032722
WBCIC_MI,3,15,C_MINUS,-6.0925876425088025e-05,0.9565484523773193,1.0,10,1.0,0.00011263552005402744
WBCIC_MI,4,0,C_PLUS,6.859549479466743e-06,1.0132802724838257,1.0132802724838257,12,1.0,0.9818700551986694
WBCIC_MI,4,1,C_ZERO,1.739577860413407e-05,1.0,1.0,10,1.0,0.0030168488156050444
WBCIC_MI,4,2,C_ZERO,-4.485695242920891e-06,1.0,1.0,13,1.091983675956726,0.0028827066998928785
WBCIC_MI,4,3,C_ZERO,-1.761046397033531e-05,1.0,1.0,7,1.0,0.0019476996967568994
WBCIC_MI,4,4,C_PLUS,4.527204605963522e-05,1.0876476764678955,1.0876476764678955,3,1.0,0.0004938393249176443
WBCIC_MI,4,5,C_ZERO,2.5056030518613328e-05,1.0,1.0,0,1.0132802724838257,0.000470676546683535
WBCIC_MI,4,6,C_ZERO,-2.333355428209327e-05,1.0,1.0,11,1.5,0.00044743859325535595
WBCIC_MI,4,7,C_ZERO,8.44727013468865e-06,1.0,1.0,14,0.9812943935394287,0.0004112623573746532
WBCIC_MI,4,8,C_ZERO,1.4483645808619776e-07,1.0,1.0,1,1.0,0.0002725468948483467
WBCIC_MI,4,9,C_ZERO,3.728285108959475e-06,1.0,1.0,8,1.0,0.00020832875452470034
WBCIC_MI,4,10,C_ZERO,2.477354449046709e-06,1.0,1.0,4,1.0876476764678955,0.00015074976545292884
WBCIC_MI,4,11,C_PLUS,0.000258261475508295,1.5,1.5,15,1.0,0.00011506316513987258
WBCIC_MI,4,12,C_ZERO,1.6082295192845973e-05,1.0,1.0,9,1.0,9.881351434160024e-05
WBCIC_MI,4,13,C_PLUS,4.7511706713426216e-05,1.091983675956726,1.091983675956726,6,1.0,9.106850484386086e-05
WBCIC_MI,4,14,C_MINUS,-9.661879386708129e-06,0.9812943935394287,1.0,5,1.0,8.804697426967323e-05
WBCIC_MI,4,15,C_ZERO,-3.156034590045859e-06,1.0,1.0,2,1.0,8.330100536113605e-05
