task,fold,direction,class,U_P,primary_r,positive_only_r,shuffle_source_direction,shuffled_r,variance_fraction
OpenBMI_MI,3,5,C_PLUS,0.007745499517750431,1.2273868322372437,1.2273868322372437,6,1.4402692317962646,0.013430945575237274
OpenBMI_MI,3,6,C_PLUS,0.014996935471936012,1.4402692317962646,1.4402692317962646,15,1.0,0.012467305175960064
OpenBMI_MI,3,7,C_ZERO,-0.0011896697908696297,1.0,1.0,14,1.0,0.012157621793448925
OpenBMI_MI,3,8,C_ZERO,0.0010261529776471434,1.0,1.0,11,1.0,0.011400682851672173
OpenBMI_MI,3,9,C_PLUS,0.003112603728186514,1.09137761592865,1.09137761592865,8,1.0,0.010504625737667084
OpenBMI_MI,3,10,C_ZERO,-0.0002920088314795066,1.0,1.0,12,1.1107430458068848,0.010135290212929249
OpenBMI_MI,3,11,C_ZERO,-0.0013001764231376002,1.0,1.0,7,1.0,0.009502998553216457
OpenBMI_MI,3,12,C_PLUS,0.003772250942711253,1.1107430458068848,1.1107430458068848,1,1.5,0.008753207512199879
OpenBMI_MI,3,13,C_ZERO,-0.0002520209908425386,1.0,1.0,9,1.09137761592865,0.008371000178158283
OpenBMI_MI,3,14,C_ZERO,0.00020551034158415858,1.0,1.0,3,1.039250135421753,0.008233271539211273
OpenBMI_MI,3,15,C_ZERO,0.0003867467912641587,1.0,1.0,0,1.1118438243865967,0.007730616256594658
OpenBMI_MI,4,0,C_ZERO,-0.0009273288788790524,1.0,1.0,3,1.0,0.030176203697919846
OpenBMI_MI,4,1,C_PLUS,0.017777346340881194,1.225129246711731,1.225129246711731,11,1.087397575378418,0.020154545083642006
OpenBMI_MI,4,2,C_MINUS,-0.001614374376140404,0.9795558452606201,1.0,9,1.0,0.0185075830668211
OpenBMI_MI,4,3,C_ZERO,-0.0010134591801147508,1.0,1.0,1,1.225129246711731,0.017464803531765938
OpenBMI_MI,4,4,C_ZERO,0.001229875276430903,1.0,1.0,12,0.9547122120857239,0.01560553815215826
OpenBMI_MI,4,5,C_ZERO,-0.00035058661165976446,1.0,1.0,10,1.0,0.01470392569899559
OpenBMI_MI,4,6,C_PLUS,0.004393922047529486,1.055643916130066,1.055643916130066,5,1.0,0.012898779474198818
OpenBMI_MI,4,7,C_ZERO,0.002632157134439694,1.0,1.0,2,0.9795558452606201,0.011643110774457455
OpenBMI_MI,4,8,C_PLUS,0.039482544122438415,1.5,1.5,13,1.0,0.01144885178655386
OpenBMI_MI,4,9,C_ZERO,0.0001985449718631571,1.0,1.0,7,1.0,0.011055911891162395
OpenBMI_MI,4,10,C_ZERO,0.0003851019973808434,1.0,1.0,4,1.0,0.010136487893760204
OpenBMI_MI,4,11,C_PLUS,0.0069013602318591435,1.087397575378418,1.087397575378418,15,1.0550830364227295,0.009971248917281628
OpenBMI_MI,4,12,C_MINUS,-0.003576156137962272,0.9547122120857239,1.0,14,1.0,0.009251345880329609
OpenBMI_MI,4,13,C_ZERO,0.0006062282023776788,1.0,1.0,8,1.5,0.009025759994983673
OpenBMI_MI,4,14,C_ZERO,-0.002591562637530842,1.0,1.0,6,1.055643916130066,0.008216424845159054
OpenBMI_MI,4,15,C_PLUS,0.0043496378066720355,1.0550830364227295,1.0550830364227295,0,1.0,0.008161491714417934
OpenBMI_ERP,0,0,C_PLUS,0.015647877371338836,1.0628944635391235,1.0628944635391235,7,1.5,0.0873560756444931
OpenBMI_ERP,0,1,C_PLUS,0.0032390488086093683,1.0130189657211304,1.0130189657211304,15,1.0,0.05457751452922821
OpenBMI_ERP,0,2,C_PLUS,0.006874925375450402,1.0276328325271606,1.0276328325271606,11,1.1707576513290405,0.02766341157257557
OpenBMI_ERP,0,3,C_PLUS,0.0330835208947974,1.1329747438430786,1.1329747438430786,13,1.1508337259292603,0.020170781761407852
OpenBMI_ERP,0,4,C_PLUS,0.0315138056223077,1.126665472984314,1.126665472984314,6,1.1889668703079224,0.019028859212994576
OpenBMI_ERP,0,5,C_PLUS,0.07190068101335782,1.2889950275421143,1.2889950275421143,3,1.1329747438430786,0.017309041693806648
OpenBMI_ERP,0,6,C_PLUS,0.04701412338472437,1.1889668703079224,1.1889668703079224,2,1.0276328325271606,0.016890348866581917
OpenBMI_ERP,0,7,C_PLUS,0.12439777594991028,1.5,1.5,9,1.2559702396392822,0.015972357243299484
OpenBMI_ERP,0,8,C_PLUS,0.054385246035235466,1.2185940742492676,1.2185940742492676,4,1.126665472984314,0.014782097190618515
OpenBMI_ERP,0,9,C_PLUS,0.06368426621193066,1.2559702396392822,1.2559702396392822,14,1.3475888967514038,0.013904551975429058
OpenBMI_ERP,0,10,C_ZERO,0.009008154502953402,1.0,1.0,1,1.0130189657211304,0.013357098214328289
OpenBMI_ERP,0,11,C_PLUS,0.0424837495200336,1.1707576513290405,1.1707576513290405,8,1.2185940742492676,0.012976355850696564
OpenBMI_ERP,0,12,C_PLUS,0.022608465953840095,1.0908716917037964,1.0908716917037964,5,1.2889950275421143,0.012592129409313202
OpenBMI_ERP,0,13,C_PLUS,0.03752676608564798,1.1508337259292603,1.1508337259292603,10,1.0,0.012218436226248741
OpenBMI_ERP,0,14,C_PLUS,0.08647857382893562,1.3475888967514038,1.3475888967514038,12,1.0908716917037964,0.011644931510090828
OpenBMI_ERP,0,15,C_ZERO,0.002823270296903502,1.0,1.0,0,1.0628944635391235,0.011429116129875183
OpenBMI_ERP,1,0,C_PLUS,0.08772760883439332,1.5,1.5,10,1.3901867866516113,0.05780235677957535
OpenBMI_ERP,1,1,C_PLUS,0.007866864402149076,1.0448368787765503,1.0448368787765503,7,1.1691408157348633,0.03756380453705788
OpenBMI_ERP,1,2,C_PLUS,0.012525676569521239,1.0713895559310913,1.0713895559310913,9,1.1797269582748413,0.02766120620071888
OpenBMI_ERP,1,3,C_PLUS,0.018651856955693803,1.106305480003357,1.106305480003357,4,1.2287653684616089,0.024925891309976578
OpenBMI_ERP,1,4,C_PLUS,0.04013808273448376,1.2287653684616089,1.2287653684616089,8,1.1771270036697388,0.021969815716147423
OpenBMI_ERP,1,5,C_PLUS,0.07128024960111361,1.4062589406967163,1.4062589406967163,11,1.1577277183532715,0.019173910841345787
OpenBMI_ERP,1,6,C_MINUS,-0.006942617923596117,0.9604308009147644,1.0,15,1.060899019241333,0.018591269850730896
OpenBMI_ERP,1,7,C_PLUS,0.029676631265101606,1.1691408157348633,1.1691408157348633,6,0.9604308009147644,0.017479876056313515
OpenBMI_ERP,1,8,C_PLUS,0.03107785900210729,1.1771270036697388,1.1771270036697388,2,1.0713895559310913,0.016831180080771446
OpenBMI_ERP,1,9,C_PLUS,0.03153403755422914,1.1797269582748413,1.1797269582748413,14,0.9770468473434448,0.015328203327953815
OpenBMI_ERP,1,10,C_PLUS,0.06846030072774738,1.3901867866516113,1.3901867866516113,0,1.5,0.015116562135517597
OpenBMI_ERP,1,11,C_PLUS,0.027674141421448438,1.1577277183532715,1.1577277183532715,1,1.0448368787765503,0.014048976823687553
OpenBMI_ERP,1,12,C_PLUS,0.019559261030371998,1.111477255821228,1.111477255821228,5,1.4062589406967163,0.01358503382652998
OpenBMI_ERP,1,13,C_PLUS,0.008902120469065267,1.0507372617721558,1.0507372617721558,3,1.106305480003357,0.012887896038591862
OpenBMI_ERP,1,14,C_MINUS,-0.004027252436799245,0.9770468473434448,1.0,13,1.0507372617721558,0.012512026354670525
OpenBMI_ERP,1,15,C_PLUS,0.010685060897594667,1.060899019241333,1.060899019241333,12,1.111477255821228,0.011996740475296974
OpenBMI_ERP,2,0,C_PLUS,0.043316093152679966,1.1533076763153076,1.1533076763153076,6,1.0759568214416504,0.05996336042881012
OpenBMI_ERP,2,1,C_PLUS,0.008929140402688062,1.0316027402877808,1.0316027402877808,11,1.0443994998931885,0.040592774748802185
OpenBMI_ERP,2,2,C_ZERO,0.013524996514024678,1.0,1.0,12,1.0490962266921997,0.025638867169618607
OpenBMI_ERP,2,3,C_PLUS,0.06822601166786627,1.2414708137512207,1.2414708137512207,7,1.5,0.01941523142158985
OpenBMI_ERP,2,4,C_PLUS,0.045193281966203355,1.1599515676498413,1.1599515676498413,14,1.1262412071228027,0.018311260268092155
OpenBMI_ERP,2,5,C_PLUS,0.07941204170347191,1.2810612916946411,1.2810612916946411,9,1.0,0.01730438321828842
OpenBMI_ERP,2,6,C_PLUS,0.021461119309242348,1.0759568214416504,1.0759568214416504,10,1.113459587097168,0.015762360766530037
OpenBMI_ERP,2,7,C_PLUS,0.1412717610131949,1.5,1.5,1,1.0316027402877808,0.0150109538808465
OpenBMI_ERP,2,8,C_PLUS,0.07033169804490172,1.248923420906067,1.248923420906067,4,1.1599515676498413,0.014621667563915253
OpenBMI_ERP,2,9,C_ZERO,-0.007663459361720015,1.0,1.0,8,1.248923420906067,0.013984590768814087
OpenBMI_ERP,2,10,C_PLUS,0.03205727646127343,1.113459587097168,1.113459587097168,13,1.0841703414916992,0.01363155897706747
OpenBMI_ERP,2,11,C_PLUS,0.012544799827446695,1.0443994998931885,1.0443994998931885,3,1.2414708137512207,0.01309229340404272
OpenBMI_ERP,2,12,C_PLUS,0.013871809423289961,1.0490962266921997,1.0490962266921997,2,1.0,0.012652412056922913
OpenBMI_ERP,2,13,C_PLUS,0.0237817897756031,1.0841703414916992,1.0841703414916992,15,1.0198476314544678,0.012451141141355038
OpenBMI_ERP,2,14,C_PLUS,0.03566863765445305,1.1262412071228027,1.1262412071228027,5,1.2810612916946411,0.011538289487361908
OpenBMI_ERP,2,15,C_PLUS,0.005607828446591157,1.0198476314544678,1.0198476314544678,0,1.1533076763153076,0.011064480058848858
OpenBMI_ERP,3,0,C_PLUS,0.024091038004553412,1.1472395658493042,1.1472395658493042,13,1.1006336212158203,0.07523061335086823
OpenBMI_ERP,3,1,C_PLUS,0.010336637200089172,1.0631754398345947,1.0631754398345947,9,1.0913136005401611,0.05039651319384575
OpenBMI_ERP,3,2,C_PLUS,0.0029631536540478008,1.0181101560592651,1.0181101560592651,4,1.1469337940216064,0.028002729639410973
OpenBMI_ERP,3,3,C_MINUS,-0.005054790704707557,0.969106137752533,1.0,11,1.101076364517212,0.01990901306271553
OpenBMI_ERP,3,4,C_PLUS,0.02404100943094818,1.1469337940216064,1.1469337940216064,6,1.1476320028305054,0.01904486119747162
OpenBMI_ERP,3,5,C_PLUS,0.014676634511488373,1.0897005796432495,1.0897005796432495,10,1.071535348892212,0.01700717583298683
OpenBMI_ERP,3,6,C_PLUS,0.024155250139301643,1.1476320028305054,1.1476320028305054,7,1.4770019054412842,0.016676316037774086
OpenBMI_ERP,3,7,C_PLUS,0.07804607980651782,1.4770019054412842,1.4770019054412842,14,1.1263238191604614,0.015222596004605293
OpenBMI_ERP,3,8,C_PLUS,0.08180897943675518,1.5,1.5,0,1.1472395658493042,0.014492928981781006
OpenBMI_ERP,3,9,C_PLUS,0.014940538027985895,1.0913136005401611,1.0913136005401611,15,1.073326587677002,0.013675540685653687
OpenBMI_ERP,3,10,C_PLUS,0.011704464508511592,1.071535348892212,1.071535348892212,3,0.969106137752533,0.013118362985551357
OpenBMI_ERP,3,11,C_PLUS,0.016537910911756624,1.101076364517212,1.101076364517212,5,1.0897005796432495,0.012610013596713543
OpenBMI_ERP,3,12,C_PLUS,0.005165538147593907,1.0315706729888916,1.0315706729888916,1,1.0631754398345947,0.01233486644923687
OpenBMI_ERP,3,13,C_PLUS,0.01646547502659814,1.1006336212158203,1.1006336212158203,2,1.0181101560592651,0.011990191414952278
OpenBMI_ERP,3,14,C_PLUS,0.020668836008553626,1.1263238191604614,1.1263238191604614,8,1.5,0.011600624769926071
OpenBMI_ERP,3,15,C_PLUS,0.01199755015932169,1.073326587677002,1.073326587677002,12,1.0315706729888916,0.011211811564862728
OpenBMI_ERP,4,0,C_PLUS,0.04071504604507936,1.4655752182006836,1.4655752182006836,5,1.2602307796478271,0.06896352022886276
OpenBMI_ERP,4,1,C_ZERO,-4.1199397969649e-05,1.0,1.0,0,1.4655752182006836,0.046403270214796066
OpenBMI_ERP,4,2,C_PLUS,0.015234565444552572,1.1742067337036133,1.1742067337036133,3,1.2813173532485962,0.027196289971470833
OpenBMI_ERP,4,3,C_PLUS,0.02460150192500805,1.2813173532485962,1.2813173532485962,9,1.2844280004501343,0.01928974688053131
OpenBMI_ERP,4,4,C_PLUS,0.010939462736132555,1.1250923871994019,1.1250923871994019,13,1.0,0.018020525574684143
OpenBMI_ERP,4,5,C_PLUS,0.02275745657098014,1.2602307796478271,1.2602307796478271,11,1.1090562343597412,0.017665496096014977
OpenBMI_ERP,4,6,C_PLUS,0.04259780661086552,1.4871045351028442,1.4871045351028442,7,1.5,0.016003884375095367
OpenBMI_ERP,4,7,C_PLUS,0.043725531079689975,1.5,1.5,10,1.2153375148773193,0.01507520116865635
OpenBMI_ERP,4,8,C_PLUS,0.014657366258052206,1.1676064729690552,1.1676064729690552,4,1.1250923871994019,0.014688191935420036
OpenBMI_ERP,4,9,C_PLUS,0.024873531027697026,1.2844280004501343,1.2844280004501343,6,1.4871045351028442,0.013729220256209373
OpenBMI_ERP,4,10,C_PLUS,0.018831496410712134,1.2153375148773193,1.2153375148773193,2,1.1742067337036133,0.013096313923597336
OpenBMI_ERP,4,11,C_PLUS,0.009537084282419528,1.1090562343597412,1.1090562343597412,12,1.3046895265579224,0.012668168172240257
OpenBMI_ERP,4,12,C_PLUS,0.026645420817658305,1.3046895265579224,1.3046895265579224,14,1.2055915594100952,0.012336712330579758
OpenBMI_ERP,4,13,C_ZERO,-0.0008630525717308046,1.0,1.0,8,1.1676064729690552,0.011477326974272728
OpenBMI_ERP,4,14,C_PLUS,0.017979198208195157,1.2055915594100952,1.2055915594100952,15,1.4262937307357788,0.011170647107064724
OpenBMI_ERP,4,15,C_PLUS,0.03727984114084393,1.4262937307357788,1.4262937307357788,1,1.0,0.010844280943274498
OpenBMI_SSVEP,0,0,C_PLUS,0.09429795826727058,1.0873901844024658,1.0873901844024658,9,1.0033906698226929,0.04595837742090225
OpenBMI_SSVEP,0,1,C_PLUS,0.03956892744317884,1.0366703271865845,1.0366703271865845,11,1.0,0.042266055941581726
OpenBMI_SSVEP,0,2,C_PLUS,0.37920899542514236,1.3514299392700195,1.3514299392700195,13,1.0079858303070068,0.03832102194428444
OpenBMI_SSVEP,0,3,C_PLUS,0.5395229390822351,1.5,1.5,5,1.0132027864456177,0.02714528515934944
OpenBMI_SSVEP,0,4,C_PLUS,0.0025386259720107775,1.0023527145385742,1.0023527145385742,7,1.0358468294143677,0.02256377600133419
OpenBMI_SSVEP,0,5,C_PLUS,0.014246437277688529,1.0132027864456177,1.0132027864456177,4,1.0023527145385742,0.016117461025714874
OpenBMI_SSVEP,0,6,C_PLUS,0.13660608976497315,1.1265989542007446,1.1265989542007446,10,1.0033724308013916,0.01570155844092369
OpenBMI_SSVEP,0,7,C_PLUS,0.03868031250895001,1.0358468294143677,1.0358468294143677,6,1.1265989542007446,0.014128418639302254
OpenBMI_SSVEP,0,8,C_PLUS,0.013631105973763625,1.0126326084136963,1.0126326084136963,3,1.5,0.013014707714319229
OpenBMI_SSVEP,0,9,C_PLUS,0.0036587427133781603,1.0033906698226929,1.0033906698226929,1,1.0366703271865845,0.01239005010575056
OpenBMI_SSVEP,0,10,C_PLUS,0.003638977501759655,1.0033724308013916,1.0033724308013916,2,1.3514299392700195,0.01120566762983799
OpenBMI_SSVEP,0,11,C_ZERO,0.00018567283368611242,1.0,1.0,14,1.0,0.010603056289255619
OpenBMI_SSVEP,0,12,C_ZERO,-0.0010381394190289938,1.0,1.0,8,1.0126326084136963,0.009648206643760204
OpenBMI_SSVEP,0,13,C_PLUS,0.008617104580480373,1.0079858303070068,1.0079858303070068,15,1.0,0.00821178499609232
OpenBMI_SSVEP,0,14,C_ZERO,0.01636028258544684,1.0,1.0,12,1.0,0.007769618649035692
OpenBMI_SSVEP,0,15,C_ZERO,0.00054482274226757,1.0,1.0,0,1.0873901844024658,0.00717413704842329
OpenBMI_SSVEP,1,0,C_PLUS,0.06330323050788138,1.0702022314071655,1.0702022314071655,9,1.030590295791626,0.044363152235746384
OpenBMI_SSVEP,1,1,C_PLUS,0.06719017589930446,1.0745128393173218,1.0745128393173218,14,1.0114490985870361,0.040458351373672485
OpenBMI_SSVEP,1,2,C_PLUS,0.29329309483000543,1.3252571821212769,1.3252571821212769,8,1.0,0.03341074660420418
OpenBMI_SSVEP,1,3,C_PLUS,0.4508633140474558,1.5,1.5,13,1.0,0.02396702766418457
OpenBMI_SSVEP,1,4,C_PLUS,0.007667631122785679,1.0085033178329468,1.0085033178329468,11,1.0,0.020035147666931152
OpenBMI_SSVEP,1,5,C_PLUS,0.01999020801686129,1.022168755531311,1.022168755531311,2,1.3252571821212769,0.01537184976041317
OpenBMI_SSVEP,1,6,C_PLUS,0.07149838208570145,1.079290509223938,1.079290509223938,10,1.002415657043457,0.014828219078481197
OpenBMI_SSVEP,1,7,C_PLUS,0.03547570027312759,1.039341926574707,1.039341926574707,12,1.0,0.0136727811768651
OpenBMI_SSVEP,1,8,C_ZERO,-0.0005875287197341095,1.0,1.0,7,1.039341926574707,0.013223400339484215
OpenBMI_SSVEP,1,9,C_PLUS,0.02758409319940256,1.030590295791626,1.030590295791626,1,1.0745128393173218,0.012309509329497814
OpenBMI_SSVEP,1,10,C_PLUS,0.002178264891699655,1.002415657043457,1.002415657043457,15,1.0,0.011849467642605305
OpenBMI_SSVEP,1,11,C_ZERO,-0.0011257044428930386,1.0,1.0,5,1.022168755531311,0.011147214099764824
OpenBMI_SSVEP,1,12,C_ZERO,-0.0019464426840386296,1.0,1.0,0,1.0702022314071655,0.009997190907597542
OpenBMI_SSVEP,1,13,C_ZERO,0.00930521316931845,1.0,1.0,3,1.5,0.008019722066819668
OpenBMI_SSVEP,1,14,C_PLUS,0.01032396176160546,1.0114490985870361,1.0114490985870361,6,1.079290509223938,0.007293734699487686
OpenBMI_SSVEP,1,15,C_ZERO,0.0005032495317209395,1.0,1.0,4,1.0085033178329468,0.007007356733083725
OpenBMI_SSVEP,2,0,C_PLUS,0.013678809941848159,1.0158634185791016,1.0158634185791016,8,1.0229473114013672,0.0497758723795414
OpenBMI_SSVEP,2,1,C_PLUS,0.08664333784254268,1.1004812717437744,1.1004812717437744,13,1.0,0.0438205748796463
OpenBMI_SSVEP,2,2,C_PLUS,0.3772281162091531,1.437475562095642,1.437475562095642,1,1.1004812717437744,0.03915346413850784
OpenBMI_SSVEP,2,3,C_PLUS,0.43114188658073543,1.5,1.5,0,1.0158634185791016,0.026768537238240242
OpenBMI_SSVEP,2,4,C_ZERO,-0.0001813080586543947,1.0,1.0,3,1.5,0.02218513935804367
OpenBMI_SSVEP,2,5,C_ZERO,-0.00021244176366508327,1.0,1.0,10,1.0037815570831299,0.016892606392502785
OpenBMI_SSVEP,2,6,C_PLUS,0.15664855124632596,1.1816670894622803,1.1816670894622803,9,1.0031250715255737,0.015136324800550938
OpenBMI_SSVEP,2,7,C_PLUS,0.0016052327997385873,1.001861572265625,1.001861572265625,2,1.437475562095642,0.014880894683301449
OpenBMI_SSVEP,2,8,C_PLUS,0.019787043998076115,1.0229473114013672,1.0229473114013672,4,1.0,0.013520497828722
OpenBMI_SSVEP,2,9,C_PLUS,0.002694656289895647,1.0031250715255737,1.0031250715255737,11,1.0,0.013111532665789127
OpenBMI_SSVEP,2,10,C_PLUS,0.003260756708368717,1.0037815570831299,1.0037815570831299,7,1.001861572265625,0.011805829592049122
OpenBMI_SSVEP,2,11,C_ZERO,0.00012932432518937277,1.0,1.0,12,1.0,0.010547148995101452
OpenBMI_SSVEP,2,12,C_ZERO,-0.0005072609987109899,1.0,1.0,5,1.0,0.009398535825312138
OpenBMI_SSVEP,2,13,C_ZERO,0.00014488415645246276,1.0,1.0,6,1.1816670894622803,0.0085407430306077
OpenBMI_SSVEP,2,14,C_PLUS,0.0073098874541756235,1.0084773302078247,1.0084773302078247,15,1.0,0.00836701039224863
OpenBMI_SSVEP,2,15,C_ZERO,0.0068611109403718725,1.0,1.0,14,1.0084773302078247,0.00745692104101181
OpenBMI_SSVEP,3,0,C_PLUS,0.10620790066677728,1.098480224609375,1.098480224609375,6,1.0,0.04637373611330986
OpenBMI_SSVEP,3,1,C_PLUS,0.06190700104634743,1.0574026107788086,1.0574026107788086,7,1.0845566987991333,0.04132495075464249
OpenBMI_SSVEP,3,2,C_PLUS,0.2750048041634727,1.2549954652786255,1.2549954652786255,9,1.0020222663879395,0.03676024079322815
OpenBMI_SSVEP,3,3,C_PLUS,0.539234630856663,1.5,1.5,2,1.2549954652786255,0.02529933489859104
OpenBMI_SSVEP,3,4,C_PLUS,0.01305950933638087,1.0121092796325684,1.0121092796325684,13,1.0,0.018877772614359856
OpenBMI_SSVEP,3,5,C_PLUS,0.050629449703774296,1.0469456911087036,1.0469456911087036,1,1.0574026107788086,0.015872184187173843
OpenBMI_SSVEP,3,6,C_ZERO,0.0006969845087496651,1.0,1.0,10,1.0024585723876953,0.014162692241370678
OpenBMI_SSVEP,3,7,C_PLUS,0.09119183379807509,1.0845566987991333,1.0845566987991333,5,1.0469456911087036,0.013722556643188
OpenBMI_SSVEP,3,8,C_PLUS,0.005730647770542418,1.0053136348724365,1.0053136348724365,3,1.5,0.012772871181368828
OpenBMI_SSVEP,3,9,C_PLUS,0.0021809184672747506,1.0020222663879395,1.0020222663879395,8,1.0053136348724365,0.011554628610610962
