task,session,variant,subjects,BA,macro_F1,NLL,label
OpenBMI_MI,S1,BASELINE,14,0.7142857142857143,0.7123347124632876,0.5777274753366198,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,PCA_POSITIVE_ONLY_ROUTING,14,0.715,0.7127534315316808,0.5809418686798641,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,SHUFFLED_UTILITY_ROUTING,14,0.7185714285714285,0.7164857001414828,0.5783301293849945,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,PCA_SIGNED_UTILITY_ROUTING,14,0.715,0.7127534315316808,0.5809392269168582,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,RANDOM_BASIS_0,14,0.7135714285714284,0.7116407713824499,0.5777492501905986,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,RANDOM_BASIS_1,14,0.7142857142857143,0.7123347124632876,0.5777327588626316,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,RANDOM_BASIS_2,14,0.7142857142857143,0.7123347124632876,0.5778010423694339,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,RANDOM_BASIS_3,14,0.7142857142857143,0.7123347124632876,0.5777123868465424,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S1,RANDOM_BASIS_4,14,0.7142857142857143,0.7123347124632876,0.5777285844087601,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,BASELINE,14,0.7114285714285714,0.7070341530180105,0.6204518015895572,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,PCA_POSITIVE_ONLY_ROUTING,14,0.7078571428571429,0.7030370248404632,0.6250822733023337,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,SHUFFLED_UTILITY_ROUTING,14,0.7085714285714285,0.7039389389901,0.6214071525526899,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,PCA_SIGNED_UTILITY_ROUTING,14,0.7078571428571429,0.7030370248404632,0.6251173282840422,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,RANDOM_BASIS_0,14,0.7121428571428571,0.7077466528394212,0.6204055028834513,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,RANDOM_BASIS_1,14,0.7121428571428571,0.7077466528394212,0.6204569563269615,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,RANDOM_BASIS_2,14,0.7121428571428571,0.7077466528394212,0.6205041336693934,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,RANDOM_BASIS_3,14,0.7121428571428571,0.7077466528394212,0.620462062635592,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,S2,RANDOM_BASIS_4,14,0.7121428571428571,0.7077466528394212,0.6204265992024115,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,BASELINE,14,0.8633100606690661,0.8210671435045951,0.2723009171230452,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,PCA_POSITIVE_ONLY_ROUTING,14,0.8599336735631459,0.8245247984547186,0.2616003027984074,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,SHUFFLED_UTILITY_ROUTING,14,0.8603881665130908,0.823252015799384,0.2642745641725404,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,PCA_SIGNED_UTILITY_ROUTING,14,0.8599336735631459,0.8245247984547186,0.26160812058619093,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,RANDOM_BASIS_0,14,0.8633316925645609,0.8212453073483408,0.2720947244337627,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,RANDOM_BASIS_1,14,0.8634182857772913,0.8214404965677399,0.27201686054468155,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,RANDOM_BASIS_2,14,0.8631152554742608,0.8211123959597669,0.27203299424477984,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,RANDOM_BASIS_3,14,0.8632884156474211,0.8213061589375864,0.271968842617103,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S1,RANDOM_BASIS_4,14,0.863201835560841,0.8211275214474332,0.2720232307910919,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,BASELINE,14,0.8644805194805194,0.8240006618174159,0.26806578252996716,POST_HELDOUT_DEVELOPMENT_EVALUATION
