task,subject,session,variant,BA,macro_F1,NLL,trials,label
OpenBMI_ERP,51,S2,RANDOM_BASIS_4,0.7781818181818182,0.712573902027027,0.44955354928970337,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,BASELINE,0.7406060606060606,0.7212095508715382,0.3990667164325714,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,PCA_POSITIVE_ONLY_ROUTING,0.7251515151515151,0.7137667376666779,0.39334720373153687,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,SHUFFLED_UTILITY_ROUTING,0.7248484848484849,0.7116879739978331,0.3952362537384033,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,PCA_SIGNED_UTILITY_ROUTING,0.7251515151515151,0.7137667376666779,0.3934311270713806,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,RANDOM_BASIS_0,0.740909090909091,0.7217541486601633,0.39900386333465576,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,RANDOM_BASIS_1,0.740909090909091,0.7217541486601633,0.39858609437942505,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,RANDOM_BASIS_2,0.7406060606060606,0.7212095508715382,0.3986499011516571,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,RANDOM_BASIS_3,0.740909090909091,0.7217541486601633,0.3988129198551178,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S2,RANDOM_BASIS_4,0.740909090909091,0.7217541486601633,0.39887291193008423,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,BASELINE,1.0,1.0,0.001036998350173235,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.0010379251325502992,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.0010325920302420855,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.0010379251325502992,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_0,1.0,1.0,0.0010386600624769926,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_1,1.0,1.0,0.001037373673170805,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_2,1.0,1.0,0.0010365541093051434,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_3,1.0,1.0,0.0010371212847530842,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_4,1.0,1.0,0.001036658650264144,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,BASELINE,0.99,0.9899959983993598,0.05135871097445488,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899959983993598,0.0654401183128357,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,SHUFFLED_UTILITY_ROUTING,0.99,0.9899959983993598,0.05399412289261818,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,PCA_SIGNED_UTILITY_ROUTING,0.99,0.9899959983993598,0.0654401183128357,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,RANDOM_BASIS_0,0.99,0.9899959983993598,0.05136546492576599,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,RANDOM_BASIS_1,0.99,0.9899959983993598,0.051480408757925034,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,RANDOM_BASIS_2,0.99,0.9899959983993598,0.05145818367600441,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,RANDOM_BASIS_3,0.99,0.9899959983993598,0.05131334438920021,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S1,RANDOM_BASIS_4,0.99,0.9899959983993598,0.051438331604003906,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,BASELINE,0.99,0.9899959983993598,0.023274002596735954,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.01925305277109146,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,SHUFFLED_UTILITY_ROUTING,0.99,0.9899959983993598,0.02253466658294201,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.01925305277109146,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,RANDOM_BASIS_0,0.99,0.9899959983993598,0.023295946419239044,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,RANDOM_BASIS_1,0.99,0.9899959983993598,0.023239322006702423,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,RANDOM_BASIS_2,0.99,0.9899959983993598,0.023336157202720642,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,RANDOM_BASIS_3,0.99,0.9899959983993598,0.023268066346645355,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S1,RANDOM_BASIS_4,0.99,0.9899959983993598,0.023279059678316116,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,BASELINE,0.94,0.9397423510466989,0.1800486147403717,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,PCA_POSITIVE_ONLY_ROUTING,0.95,0.9504219938566443,0.1356087177991867,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,SHUFFLED_UTILITY_ROUTING,0.94,0.9397423510466989,0.1755170375108719,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,PCA_SIGNED_UTILITY_ROUTING,0.95,0.9504219938566443,0.1356087177991867,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,RANDOM_BASIS_0,0.94,0.9397423510466989,0.17981578409671783,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,RANDOM_BASIS_1,0.94,0.9397423510466989,0.1799139380455017,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,RANDOM_BASIS_2,0.94,0.9397423510466989,0.1801116168498993,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,RANDOM_BASIS_3,0.94,0.9397423510466989,0.18009765446186066,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S1,RANDOM_BASIS_4,0.94,0.9397423510466989,0.18020832538604736,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,BASELINE,0.99,0.9899959983993598,0.011712354607880116,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899959983993598,0.01217692345380783,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,SHUFFLED_UTILITY_ROUTING,0.99,0.9899959983993598,0.011910952627658844,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,PCA_SIGNED_UTILITY_ROUTING,0.99,0.9899959983993598,0.01217692345380783,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,RANDOM_BASIS_0,0.99,0.9899959983993598,0.0116907749325037,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,RANDOM_BASIS_1,0.99,0.9899959983993598,0.011715447530150414,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,RANDOM_BASIS_2,0.99,0.9899959983993598,0.0117084551602602,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,RANDOM_BASIS_3,0.99,0.9899959983993598,0.01172672864049673,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S1,RANDOM_BASIS_4,0.99,0.9899959983993598,0.011697578243911266,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,BASELINE,0.99,0.9899959983993598,0.033227354288101196,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899959983993598,0.027501199394464493,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,SHUFFLED_UTILITY_ROUTING,0.99,0.9899959983993598,0.032977595925331116,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,PCA_SIGNED_UTILITY_ROUTING,0.99,0.9899959983993598,0.027501199394464493,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,RANDOM_BASIS_0,0.99,0.9899959983993598,0.033224403858184814,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,RANDOM_BASIS_1,0.99,0.9899959983993598,0.03330177441239357,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,RANDOM_BASIS_2,0.99,0.9899959983993598,0.03326180577278137,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,RANDOM_BASIS_3,0.99,0.9899959983993598,0.033350422978401184,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S1,RANDOM_BASIS_4,0.99,0.9899959983993598,0.033223483711481094,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,BASELINE,1.0,1.0,0.008031407371163368,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899959983993598,0.011200882494449615,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.007914740592241287,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,PCA_SIGNED_UTILITY_ROUTING,0.99,0.9899959983993598,0.011200882494449615,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,RANDOM_BASIS_0,1.0,1.0,0.00800440926104784,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,RANDOM_BASIS_1,1.0,1.0,0.008051683194935322,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,RANDOM_BASIS_2,1.0,1.0,0.008005023933947086,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,RANDOM_BASIS_3,1.0,1.0,0.007961779832839966,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S1,RANDOM_BASIS_4,1.0,1.0,0.008028529584407806,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,BASELINE,0.98,0.979779411764706,0.07704911381006241,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,PCA_POSITIVE_ONLY_ROUTING,0.98,0.979779411764706,0.06880322098731995,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,SHUFFLED_UTILITY_ROUTING,0.98,0.979779411764706,0.07406166195869446,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,PCA_SIGNED_UTILITY_ROUTING,0.98,0.979779411764706,0.06880322098731995,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,RANDOM_BASIS_0,0.98,0.979779411764706,0.07723652571439743,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,RANDOM_BASIS_1,0.98,0.979779411764706,0.07709870487451553,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,RANDOM_BASIS_2,0.98,0.979779411764706,0.07704855501651764,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,RANDOM_BASIS_3,0.98,0.979779411764706,0.07700571417808533,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S1,RANDOM_BASIS_4,0.98,0.979779411764706,0.07709168642759323,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,BASELINE,1.0,1.0,0.007687015924602747,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.004804025869816542,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.00810997560620308,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.004804025869816542,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,RANDOM_BASIS_0,1.0,1.0,0.007698689121752977,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,RANDOM_BASIS_1,1.0,1.0,0.007681276649236679,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,RANDOM_BASIS_2,1.0,1.0,0.007708849385380745,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,RANDOM_BASIS_3,1.0,1.0,0.007719697896391153,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S1,RANDOM_BASIS_4,1.0,1.0,0.007685690652579069,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,BASELINE,0.98,0.9799959983993597,0.06680039316415787,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,PCA_POSITIVE_ONLY_ROUTING,0.97,0.9697919167667067,0.06107589229941368,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,SHUFFLED_UTILITY_ROUTING,0.98,0.9799959983993597,0.06629280745983124,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,PCA_SIGNED_UTILITY_ROUTING,0.97,0.9697919167667067,0.06107589229941368,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,RANDOM_BASIS_0,0.98,0.9799959983993597,0.06684594601392746,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,RANDOM_BASIS_1,0.98,0.9799959983993597,0.06676217913627625,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,RANDOM_BASIS_2,0.98,0.9799959983993597,0.0667085349559784,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,RANDOM_BASIS_3,0.98,0.9799959983993597,0.06675389409065247,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S1,RANDOM_BASIS_4,0.98,0.9799959983993597,0.06679028272628784,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,BASELINE,1.0,1.0,0.0028411659877747297,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.0022889829706400633,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.0027625595685094595,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.0022889829706400633,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,RANDOM_BASIS_0,1.0,1.0,0.0028392437379807234,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,RANDOM_BASIS_1,1.0,1.0,0.002839264925569296,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,RANDOM_BASIS_2,1.0,1.0,0.0028440086171031,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,RANDOM_BASIS_3,1.0,1.0,0.002841256558895111,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S1,RANDOM_BASIS_4,1.0,1.0,0.002836800878867507,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,BASELINE,0.99,0.9899959983993597,0.013485947623848915,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899959983993597,0.01337757334113121,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,SHUFFLED_UTILITY_ROUTING,0.99,0.9899959983993597,0.013051694259047508,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,PCA_SIGNED_UTILITY_ROUTING,0.99,0.9899959983993597,0.01337757334113121,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,RANDOM_BASIS_0,0.99,0.9899959983993597,0.013467598706483841,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,RANDOM_BASIS_1,0.99,0.9899959983993597,0.013511773198843002,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,RANDOM_BASIS_2,0.99,0.9899959983993597,0.01343512162566185,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,RANDOM_BASIS_3,0.99,0.9899959983993597,0.013504663482308388,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S1,RANDOM_BASIS_4,0.99,0.9899959983993597,0.013478215783834457,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,BASELINE,0.67,0.6703497027709922,1.1081466674804688,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,PCA_POSITIVE_ONLY_ROUTING,0.67,0.6677711823060659,1.115492582321167,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,SHUFFLED_UTILITY_ROUTING,0.68,0.6803453030569735,1.108264684677124,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,PCA_SIGNED_UTILITY_ROUTING,0.67,0.6677711823060659,1.115492582321167,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,RANDOM_BASIS_0,0.67,0.6703497027709922,1.1072852611541748,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,RANDOM_BASIS_1,0.67,0.6703497027709922,1.108676791191101,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,RANDOM_BASIS_2,0.67,0.6703497027709922,1.1082817316055298,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,RANDOM_BASIS_3,0.67,0.6703497027709922,1.1077556610107422,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S1,RANDOM_BASIS_4,0.67,0.6703497027709922,1.108198881149292,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,BASELINE,0.77,0.7627551020408163,0.7375133037567139,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,PCA_POSITIVE_ONLY_ROUTING,0.82,0.8175246750497813,0.6999762654304504,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,SHUFFLED_UTILITY_ROUTING,0.75,0.7425703718609049,0.7383748888969421,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,PCA_SIGNED_UTILITY_ROUTING,0.82,0.8175246750497813,0.6999762654304504,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,RANDOM_BASIS_0,0.77,0.7627551020408163,0.7380614280700684,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,RANDOM_BASIS_1,0.77,0.7627551020408163,0.7378237247467041,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,RANDOM_BASIS_2,0.77,0.7627551020408163,0.7376741170883179,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,RANDOM_BASIS_3,0.77,0.7627551020408163,0.7378988862037659,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S1,RANDOM_BASIS_4,0.77,0.7627551020408163,0.7377327084541321,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,BASELINE,1.0,1.0,0.00040029617957770824,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.0004082581144757569,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.00040051143150776625,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.0004082581144757569,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_0,1.0,1.0,0.00040026995702646673,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_1,1.0,1.0,0.00040025863563641906,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_2,1.0,1.0,0.00040027950308285654,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_3,1.0,1.0,0.00040029024239629507,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_4,1.0,1.0,0.0004002532223239541,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,BASELINE,0.97,0.9695252077917911,0.1845085322856903,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,PCA_POSITIVE_ONLY_ROUTING,0.97,0.9695252077917911,0.18992289900779724,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,SHUFFLED_UTILITY_ROUTING,0.97,0.9695252077917911,0.1858978122472763,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,PCA_SIGNED_UTILITY_ROUTING,0.97,0.9695252077917911,0.18992289900779724,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,RANDOM_BASIS_0,0.97,0.9695252077917911,0.18446382880210876,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,RANDOM_BASIS_1,0.97,0.9695252077917911,0.18455001711845398,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,RANDOM_BASIS_2,0.97,0.9695252077917911,0.1844455599784851,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,RANDOM_BASIS_3,0.97,0.9695252077917911,0.18457363545894623,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,12,S2,RANDOM_BASIS_4,0.97,0.9695252077917911,0.18466970324516296,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,BASELINE,0.92,0.9151363342539813,0.2979394793510437,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,PCA_POSITIVE_ONLY_ROUTING,0.92,0.9151363342539813,0.2816932201385498,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,SHUFFLED_UTILITY_ROUTING,0.92,0.9151363342539813,0.2955653667449951,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,PCA_SIGNED_UTILITY_ROUTING,0.92,0.9151363342539813,0.2816932201385498,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,RANDOM_BASIS_0,0.92,0.9151363342539813,0.29812368750572205,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,RANDOM_BASIS_1,0.92,0.9151363342539813,0.29793861508369446,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,RANDOM_BASIS_2,0.92,0.9151363342539813,0.29783785343170166,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,RANDOM_BASIS_3,0.92,0.9151363342539813,0.298161119222641,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,13,S2,RANDOM_BASIS_4,0.92,0.9151363342539813,0.2979136109352112,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,BASELINE,0.98,0.9799919967987194,0.05841243639588356,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,PCA_POSITIVE_ONLY_ROUTING,0.98,0.9799919967987194,0.05103544890880585,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,SHUFFLED_UTILITY_ROUTING,0.98,0.9799919967987194,0.05772169679403305,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,PCA_SIGNED_UTILITY_ROUTING,0.98,0.9799919967987194,0.05103544890880585,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,RANDOM_BASIS_0,0.98,0.9799919967987194,0.05849454924464226,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
