task,subject,session,variant,BA,macro_F1,NLL,trials,label
OpenBMI_MI,18,S2,RANDOM_BASIS_4,0.62,0.6198479391756703,0.6799663305282593,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,BASELINE,0.62,0.6006725514922235,1.000240445137024,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,PCA_POSITIVE_ONLY_ROUTING,0.63,0.6093337556752191,1.021561622619629,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,SHUFFLED_UTILITY_ROUTING,0.62,0.6006725514922235,1.0006736516952515,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,PCA_SIGNED_UTILITY_ROUTING,0.63,0.6093337556752191,1.021594524383545,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,RANDOM_BASIS_0,0.62,0.6006725514922235,1.0001330375671387,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,RANDOM_BASIS_1,0.62,0.6006725514922235,0.9999555349349976,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,RANDOM_BASIS_2,0.62,0.6006725514922235,1.0002195835113525,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,RANDOM_BASIS_3,0.62,0.6006725514922235,1.000304937362671,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,24,S2,RANDOM_BASIS_4,0.62,0.6006725514922235,1.0005033016204834,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,BASELINE,0.99,0.9899989998999901,0.0585172176361084,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899989998999901,0.05749564990401268,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,SHUFFLED_UTILITY_ROUTING,0.99,0.9899989998999901,0.057868409901857376,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,PCA_SIGNED_UTILITY_ROUTING,0.99,0.9899989998999901,0.05742974206805229,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,RANDOM_BASIS_0,0.99,0.9899989998999901,0.05852963402867317,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,RANDOM_BASIS_1,0.99,0.9899989998999901,0.058528199791908264,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,RANDOM_BASIS_2,0.99,0.9899989998999901,0.05850007012486458,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,RANDOM_BASIS_3,0.99,0.9899989998999901,0.05852074176073074,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,25,S2,RANDOM_BASIS_4,0.99,0.9899989998999901,0.05851101502776146,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,BASELINE,0.64,0.6394230769230769,0.6887375712394714,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,PCA_POSITIVE_ONLY_ROUTING,0.62,0.6193910256410255,0.6937942504882812,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,SHUFFLED_UTILITY_ROUTING,0.64,0.6394230769230769,0.6897196173667908,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,PCA_SIGNED_UTILITY_ROUTING,0.62,0.6193910256410255,0.6938617825508118,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,RANDOM_BASIS_0,0.64,0.6394230769230769,0.6890571117401123,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,RANDOM_BASIS_1,0.64,0.6394230769230769,0.6891232132911682,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,RANDOM_BASIS_2,0.64,0.6394230769230769,0.6886460781097412,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,RANDOM_BASIS_3,0.64,0.6394230769230769,0.6886765956878662,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,29,S2,RANDOM_BASIS_4,0.64,0.6394230769230769,0.6886516809463501,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,BASELINE,0.85,0.8498648783905515,0.3527648150920868,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,PCA_POSITIVE_ONLY_ROUTING,0.85,0.8498648783905515,0.356358140707016,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,SHUFFLED_UTILITY_ROUTING,0.85,0.8498648783905515,0.3520788252353668,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,PCA_SIGNED_UTILITY_ROUTING,0.85,0.8498648783905515,0.3562619686126709,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,RANDOM_BASIS_0,0.85,0.8498648783905515,0.35261449217796326,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,RANDOM_BASIS_1,0.85,0.8498648783905515,0.3528931140899658,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,RANDOM_BASIS_2,0.85,0.8498648783905515,0.3528293967247009,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,RANDOM_BASIS_3,0.85,0.8498648783905515,0.3527422249317169,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,36,S2,RANDOM_BASIS_4,0.85,0.8498648783905515,0.352866530418396,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,BASELINE,0.63,0.6269785260610949,0.7163738012313843,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,PCA_POSITIVE_ONLY_ROUTING,0.67,0.6659580929243851,0.7241621613502502,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,SHUFFLED_UTILITY_ROUTING,0.63,0.6269785260610949,0.7195035815238953,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,PCA_SIGNED_UTILITY_ROUTING,0.67,0.6659580929243851,0.7240508198738098,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,RANDOM_BASIS_0,0.63,0.6269785260610949,0.7165088057518005,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,RANDOM_BASIS_1,0.63,0.6269785260610949,0.7162531018257141,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,RANDOM_BASIS_2,0.63,0.6269785260610949,0.7164028286933899,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,RANDOM_BASIS_3,0.63,0.6269785260610949,0.7165605425834656,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,37,S2,RANDOM_BASIS_4,0.63,0.6269785260610949,0.7161941528320312,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,BASELINE,0.63,0.6093337556752191,0.7435597777366638,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,PCA_POSITIVE_ONLY_ROUTING,0.62,0.5967741935483871,0.7509823441505432,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,SHUFFLED_UTILITY_ROUTING,0.62,0.5967741935483871,0.7539808750152588,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,PCA_SIGNED_UTILITY_ROUTING,0.62,0.5967741935483871,0.7510048151016235,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,RANDOM_BASIS_0,0.63,0.6093337556752191,0.7433426380157471,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,RANDOM_BASIS_1,0.63,0.6093337556752191,0.7432273626327515,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,RANDOM_BASIS_2,0.63,0.6093337556752191,0.7438600063323975,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,RANDOM_BASIS_3,0.63,0.6093337556752191,0.7438706755638123,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,39,S2,RANDOM_BASIS_4,0.63,0.6093337556752191,0.743429958820343,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,BASELINE,0.73,0.7297567811029927,0.6320645809173584,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,PCA_POSITIVE_ONLY_ROUTING,0.74,0.7398959583833533,0.6314857006072998,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,SHUFFLED_UTILITY_ROUTING,0.73,0.7297567811029927,0.6282960176467896,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,PCA_SIGNED_UTILITY_ROUTING,0.74,0.7398959583833533,0.6315221786499023,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,RANDOM_BASIS_0,0.73,0.7297567811029927,0.6324959397315979,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,RANDOM_BASIS_1,0.73,0.7297567811029927,0.63218092918396,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,RANDOM_BASIS_2,0.73,0.7297567811029927,0.632010281085968,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,RANDOM_BASIS_3,0.73,0.7297567811029927,0.6320053339004517,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,42,S2,RANDOM_BASIS_4,0.73,0.7297567811029927,0.6321159601211548,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,BASELINE,0.6599999999999999,0.6594551282051282,0.7281169891357422,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,PCA_POSITIVE_ONLY_ROUTING,0.6599999999999999,0.6587715776796468,0.7214488983154297,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,SHUFFLED_UTILITY_ROUTING,0.6599999999999999,0.6587715776796468,0.7258070111274719,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,PCA_SIGNED_UTILITY_ROUTING,0.6599999999999999,0.6587715776796468,0.7214159369468689,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,RANDOM_BASIS_0,0.6599999999999999,0.6594551282051282,0.727944016456604,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,RANDOM_BASIS_1,0.6599999999999999,0.6594551282051282,0.7281813621520996,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,RANDOM_BASIS_2,0.6599999999999999,0.6594551282051282,0.7282020449638367,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,RANDOM_BASIS_3,0.6599999999999999,0.6594551282051282,0.7281749248504639,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,51,S2,RANDOM_BASIS_4,0.6599999999999999,0.6594551282051282,0.7281415462493896,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,BASELINE,0.73,0.7297567811029927,0.5601828098297119,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,PCA_POSITIVE_ONLY_ROUTING,0.72,0.719551282051282,0.5652041435241699,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,SHUFFLED_UTILITY_ROUTING,0.71,0.7097387648883995,0.5618229508399963,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,PCA_SIGNED_UTILITY_ROUTING,0.72,0.719551282051282,0.5650707483291626,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,RANDOM_BASIS_0,0.73,0.7297567811029927,0.5599704384803772,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,RANDOM_BASIS_1,0.73,0.7297567811029927,0.5601679086685181,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,RANDOM_BASIS_2,0.73,0.7297567811029927,0.5603435635566711,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,RANDOM_BASIS_3,0.73,0.7297567811029927,0.5603675246238708,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_MI,54,S2,RANDOM_BASIS_4,0.73,0.7297567811029927,0.5602238774299622,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,BASELINE,0.7945454545454546,0.7841244515357,0.28688427805900574,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,PCA_POSITIVE_ONLY_ROUTING,0.7842424242424242,0.7828693414434437,0.2772773206233978,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,SHUFFLED_UTILITY_ROUTING,0.7866666666666666,0.7839072765768584,0.28034403920173645,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,PCA_SIGNED_UTILITY_ROUTING,0.7842424242424242,0.7828693414434437,0.27728623151779175,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,RANDOM_BASIS_0,0.7936363636363637,0.7842610641252967,0.28678879141807556,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,RANDOM_BASIS_1,0.793939393939394,0.7848941479026378,0.28669893741607666,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,RANDOM_BASIS_2,0.7918181818181818,0.7824999299548909,0.28689706325531006,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,RANDOM_BASIS_3,0.7936363636363637,0.7842610641252967,0.2868822515010834,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S1,RANDOM_BASIS_4,0.7951515151515152,0.785388355034969,0.2869253158569336,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,BASELINE,0.9478787878787879,0.881171043259489,0.18584775924682617,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,PCA_POSITIVE_ONLY_ROUTING,0.9506060606060607,0.8897864005821033,0.1755923330783844,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,SHUFFLED_UTILITY_ROUTING,0.9503030303030303,0.8865782694275289,0.1769629716873169,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,PCA_SIGNED_UTILITY_ROUTING,0.9506060606060607,0.8897864005821033,0.1755986213684082,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,RANDOM_BASIS_0,0.9478787878787879,0.881171043259489,0.1854546070098877,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,RANDOM_BASIS_1,0.9478787878787879,0.881171043259489,0.18548916280269623,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,RANDOM_BASIS_2,0.9478787878787879,0.881171043259489,0.1855783760547638,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,RANDOM_BASIS_3,0.9481818181818182,0.8818428531287458,0.1853625625371933,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S1,RANDOM_BASIS_4,0.9475757575757575,0.8805003883520421,0.18542304635047913,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,BASELINE,0.8936363636363637,0.8305186102385332,0.27234336733818054,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,PCA_POSITIVE_ONLY_ROUTING,0.896060606060606,0.8377202759380893,0.2622763514518738,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,SHUFFLED_UTILITY_ROUTING,0.8933333333333333,0.8342648761250768,0.2640256881713867,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,PCA_SIGNED_UTILITY_ROUTING,0.896060606060606,0.8377202759380893,0.2623025178909302,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,RANDOM_BASIS_0,0.8936363636363637,0.8305186102385332,0.27180561423301697,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,RANDOM_BASIS_1,0.8936363636363637,0.8305186102385332,0.27215173840522766,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,RANDOM_BASIS_2,0.8936363636363637,0.8305186102385332,0.27195051312446594,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,RANDOM_BASIS_3,0.8936363636363637,0.8305186102385332,0.2716791331768036,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S1,RANDOM_BASIS_4,0.8936363636363637,0.8305186102385332,0.271717369556427,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,BASELINE,0.8324242424242424,0.7521550824897982,0.40645837783813477,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,PCA_POSITIVE_ONLY_ROUTING,0.8342424242424242,0.7570435574420016,0.3955959677696228,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,SHUFFLED_UTILITY_ROUTING,0.8348484848484848,0.7563705099000266,0.3978210389614105,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,PCA_SIGNED_UTILITY_ROUTING,0.8342424242424242,0.7570435574420016,0.3955846130847931,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,RANDOM_BASIS_0,0.8324242424242424,0.7521550824897982,0.4062366485595703,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,RANDOM_BASIS_1,0.833030303030303,0.7532050385215123,0.4059801399707794,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,RANDOM_BASIS_2,0.8324242424242424,0.7521550824897982,0.4056539535522461,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,RANDOM_BASIS_3,0.833030303030303,0.7532050385215123,0.40560296177864075,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S1,RANDOM_BASIS_4,0.8327272727272728,0.7526797385620915,0.40644028782844543,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,BASELINE,0.7790681220941985,0.7780562440921273,0.28816163539886475,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,PCA_POSITIVE_ONLY_ROUTING,0.7617987026113163,0.7715783348595848,0.28290292620658875,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,SHUFFLED_UTILITY_ROUTING,0.7696767554256942,0.7763336347197107,0.28383833169937134,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,PCA_SIGNED_UTILITY_ROUTING,0.7617987026113163,0.7715783348595848,0.28291845321655273,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,RANDOM_BASIS_0,0.7787649080250657,0.7774184168367458,0.28823208808898926,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,RANDOM_BASIS_1,0.7790681220941985,0.7780562440921273,0.2877900302410126,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,RANDOM_BASIS_2,0.7790681220941985,0.7780562440921273,0.2879534065723419,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,RANDOM_BASIS_3,0.7790681220941985,0.7780562440921273,0.2878636121749878,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S1,RANDOM_BASIS_4,0.7775529705790469,0.7768814346053442,0.28802961111068726,1979,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,BASELINE,0.9612121212121212,0.9064935064935065,0.1709938645362854,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,PCA_POSITIVE_ONLY_ROUTING,0.9606060606060607,0.9131767193806044,0.15291504561901093,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,SHUFFLED_UTILITY_ROUTING,0.9603030303030303,0.9124464051409739,0.15744364261627197,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,PCA_SIGNED_UTILITY_ROUTING,0.9606060606060607,0.9131767193806044,0.15287652611732483,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,RANDOM_BASIS_0,0.9612121212121212,0.9064935064935065,0.17097635567188263,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,RANDOM_BASIS_1,0.9618181818181819,0.9079241071428572,0.1707359403371811,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,RANDOM_BASIS_2,0.9618181818181819,0.9079241071428572,0.1706383228302002,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,RANDOM_BASIS_3,0.9615151515151515,0.907208138624602,0.17071206867694855,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S1,RANDOM_BASIS_4,0.9615151515151515,0.907208138624602,0.17048415541648865,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,BASELINE,0.793939393939394,0.8019473105109095,0.2775023877620697,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,PCA_POSITIVE_ONLY_ROUTING,0.7827272727272727,0.7988406431149513,0.27414846420288086,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,SHUFFLED_UTILITY_ROUTING,0.7851515151515152,0.7999012610253283,0.27556565403938293,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,PCA_SIGNED_UTILITY_ROUTING,0.7827272727272727,0.7988406431149513,0.27418944239616394,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,RANDOM_BASIS_0,0.7942424242424242,0.80263148570616,0.27754220366477966,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,RANDOM_BASIS_1,0.7945454545454546,0.8033172127239289,0.2772558331489563,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,RANDOM_BASIS_2,0.7924242424242425,0.8007606941014791,0.2773377299308777,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,RANDOM_BASIS_3,0.793030303030303,0.8021289444082648,0.27746304869651794,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S1,RANDOM_BASIS_4,0.7927272727272727,0.8014440433212996,0.27728691697120667,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,BASELINE,0.7957575757575757,0.7805973587223587,0.2967950999736786,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,PCA_POSITIVE_ONLY_ROUTING,0.7906060606060606,0.7819981055329581,0.2893260419368744,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,SHUFFLED_UTILITY_ROUTING,0.7903030303030303,0.7813678224584187,0.2912421226501465,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,PCA_SIGNED_UTILITY_ROUTING,0.7906060606060606,0.7819981055329581,0.28934600949287415,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,RANDOM_BASIS_0,0.7945454545454546,0.7801073491681226,0.29663437604904175,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,RANDOM_BASIS_1,0.7954545454545454,0.7799784292577704,0.2965911030769348,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,RANDOM_BASIS_2,0.796060606060606,0.7812174762225665,0.2966492176055908,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,RANDOM_BASIS_3,0.7942424242424242,0.7794879701057489,0.29675841331481934,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S1,RANDOM_BASIS_4,0.796060606060606,0.7812174762225665,0.2966477572917938,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,BASELINE,0.9551515151515151,0.9028857959849652,0.1544363796710968,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,PCA_POSITIVE_ONLY_ROUTING,0.9566666666666667,0.9064671573204339,0.14723877608776093,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,SHUFFLED_UTILITY_ROUTING,0.9557575757575758,0.9043142933902981,0.14877849817276,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,PCA_SIGNED_UTILITY_ROUTING,0.9566666666666667,0.9064671573204339,0.1472368687391281,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,RANDOM_BASIS_0,0.9551515151515151,0.9028857959849652,0.15418028831481934,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,RANDOM_BASIS_1,0.9551515151515151,0.9028857959849652,0.15418751537799835,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,RANDOM_BASIS_2,0.9551515151515151,0.9028857959849652,0.1542094647884369,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,RANDOM_BASIS_3,0.9551515151515151,0.9028857959849652,0.15402907133102417,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S1,RANDOM_BASIS_4,0.9551515151515151,0.9028857959849652,0.1541755199432373,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,BASELINE,0.8921212121212121,0.8429324457338238,0.2732478678226471,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,PCA_POSITIVE_ONLY_ROUTING,0.8872727272727272,0.8463230485702395,0.2624339461326599,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
