task,subject,session,variant,baseline_errors_rescued,baseline_correct_damaged,trials,label,Cplus_energy_fraction_rescued_mean,Cplus_energy_fraction_damaged_mean,Cminus_energy_fraction_rescued_mean,Cminus_energy_fraction_damaged_mean,high_abs_utility_energy_fraction_rescued_mean,high_abs_utility_energy_fraction_damaged_mean,p_movement_relative_rescued_mean,p_movement_relative_damaged_mean,c_preservation_max_abs_rescued_mean,c_preservation_max_abs_damaged_mean
OpenBMI_MI,17,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,PCA_POSITIVE_ONLY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,SHUFFLED_UTILITY_ROUTING,1,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.03907747566699982,0.029451701790094376,0.008120530284941196,0.0027239196933805943,0.02169564925134182,0.015991678461432457,0.05293493717908859,0.04992607980966568,5.960464477539063e-08,7.450580596923828e-08
OpenBMI_MI,18,S1,PCA_SIGNED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S1,PCA_POSITIVE_ONLY_ROUTING,0,2,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.03623940050601959,,0.005410652607679367,,0.022506367415189743,,0.08145260810852051,,8.34465012644614e-08
OpenBMI_MI,24,S1,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S1,PCA_SIGNED_UTILITY_ROUTING,0,2,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.03623940050601959,,0.005410652607679367,,0.022506367415189743,,0.08164045214653015,,8.046627186786282e-08
OpenBMI_MI,24,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,PCA_POSITIVE_ONLY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,PCA_SIGNED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,25,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,29,S1,PCA_POSITIVE_ONLY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.05474323034286499,,0.005202530883252621,,0.03658778592944145,,0.0956227108836174,,2.1457671550706436e-07,
OpenBMI_MI,29,S1,SHUFFLED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.035343386232852936,,0.004692606627941132,,0.029436681419610977,,0.10554814338684082,,1.01327898960335e-07,
OpenBMI_MI,29,S1,PCA_SIGNED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.05474323034286499,,0.005202530883252621,,0.03658778592944145,,0.09641663730144501,,2.1457671550706436e-07,
OpenBMI_MI,29,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,29,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,29,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,29,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,29,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,36,S1,PCA_POSITIVE_ONLY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.018062952905893326,,0.003797717858105898,,0.008656767196953297,,0.05693412944674492,,7.152557657263969e-08
OpenBMI_MI,36,S1,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,36,S1,PCA_SIGNED_UTILITY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.018062952905893326,,0.003797717858105898,,0.008656767196953297,,0.058077454566955566,,8.34465012644614e-08
OpenBMI_MI,36,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,36,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,36,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,36,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,36,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,37,S1,PCA_POSITIVE_ONLY_ROUTING,2,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.0395384319126606,0.11071686446666718,0.004356652498245239,0.008589496836066246,0.025534924119710922,0.0520663745701313,0.058907099068164825,0.07108886539936066,8.791685246478664e-08,2.1457671550706436e-07
OpenBMI_MI,37,S1,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,37,S1,PCA_SIGNED_UTILITY_ROUTING,2,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.0395384319126606,0.11071686446666718,0.004356652498245239,0.008589496836066246,0.025534924119710922,0.0520663745701313,0.05856953561306,0.07013709098100662,9.685754776000977e-08,1.9073486612342094e-07
OpenBMI_MI,37,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,37,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,37,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,37,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,37,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,39,S1,PCA_POSITIVE_ONLY_ROUTING,2,2,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.035892780870199203,0.04107852280139923,0.0029847766272723675,0.010048248805105686,0.023597674444317818,0.024549022316932678,0.1115618348121643,0.08136600255966187,1.028180136586343e-07,1.1920928955078125e-07
OpenBMI_MI,39,S1,SHUFFLED_UTILITY_ROUTING,2,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.035892780870199203,,0.0029847766272723675,,0.023597674444317818,,0.08857204020023346,,1.1324882365215672e-07,
OpenBMI_MI,39,S1,PCA_SIGNED_UTILITY_ROUTING,2,2,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.035892780870199203,0.04107852280139923,0.0029847766272723675,0.010048248805105686,0.023597674444317818,0.024549022316932678,0.11105408519506454,0.08450953662395477,1.1920928955078125e-07,1.206994113545079e-07
OpenBMI_MI,39,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,39,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,39,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,39,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,39,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,42,S1,PCA_POSITIVE_ONLY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.03513949364423752,,0.00970875471830368,,0.02145947888493538,,0.0859363004565239,,3.337860050578456e-07,
OpenBMI_MI,42,S1,SHUFFLED_UTILITY_ROUTING,2,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.0858551561832428,,0.011111674830317497,,0.04816819727420807,,0.09681673347949982,,2.8610230629055877e-07,
OpenBMI_MI,42,S1,PCA_SIGNED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.03513949364423752,,0.00970875471830368,,0.02145947888493538,,0.08409924805164337,,4.2915343101412873e-07,
OpenBMI_MI,42,S1,RANDOM_BASIS_0,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.09877689927816391,,0.005814981181174517,,0.06700494140386581,,0.011384294368326664,,8.34465012644614e-08
OpenBMI_MI,42,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,42,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,42,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,42,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,PCA_POSITIVE_ONLY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,PCA_SIGNED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,51,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,PCA_POSITIVE_ONLY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,PCA_SIGNED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,54,S1,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,4,S2,PCA_POSITIVE_ONLY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.08154171705245972,,0.013294483534991741,,0.05582083389163017,,0.10159708559513092,,1.0728835775353218e-07
OpenBMI_MI,4,S2,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,4,S2,PCA_SIGNED_UTILITY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.08154171705245972,,0.013294483534991741,,0.05582083389163017,,0.10136692225933075,,9.536743306171047e-08
OpenBMI_MI,4,S2,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,4,S2,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,4,S2,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,4,S2,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,4,S2,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,12,S2,PCA_POSITIVE_ONLY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.03530147299170494,,0.003943377640098333,,0.01894167810678482,,0.07953046262264252,,7.152557657263969e-08
OpenBMI_MI,12,S2,SHUFFLED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.015044811181724072,,0.002730870619416237,,0.0067523084580898285,,0.04756581783294678,,1.0728835775353218e-07,
OpenBMI_MI,12,S2,PCA_SIGNED_UTILITY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.03530147299170494,,0.003943377640098333,,0.01894167810678482,,0.07720310986042023,,5.960464477539063e-08
OpenBMI_MI,12,S2,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,12,S2,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,12,S2,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,12,S2,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,12,S2,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,13,S2,PCA_POSITIVE_ONLY_ROUTING,0,3,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.02523668110370636,,0.0066359941847622395,,0.014869888313114643,,0.05715591832995415,,2.3047130071063293e-07
OpenBMI_MI,13,S2,SHUFFLED_UTILITY_ROUTING,0,1,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.02534017339348793,,0.00834740325808525,,0.015169119462370872,,0.04667475074529648,,1.9073486612342094e-07
OpenBMI_MI,13,S2,PCA_SIGNED_UTILITY_ROUTING,0,3,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.02523668110370636,,0.0066359941847622395,,0.014869888313114643,,0.05696094408631325,,2.0066897832293762e-07
OpenBMI_MI,13,S2,RANDOM_BASIS_0,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.01914265565574169,,0.007108441088348627,,0.01467684842646122,,0.0062187351286411285,,1.668930025289228e-07,
OpenBMI_MI,13,S2,RANDOM_BASIS_1,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.01914265565574169,,0.007108441088348627,,0.01467684842646122,,0.008060496300458908,,1.4305115314527939e-07,
OpenBMI_MI,13,S2,RANDOM_BASIS_2,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.01914265565574169,,0.007108441088348627,,0.01467684842646122,,0.007451020181179047,,1.668930025289228e-07,
OpenBMI_MI,13,S2,RANDOM_BASIS_3,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.01914265565574169,,0.007108441088348627,,0.01467684842646122,,0.009744925424456596,,1.1920928955078125e-07,
OpenBMI_MI,13,S2,RANDOM_BASIS_4,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.01914265565574169,,0.007108441088348627,,0.01467684842646122,,0.005245809443295002,,1.4305115314527939e-07,
OpenBMI_MI,17,S2,PCA_POSITIVE_ONLY_ROUTING,0,3,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.10797674208879471,,0.02841418795287609,,0.06661916524171829,,0.06552702933549881,,3.97364289028701e-07
OpenBMI_MI,17,S2,SHUFFLED_UTILITY_ROUTING,0,2,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.10797847807407379,,0.03497431427240372,,0.06644811481237411,,0.04798821732401848,,6.675720669591101e-07
OpenBMI_MI,17,S2,PCA_SIGNED_UTILITY_ROUTING,0,3,100,POST_HOC_HELDOUT_DIAGNOSTIC,,0.10797674208879471,,0.02841418795287609,,0.06661916524171829,,0.06549336761236191,,4.927317149849841e-07
OpenBMI_MI,17,S2,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S2,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S2,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S2,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,17,S2,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S2,PCA_POSITIVE_ONLY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.057140953838825226,,0.00889757089316845,,0.03227800875902176,,0.1190076619386673,,5.960464477539063e-08,
OpenBMI_MI,18,S2,SHUFFLED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.057140953838825226,,0.00889757089316845,,0.03227800875902176,,0.04854185879230499,,5.960464477539063e-08,
OpenBMI_MI,18,S2,PCA_SIGNED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.057140953838825226,,0.00889757089316845,,0.03227800875902176,,0.11935635656118393,,5.960464477539063e-08,
OpenBMI_MI,18,S2,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S2,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S2,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S2,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,18,S2,RANDOM_BASIS_4,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S2,PCA_POSITIVE_ONLY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.11442935466766357,,0.003415264654904604,,0.07422658056020737,,0.10550521314144135,,1.0728835775353218e-07,
OpenBMI_MI,24,S2,SHUFFLED_UTILITY_ROUTING,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S2,PCA_SIGNED_UTILITY_ROUTING,1,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.11442935466766357,,0.003415264654904604,,0.07422658056020737,,0.10705465078353882,,1.1920928955078125e-07,
OpenBMI_MI,24,S2,RANDOM_BASIS_0,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S2,RANDOM_BASIS_1,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S2,RANDOM_BASIS_2,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
OpenBMI_MI,24,S2,RANDOM_BASIS_3,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,,,,,,,,,,
