task,variant,subjects,primary_session,BA,macro_F1,NLL,worst_session_BA,label,random_draw_mean_BA,random_draw_best_variant,random_draw_best_BA,random_draw_worst_BA,random_draws
OpenBMI_MI,BASELINE,14,S2,0.7114285714285715,0.7070341530180103,0.6204518015895572,0.6807142857142857,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,PCA_POSITIVE_ONLY_ROUTING,14,S2,0.7078571428571429,0.7030370248404632,0.6250822733023337,0.6778571428571427,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,SHUFFLED_UTILITY_ROUTING,14,S2,0.7085714285714284,0.7039389389900998,0.6214071525526899,0.6814285714285714,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,PCA_SIGNED_UTILITY_ROUTING,14,S2,0.7078571428571429,0.7030370248404632,0.6251173282840422,0.6778571428571427,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,RANDOM_BASIS_0,14,S2,0.7121428571428572,0.7077466528394211,0.6204055028834513,0.6799999999999998,POST_HELDOUT_DEVELOPMENT_EVALUATION,0.7121428571428572,RANDOM_BASIS_0,0.7121428571428572,0.7121428571428572,
OpenBMI_MI,RANDOM_BASIS_1,14,S2,0.7121428571428572,0.7077466528394211,0.6204569563269615,0.6807142857142857,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,RANDOM_BASIS_2,14,S2,0.7121428571428572,0.7077466528394211,0.6205041336693934,0.6807142857142857,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,RANDOM_BASIS_3,14,S2,0.7121428571428572,0.7077466528394211,0.620462062635592,0.6807142857142857,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,RANDOM_BASIS_4,14,S2,0.7121428571428572,0.7077466528394211,0.6204265992024115,0.6807142857142857,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_MI,RANDOM_BASIS_MEAN,14,S2,0.7121428571428572,0.7077466528394211,0.620451050943562,0.6805714285714285,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,5
OpenBMI_MI,RANDOM_BASIS_BEST_BA,14,S2,0.7121428571428572,0.7077466528394211,0.6204055028834513,0.6799999999999998,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
OpenBMI_MI,RANDOM_BASIS_WORST_BA,14,S2,0.7121428571428572,0.7077466528394211,0.6204055028834513,0.6799999999999998,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
OpenBMI_ERP,BASELINE,14,S2,0.8644805194805195,0.824000661817416,0.26806578252996716,0.8307126580716636,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,PCA_POSITIVE_ONLY_ROUTING,14,S2,0.8624458874458875,0.8300095637841661,0.2563104810459273,0.8275743662038387,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,SHUFFLED_UTILITY_ROUTING,14,S2,0.8616666666666669,0.8277814055477475,0.2591160030237266,0.8274877336126579,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,PCA_SIGNED_UTILITY_ROUTING,14,S2,0.8624242424242424,0.8299563208832808,0.25633048212953974,0.8275743662038387,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,RANDOM_BASIS_0,14,S2,0.8642207792207792,0.8239092177166624,0.2678146293120725,0.8305827748156432,POST_HELDOUT_DEVELOPMENT_EVALUATION,0.8644545454545455,RANDOM_BASIS_4,0.8648484848484849,0.8642207792207792,
OpenBMI_ERP,RANDOM_BASIS_1,14,S2,0.8642857142857142,0.8240668713724295,0.2677430622279644,0.8307775931365986,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,RANDOM_BASIS_2,14,S2,0.8646320346320348,0.8242850814487758,0.26778849746499744,0.8307775931365987,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,RANDOM_BASIS_3,14,S2,0.8642857142857142,0.823897015765383,0.2677843916629042,0.8307126580716636,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,RANDOM_BASIS_4,14,S2,0.8648484848484849,0.8244296341408633,0.267733597861869,0.8308858182448235,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_ERP,RANDOM_BASIS_MEAN,14,S2,0.8644545454545453,0.8241175640888229,0.2677728357059615,0.8307472874810653,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,5
OpenBMI_ERP,RANDOM_BASIS_BEST_BA,14,S2,0.8648484848484849,0.8244296341408633,0.267733597861869,0.8308858182448235,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
OpenBMI_ERP,RANDOM_BASIS_WORST_BA,14,S2,0.8642207792207792,0.8239092177166624,0.2678146293120725,0.8305827748156432,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
OpenBMI_SSVEP,BASELINE,14,S2,0.9199999999999999,0.9189599493200945,0.3042569781287706,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,PCA_POSITIVE_ONLY_ROUTING,14,S2,0.9242857142857142,0.9231498302433172,0.3080696852703113,0.9085714285714285,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,SHUFFLED_UTILITY_ROUTING,14,S2,0.9207142857142856,0.9196745208629974,0.3044060115477935,0.9035714285714286,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,PCA_SIGNED_UTILITY_ROUTING,14,S2,0.9242857142857142,0.9231498302433172,0.3080696852703113,0.9085714285714285,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,RANDOM_BASIS_0,14,S2,0.9199999999999999,0.9189599493200945,0.3043331549706636,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,0.9199999999999999,RANDOM_BASIS_0,0.9199999999999999,0.9199999999999999,
OpenBMI_SSVEP,RANDOM_BASIS_1,14,S2,0.9199999999999999,0.9189599493200945,0.3042872855356628,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,RANDOM_BASIS_2,14,S2,0.9199999999999999,0.9189599493200945,0.30430367763827754,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,RANDOM_BASIS_3,14,S2,0.9199999999999999,0.9189599493200945,0.30420380188817425,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,RANDOM_BASIS_4,14,S2,0.9199999999999999,0.9189599493200945,0.3042879565452625,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
OpenBMI_SSVEP,RANDOM_BASIS_MEAN,14,S2,0.9199999999999999,0.9189599493200945,0.3042831753156081,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,5
OpenBMI_SSVEP,RANDOM_BASIS_BEST_BA,14,S2,0.9199999999999999,0.9189599493200945,0.3043331549706636,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
OpenBMI_SSVEP,RANDOM_BASIS_WORST_BA,14,S2,0.9199999999999999,0.9189599493200945,0.3043331549706636,0.9042857142857142,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
WBCIC_MI,BASELINE,10,S2,0.7905,0.7760732219806268,0.5847154498100281,0.7115,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,PCA_POSITIVE_ONLY_ROUTING,10,S2,0.79,0.7762548869027125,0.5843996942043305,0.7084999999999999,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,SHUFFLED_UTILITY_ROUTING,10,S2,0.79,0.7755137386814539,0.5847594738006592,0.7105,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,PCA_SIGNED_UTILITY_ROUTING,10,S2,0.7905,0.776788878900774,0.5842897415161132,0.708,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,RANDOM_BASIS_0,10,S2,0.7905,0.7760732219806268,0.5847185671329498,0.711,POST_HELDOUT_DEVELOPMENT_EVALUATION,0.7907,RANDOM_BASIS_3,0.791,0.7905,
WBCIC_MI,RANDOM_BASIS_1,10,S2,0.7905,0.7760732219806268,0.5847182154655457,0.7115,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,RANDOM_BASIS_2,10,S2,0.7905,0.7760732219806268,0.5847148120403289,0.7115,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,RANDOM_BASIS_3,10,S2,0.791,0.7766818020863633,0.5847167193889617,0.712,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,RANDOM_BASIS_4,10,S2,0.791,0.7766818020863633,0.5847163796424866,0.712,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,
WBCIC_MI,RANDOM_BASIS_MEAN,10,S2,0.7907,0.7763166540229214,0.5847169387340546,0.7116,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,5
WBCIC_MI,RANDOM_BASIS_BEST_BA,10,S2,0.791,0.7766818020863633,0.5847167193889617,0.712,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
WBCIC_MI,RANDOM_BASIS_WORST_BA,10,S2,0.7905,0.7760732219806268,0.5847185671329498,0.711,POST_HELDOUT_DEVELOPMENT_EVALUATION,,,,,1
